src,dst,spec,used_slot,tfk_slot
18,79,81.0,12,11.0
84,44,790.0,10,9.0
72,60,48.0,10,9.0
57,28,81.0,10,9.0
14,62,81.0,10,9.0
92,37,81.0,9,8.0
76,25,791.0,9,8.0
59,56,81.0,9,8.0
48,68,48.0,9,8.0
33,16,67.0,9,8.0
12,67,81.0,9,8.0
99,91,43.0,8,7.0
89,54,89.0,8,7.0
85,49,3.99999999999,8,7.0
75,23,71.0,8,7.0
66,65,3.0,8,7.0
53,80,28.0,8,7.0
45,63,36.0,8,7.0
35,15,69.0,8,7.0
32,73,84.0,8,7.0
9,27,81.0,8,7.0
96,97,81.0,7,6.0
94,8,90.0,7,6.0
77,22,55.0,7,6.0
74,61,17.0,7,6.0
71,81,24.0,7,6.0
70,1,43.0,7,6.0
64,36,81.0,7,6.0
50,29,63.0,7,6.0
47,17,70.0,7,6.0
43,42,81.0,7,6.0
40,19,793.0,7,6.0
31,39,30.0,7,6.0
26,55,64.0,7,6.0
13,95,20.0,7,6.0
3,21,63.0,7,6.0
88,5,16.0,6,5.0
87,58,62.0,6,5.0
78,93,11.0,6,5.0
34,4,32.0,6,5.0
6,52,3.99999999999,6,5.0
82,83,795.0,5,4.0
51,38,34.0,4,3.0
24,90,38.0,4,3.0
86,0,34.0,3,2.0
11,7,6.0,3,2.0
10,46,53.0,3,2.0
93,74,790.0,10,9.0
69,33,790.0,10,9.0
94,95,81.0,9,8.0
58,8,81.0,9,8.0
41,45,81.0,9,8.0
40,44,81.0,9,8.0
29,31,81.0,9,8.0
99,83,787.0,8,7.0
88,39,81.0,8,7.0
68,54,81.0,8,7.0
57,22,30.0,8,7.0
49,90,73.0,8,7.0
48,60,81.0,8,7.0
34,5,81.0,8,7.0
24,14,2.0,8,7.0
6,37,17.0,8,7.0
92,2,51.0,7,6.0
81,62,14.0,7,6.0
79,84,18.0,7,6.0
76,65,55.0,7,6.0
73,30,65.0,7,6.0
72,80,81.0,7,6.0
67,10,69.0,7,6.0
53,35,42.0,7,6.0
50,23,793.0,7,6.0
36,52,58.0,7,6.0
26,71,56.0,7,6.0
12,38,63.0,7,6.0
3,55,56.0,7,6.0
96,75,65.0,6,5.0
91,18,73.0,6,5.0
87,59,68.0,6,5.0
86,27,75.0,6,5.0
66,47,81.0,6,5.0
63,11,75.0,6,5.0
