src,dst,spec,used_slot,tfk_slot
18,79,27.0,12,11.0
30,43,81.0,11,10.0
84,44,783.0,10,9.0
72,60,790.0,10,9.0
57,28,55.0,10,9.0
14,62,23.0,10,9.0
92,65,55.0,9,8.0
76,71,81.0,9,8.0
59,56,791.0,9,8.0
48,68,16.0,9,8.0
34,2,81.0,9,8.0
29,31,39.0,9,8.0
24,61,72.0,9,8.0
12,67,12.0,9,8.0
7,94,40.0,9,8.0
99,83,81.0,8,7.0
89,54,71.0,8,7.0
87,32,69.0,8,7.0
85,49,88.0,8,7.0
74,58,25.0,8,7.0
53,80,87.0,8,7.0
45,63,792.0,8,7.0
35,15,65.0,8,7.0
27,81,47.0,8,7.0
10,1,49.0,8,7.0
6,37,64.0,8,7.0
96,73,63.0,7,6.0
77,22,48.0,7,6.0
75,33,47.0,7,6.0
66,8,59.0,7,6.0
51,97,64.0,7,6.0
50,23,81.0,7,6.0
46,82,81.0,7,6.0
40,19,72.0,7,6.0
26,55,12.0,7,6.0
13,95,71.0,7,6.0
3,21,81.0,7,6.0
88,5,60.0,6,5.0
78,93,54.0,6,5.0
47,25,65.0,5,4.0
36,42,57.0,5,4.0
20,70,32.0,5,4.0
17,98,8.0,5,4.0
86,52,67.0,4,3.0
64,39,57.0,4,3.0
38,90,52.0,4,3.0
9,91,7.0,4,3.0
69,4,19.0,3,2.0
0,41,65.0,3,2.0
65,70,37.0,11,10.0
78,68,81.0,10,9.0
22,30,0.0,10,9.0
92,37,43.0,9,8.0
58,8,81.0,9,8.0
41,45,18.0,9,8.0
40,44,79.0,9,8.0
33,16,29.0,9,8.0
9,26,64.0,9,8.0
88,39,81.0,8,7.0
75,23,71.0,8,7.0
64,18,17.0,8,7.0
49,90,62.0,8,7.0
48,60,81.0,8,7.0
34,5,39.0,8,7.0
32,7,81.0,8,7.0
12,95,26.0,8,7.0
96,97,74.0,7,6.0
81,62,55.0,7,6.0
79,84,66.0,7,6.0
74,61,2.0,7,6.0
