src,dst,spec,used_slot,tfk_slot
0,9,42.0,5,4.0
0,10,59.0,7,6.0
0,13,6.0,5,4.0
0,28,11.0,6,5.0
0,41,48.0,3,2.0
0,42,0.0,4,3.0
0,47,17.0,5,4.0
0,53,52.0,7,6.0
0,55,22.0,6,5.0
0,80,70.0,4,3.0
0,83,74.0,7,6.0
1,8,2.0,3,2.0
1,19,26.0,4,3.0
1,52,20.0,2,1.0
1,65,13.0,2,1.0
1,78,43.0,5,4.0
1,91,36.0,3,2.0
2,10,50.0,3,2.0
2,55,15.0,2,1.0
2,56,37.0,6,5.0
3,17,51.0,5,4.0
3,20,14.0,4,3.0
3,21,58.0,7,6.0
3,30,42.0,5,4.0
3,55,7.0,7,6.0
3,59,65.0,10,9.0
3,82,77.0,4,3.0
4,2,32.0,5,4.0
4,7,4.0,2,1.0
4,14,65.0,5,4.0
4,19,38.0,5,4.0
4,25,60.0,5,4.0
4,29,74.0,7,6.0
4,49,43.0,6,5.0
4,56,8.0,6,5.0
4,73,0.0,2,1.0
4,83,70.0,4,3.0
4,94,2.0,2,1.0
5,99,25.0,2,1.0
6,2,60.0,4,3.0
6,15,43.0,3,2.0
6,37,66.0,8,7.0
6,41,0.0,2,1.0
6,47,2.0,9,8.0
6,52,46.0,6,5.0
6,60,52.0,6,5.0
6,62,14.0,4,3.0
6,78,37.0,6,5.0
7,50,42.0,5,4.0
7,54,66.0,6,5.0
7,71,0.0,2,1.0
7,72,55.0,5,4.0
7,73,6.0,2,1.0
7,75,60.0,6,5.0
7,77,8.0,6,5.0
7,83,31.0,2,1.0
7,84,76.0,5,4.0
7,91,72.0,4,3.0
7,94,22.0,9,8.0
8,17,23.0,4,3.0
9,8,47.0,5,4.0
9,16,52.0,3,2.0
9,20,0.0,3,2.0
9,26,58.0,9,8.0
9,27,28.0,8,7.0
9,71,3.0,7,6.0
9,72,22.0,6,5.0
9,80,14.0,4,3.0
9,87,37.0,5,4.0
9,91,18.0,4,3.0
10,1,5.0,8,7.0
10,32,39.0,6,5.0
10,46,78.0,3,2.0
10,58,72.0,4,3.0
10,60,26.0,4,3.0
10,61,13.0,6,5.0
10,62,1.0,4,3.0
10,82,66.0,5,4.0
10,84,45.0,5,4.0
11,7,14.0,3,2.0
11,39,17.0,2,1.0
12,2,19.0,4,3.0
12,8,57.0,6,5.0
12,38,4.0,7,6.0
12,45,73.0,8,7.0
12,52,53.0,4,3.0
12,90,66.0,7,6.0
12,95,26.0,8,7.0
12,97,15.0,4,3.0
13,5,64.0,7,6.0
13,27,18.0,3,2.0
13,70,37.0,4,3.0
13,80,27.0,8,7.0
13,85,41.0,5,4.0
13,90,21.0,6,5.0
13,95,11.0,7,6.0
14,5,37.0,5,4.0
14,17,63.0,2,1.0
14,24,70.0,3,2.0
14,62,53.0,10,9.0
14,77,42.0,9,8.0
14,93,9.0,5,4.0
14,99,0.0,5,4.0
15,26,32.0,4,3.0
15,30,47.0,9,8.0
15,61,76.0,5,4.0
16,89,16.0,6,5.0
17,98,0.0,5,4.0
18,11,57.0,3,2.0
18,17,7.0,4,3.0
18,37,55.0,2,1.0
18,78,0.0,3,2.0
18,79,43.0,12,11.0
18,84,3.0,4,3.0
19,15,9.0,3,2.0
19,43,46.0,9,8.0
19,44,32.0,6,5.0
19,65,74.0,7,6.0
19,81,0.0,7,6.0
20,1,48.0,6,5.0
20,22,31.0,3,2.0
20,59,23.0,8,7.0
20,67,37.0,5,4.0
20,70,9.0,5,4.0
20,74,3.0,6,5.0
20,80,42.0,6,5.0
21,16,45.0,6,5.0
21,28,25.0,5,4.0
21,57,75.0,6,5.0
21,72,10.0,5,4.0
21,77,36.0,6,5.0
21,86,15.0,5,4.0
21,87,4.0,3,2.0
22,20,74.0,7,6.0
22,30,61.0,10,9.0
22,56,55.0,6,5.0
23,40,41.0,5,4.0
23,42,34.0,7,6.0
23,98,10.0,5,4.0
24,14,20.0,8,7.0
24,16,0.0,2,1.0
24,22,2.0,5,4.0
24,27,73.0,4,3.0
