src,dst,spec,used_slot,tfk_slot
0,9,6.0,5,4.0
0,10,51.0,7,6.0
0,13,0.0,5,4.0
0,28,15.0,6,5.0
0,41,67.0,3,2.0
0,42,11.0,4,3.0
0,47,46.0,5,4.0
0,53,38.0,7,6.0
0,55,32.0,6,5.0
0,66,58.0,5,4.0
0,80,74.0,4,3.0
0,83,25.0,7,6.0
1,8,6.0,3,2.0
1,19,77.0,4,3.0
1,78,35.0,5,4.0
1,91,30.0,3,2.0
2,10,32.0,3,2.0
2,55,16.0,2,1.0
2,56,19.0,6,5.0
3,17,58.0,5,4.0
3,20,10.0,4,3.0
3,21,29.0,7,6.0
3,30,14.0,5,4.0
3,48,63.0,6,5.0
3,59,39.0,10,9.0
3,82,19.0,4,3.0
4,2,5.0,5,4.0
4,7,0.0,2,1.0
4,14,38.0,5,4.0
4,19,16.0,5,4.0
4,24,10.0,4,3.0
4,25,49.0,5,4.0
4,29,74.0,7,6.0
4,49,54.0,6,5.0
4,56,68.0,6,5.0
4,83,64.0,4,3.0
4,94,14.0,2,1.0
5,99,33.0,2,1.0
6,2,41.0,4,3.0
6,15,6.0,3,2.0
6,37,45.0,8,7.0
6,41,32.0,2,1.0
6,47,53.0,9,8.0
6,52,26.0,6,5.0
6,60,0.0,6,5.0
6,62,9.0,4,3.0
6,78,20.0,6,5.0
7,50,8.0,5,4.0
7,54,40.0,6,5.0
7,71,18.0,2,1.0
7,72,31.0,5,4.0
7,73,37.0,2,1.0
7,75,64.0,6,5.0
7,77,49.0,6,5.0
7,83,2.0,2,1.0
7,84,73.0,5,4.0
7,91,14.0,4,3.0
7,94,55.0,9,8.0
8,17,77.0,4,3.0
9,8,56.0,5,4.0
9,16,15.0,3,2.0
9,26,37.0,9,8.0
9,44,71.0,2,1.0
9,71,74.0,7,6.0
9,72,0.0,6,5.0
9,80,33.0,4,3.0
9,87,28.0,5,4.0
9,91,18.0,4,3.0
10,1,12.0,8,7.0
10,32,6.0,6,5.0
10,46,3.0,3,2.0
10,60,58.0,4,3.0
10,61,75.0,6,5.0
10,62,35.0,4,3.0
10,82,62.0,5,4.0
10,84,20.0,5,4.0
11,7,78.0,3,2.0
11,39,22.0,2,1.0
12,2,0.0,4,3.0
12,8,67.0,6,5.0
12,31,31.0,4,3.0
12,38,42.0,7,6.0
12,52,63.0,4,3.0
12,67,53.0,9,8.0
12,90,35.0,7,6.0
12,95,73.0,8,7.0
12,97,27.0,4,3.0
13,5,53.0,7,6.0
13,27,12.0,3,2.0
13,70,36.0,4,3.0
13,80,45.0,8,7.0
13,85,63.0,5,4.0
13,90,15.0,6,5.0
13,95,29.0,7,6.0
14,5,0.0,5,4.0
14,17,19.0,2,1.0
14,24,66.0,3,2.0
14,77,10.0,9,8.0
14,93,48.0,5,4.0
14,99,5.00000000001,5,4.0
15,26,53.0,4,3.0
15,30,64.0,9,8.0
15,61,9.0,5,4.0
16,89,52.0,6,5.0
17,98,11.0,5,4.0
18,11,2.0,3,2.0
18,13,6.0,6,5.0
18,17,30.0,4,3.0
18,37,0.0,2,1.0
18,78,14.0,3,2.0
18,79,60.0,12,11.0
18,84,46.0,4,3.0
19,15,57.0,3,2.0
19,43,5.0,9,8.0
19,44,21.0,6,5.0
19,63,27.0,6,5.0
19,65,36.0,7,6.0
19,81,60.0,7,6.0
20,1,49.0,6,5.0
20,22,30.0,3,2.0
20,59,22.0,8,7.0
20,67,68.0,5,4.0
20,70,40.0,5,4.0
20,74,75.0,6,5.0
20,80,0.0,6,5.0
21,16,58.0,6,5.0
21,28,48.0,5,4.0
21,57,6.0,6,5.0
21,64,75.0,5,4.0
21,72,64.0,5,4.0
21,77,19.0,6,5.0
21,86,14.0,5,4.0
21,87,0.0,3,2.0
22,20,33.0,7,6.0
22,30,54.0,10,9.0
22,56,10.0,6,5.0
23,40,29.0,5,4.0
23,42,48.0,7,6.0
23,98,16.0,5,4.0
24,14,58.0,8,7.0
24,20,6.0,4,3.0
24,22,20.0,5,4.0
24,27,52.0,4,3.0
24,31,75.0,6,5.0
24,44,33.0,7,6.0
24,56,25.0,5,4.0
24,61,40.0,9,8.0
24,90,69.0,4,3.0
25,1,40.0,6,5.0
25,3,23.0,6,5.0
25,28,77.0,3,2.0
25,34,4.0,5,4.0
25,52,54.0,9,8.0
25,61,14.0,5,4.0
25,66,9.0,2,1.0
25,67,46.0,3,2.0
26,27,3.0,4,3.0
26,38,15.0,2,1.0
26,55,57.0,7,6.0
26,59,64.0,6,5.0
26,71,7.0,7,6.0
26,73,78.0,3,2.0
26,96,17.0,7,6.0
27,48,0.0,3,2.0
27,68,71.0,5,4.0
27,73,30.0,6,5.0
27,81,42.0,8,7.0
27,89,16.0,3,2.0
27,92,25.0,3,2.0
28,6,37.0,4,3.0
28,29,0.0,3,2.0
29,31,46.0,9,8.0
30,21,12.0,2,1.0
30,42,4.0,3,2.0
30,68,37.0,5,4.0
30,71,1.84741111298e-13,4,3.0
30,82,7.00000000001,5,4.0
31,16,26.0,5,4.0
31,39,68.0,7,6.0
31,40,14.0,9,8.0
31,41,39.0,7,6.0
31,44,8.0,5,4.0
31,60,65.0,3,2.0
31,84,0.0,4,3.0
31,99,24.0,2,1.0
32,7,20.0,8,7.0
32,16,0.0,5,4.0
32,19,43.0,6,5.0
32,41,12.0,4,3.0
32,63,57.0,6,5.0
32,73,64.0,8,7.0
