#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,13963.0,850390.0,13963.0,0.0,0.0,0.0,12889.0,704390.0,12889.0
2.0,20186.0,1844589.0,20186.0,0.0,0.0,0.0,19091.0,1809704.0,19091.0
4.0,27209.0,3583290.0,27209.0,0.0,0.0,0.0,26549.0,3529098.0,26549.0
6.0,30980.0,4804090.0,30980.0,0.0,0.0,0.0,30640.0,4769588.0,30640.0
8.0,32230.0,5293990.0,32230.0,0.0,0.0,0.0,32190.0,5289890.0,32190.0
10.0,32275.0,5313690.0,32275.0,0.0,0.0,0.0,32275.0,5313690.0,32275.0
12.0,32275.0,5313690.0,32275.0,0.0,0.0,0.0,32275.0,5313690.0,32275.0
14.0,32275.0,5313690.0,32275.0,0.0,0.0,0.0,32275.0,5313690.0,32275.0
16.0,32275.0,5313690.0,32275.0,0.0,0.0,0.0,32275.0,5313690.0,32275.0
18.0,32275.0,5313690.0,32275.0,0.0,0.0,0.0,32275.0,5313690.0,32275.0
20.0,32275.0,5313690.0,32275.0,0.0,0.0,0.0,32275.0,5313690.0,32275.0
