arch1_ub,arch1_lb,arch2_ub,arch2_lb,arch4_ub,arch4_lb,arch5_ub,arch5_lb,total_cnk
150.0,150.0,1239.0,1128.0,1020.0,873.0,1240.0,1233.0,1812.0
150.0,150.0,1303.0,1200.0,1066.0,921.0,1303.0,1296.0,1906.0
150.0,150.0,1295.0,1188.0,1064.0,914.0,1297.0,1291.0,1848.0
150.0,150.0,1274.0,1168.0,1046.0,912.0,1275.0,1256.0,1836.0
150.0,150.0,1316.0,1206.0,1078.0,926.0,1316.0,1304.0,1954.0
