arch1_ub,arch1_lb,arch2_ub,arch2_lb,arch4_ub,arch4_lb,arch5_ub,arch5_lb,total_cnk
150.0,150.0,1336.0,1221.0,1088.0,925.0,1336.0,1319.0,2047.0
150.0,150.0,1295.0,1193.0,1064.0,906.0,1296.0,1281.0,1977.0
150.0,150.0,1259.0,1158.0,1036.0,886.0,1260.0,1245.0,1843.0
150.0,150.0,1337.0,1221.0,1090.0,927.0,1337.0,1330.0,2072.0
150.0,150.0,1220.0,1119.0,1011.0,873.0,1219.0,1204.0,1756.0
