arch1_ub,arch1_lb,arch2_ub,arch2_lb,arch4_ub,arch4_lb,arch5_ub,arch5_lb,total_cnk
150.0,150.0,1244.0,1144.0,1029.0,895.0,1246.0,1227.0,1748.0
150.0,150.0,1312.0,1211.0,1074.0,913.0,1312.0,1301.0,1903.0
150.0,150.0,1290.0,1180.0,1055.0,912.0,1290.0,1278.0,1878.0
150.0,150.0,1276.0,1180.0,1051.0,915.0,1276.0,1262.0,1899.0
150.0,150.0,1361.0,1238.0,1109.0,933.0,1361.0,1342.0,2084.0
