beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,729.0,194520.0,729.0,0.0,0.0,0.0,628.0,147670.0,628.0
1e-05,729.0,195550.0,730.9555,0.0,0.0,0.0,628.0,147240.0,629.4724
2e-05,728.0,196730.0,731.9346,0.0,0.0,0.0,625.0,137950.0,627.759
4e-05,729.0,196020.0,736.8408,0.0,0.0,0.0,625.0,137950.0,630.518
8e-05,728.0,196190.0,743.6952,0.0,0.0,0.0,625.0,137950.0,636.036
0.0001,729.0,196230.0,748.623,0.0,0.0,0.0,625.0,137950.0,638.795
0.0002,729.0,196160.0,768.232,0.0,0.0,0.0,631.0,149980.0,660.996
0.0004,729.0,198570.0,808.428,0.0,0.0,0.0,633.0,152680.0,694.072
0.0008,728.0,199610.0,887.688,0.0,0.0,0.0,604.0,183640.0,750.912
0.001,729.0,199030.0,928.03,0.0,0.0,0.0,607.0,182250.0,789.25
0.002,727.0,201020.0,1129.04,0.0,0.0,0.0,600.0,186520.0,973.04
0.004,723.0,203950.0,1538.8,0.0,0.0,0.0,592.0,187580.0,1342.32
0.008,677.0,211290.0,2367.32,0.0,0.0,0.0,550.0,191480.0,2081.84
0.01,629.0,217050.0,2799.5,0.0,0.0,0.0,551.0,194500.0,2496.0
0.02,596.0,219730.0,4990.6,0.0,0.0,0.0,521.0,195400.0,4429.0
0.04,581.0,219930.0,9378.2,0.0,0.0,0.0,528.0,195790.0,8359.6
0.08,584.0,219960.0,18180.8,0.0,0.0,0.0,477.0,195280.0,16099.4
0.1,583.0,219970.0,22580.0,0.0,0.0,0.0,520.0,194790.0,19999.0
0.2,561.0,220320.0,44625.0,0.0,0.0,0.0,507.0,194190.0,39345.0
0.4,567.0,220150.0,88627.0,0.0,0.0,0.0,507.0,194740.0,78403.0
1.0,561.0,220420.0,220981.0,0.0,0.0,0.0,509.0,194820.0,195329.0
10.0,564.0,220510.0,2205664.0,0.0,0.0,0.0,511.0,194300.0,1943511.0
