beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,766.0,197690.0,766.0,0.0,0.0,0.0,656.0,150760.0,656.0
1e-05,766.0,198060.0,767.9806,0.0,0.0,0.0,651.0,149210.0,652.4921
2e-05,766.0,198790.0,769.9758,0.0,0.0,0.0,657.0,152190.0,660.0438
4e-05,765.0,198750.0,772.95,0.0,0.0,0.0,651.0,150520.0,657.0208
8e-05,767.0,199100.0,782.928,0.0,0.0,0.0,659.0,151530.0,671.1224
0.0001,766.0,199490.0,785.949,0.0,0.0,0.0,653.0,149940.0,667.994
0.0002,765.0,198940.0,804.788,0.0,0.0,0.0,656.0,152610.0,686.522
0.0004,765.0,198530.0,844.412,0.0,0.0,0.0,651.0,148660.0,710.464
0.0008,766.0,198480.0,924.784,0.0,0.0,0.0,632.0,180700.0,776.56
0.001,765.0,199590.0,964.59,0.0,0.0,0.0,658.0,152410.0,810.41
0.002,763.0,201810.0,1166.62,0.0,0.0,0.0,626.0,185360.0,996.72
0.004,754.0,204940.0,1573.76,0.0,0.0,0.0,607.0,184770.0,1346.08
0.008,671.0,218840.0,2421.72,0.0,0.0,0.0,566.0,194780.0,2124.24
0.01,657.0,220570.0,2862.7,0.0,0.0,0.0,560.0,194280.0,2502.8
0.02,589.0,226000.0,5109.0,0.0,0.0,0.0,517.0,198410.0,4485.2
0.04,574.0,227100.0,9658.0,0.0,0.0,0.0,512.0,197710.0,8420.4
0.08,570.0,227160.0,18742.8,0.0,0.0,0.0,505.0,196110.0,16193.8
0.1,559.0,227160.0,23275.0,0.0,0.0,0.0,509.0,196820.0,20191.0
0.2,562.0,227450.0,46052.0,0.0,0.0,0.0,504.0,197450.0,39994.0
0.4,559.0,227440.0,91535.0,0.0,0.0,0.0,502.0,199460.0,80286.0
1.0,561.0,227270.0,227831.0,0.0,0.0,0.0,496.0,196240.0,196736.0
10.0,562.0,227240.0,2272962.0,0.0,0.0,0.0,508.0,196190.0,1962408.0
