beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,884.0,247410.0,884.0,0.0,0.0,0.0,767.0,213520.0,767.0
1e-05,884.0,249060.0,886.4906,0.0,0.0,0.0,761.0,211420.0,763.1142
2e-05,884.0,248290.0,888.9658,0.0,0.0,0.0,770.0,214220.0,774.2844
4e-05,883.0,247800.0,892.912,0.0,0.0,0.0,765.0,210830.0,773.4332
8e-05,883.0,248400.0,902.872,0.0,0.0,0.0,766.0,212310.0,782.9848
0.0001,883.0,249890.0,907.989,0.0,0.0,0.0,764.0,214020.0,785.402
0.0002,883.0,249180.0,932.836,0.0,0.0,0.0,758.0,211250.0,800.25
0.0004,883.0,250450.0,983.18,0.0,0.0,0.0,758.0,212910.0,843.164
0.0008,884.0,249870.0,1083.896,0.0,0.0,0.0,759.0,211510.0,928.208
0.001,883.0,250910.0,1133.91,0.0,0.0,0.0,756.0,213830.0,969.83
0.002,882.0,252270.0,1386.54,0.0,0.0,0.0,766.0,215450.0,1196.9
0.004,879.0,253950.0,1894.8,0.0,0.0,0.0,759.0,213690.0,1613.76
0.008,872.0,255100.0,2912.8,0.0,0.0,0.0,621.0,237270.0,2519.16
0.01,870.0,255410.0,3424.1,0.0,0.0,0.0,621.0,237270.0,2993.7
0.02,831.0,257500.0,5981.0,0.0,0.0,0.0,621.0,237270.0,5366.4
0.04,749.0,261020.0,11189.8,0.0,0.0,0.0,621.0,237270.0,10111.8
0.08,712.0,262070.0,21677.6,0.0,0.0,0.0,621.0,237270.0,19602.6
0.1,708.0,262180.0,26926.0,0.0,0.0,0.0,621.0,237270.0,24348.0
0.2,706.0,262450.0,53196.0,0.0,0.0,0.0,621.0,237270.0,48075.0
0.4,701.0,262530.0,105713.0,0.0,0.0,0.0,621.0,237270.0,95529.0
1.0,698.0,262630.0,263328.0,0.0,0.0,0.0,621.0,237270.0,237891.0
10.0,695.0,262600.0,2626695.0,0.0,0.0,0.0,621.0,237270.0,2373321.0
