beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,880.0,245790.0,880.0,0.0,0.0,0.0,766.0,210880.0,766.0
1e-05,880.0,247690.0,882.4769,0.0,0.0,0.0,752.0,211290.0,754.1129
2e-05,881.0,247490.0,885.9498,0.0,0.0,0.0,764.0,210780.0,768.2156
4e-05,881.0,247750.0,890.91,0.0,0.0,0.0,766.0,213050.0,774.522
8e-05,881.0,247700.0,900.816,0.0,0.0,0.0,765.0,212880.0,782.0304
0.0001,880.0,247860.0,904.786,0.0,0.0,0.0,762.0,211490.0,783.149
0.0002,881.0,248300.0,930.66,0.0,0.0,0.0,767.0,214510.0,809.902
0.0004,881.0,249170.0,980.668,0.0,0.0,0.0,759.0,210720.0,843.288
0.0008,880.0,250520.0,1080.416,0.0,0.0,0.0,760.0,214100.0,931.28
0.001,880.0,249350.0,1129.35,0.0,0.0,0.0,760.0,213590.0,973.59
0.002,879.0,251300.0,1381.6,0.0,0.0,0.0,759.0,215140.0,1189.28
0.004,877.0,252380.0,1886.52,0.0,0.0,0.0,749.0,213180.0,1601.72
0.008,871.0,253820.0,2901.56,0.0,0.0,0.0,605.0,237060.0,2501.48
0.01,870.0,253860.0,3408.6,0.0,0.0,0.0,605.0,237060.0,2975.6
0.02,852.0,254690.0,5945.8,0.0,0.0,0.0,605.0,237060.0,5346.2
0.04,750.0,259270.0,11120.8,0.0,0.0,0.0,605.0,237060.0,10087.4
0.08,706.0,260710.0,21562.8,0.0,0.0,0.0,605.0,237060.0,19569.8
0.1,693.0,261030.0,26796.0,0.0,0.0,0.0,605.0,237060.0,24311.0
0.2,688.0,261060.0,52900.0,0.0,0.0,0.0,605.0,237060.0,48017.0
0.4,682.0,261310.0,105206.0,0.0,0.0,0.0,605.0,237060.0,95429.0
1.0,681.0,261350.0,262031.0,0.0,0.0,0.0,605.0,237060.0,237665.0
10.0,676.0,261390.0,2614576.0,0.0,0.0,0.0,605.0,237060.0,2371205.0
