beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,839.0,236270.0,839.0,0.0,0.0,0.0,742.0,208330.0,742.0
1e-05,839.0,238290.0,841.3829,0.0,0.0,0.0,726.0,203980.0,728.0398
2e-05,839.0,238300.0,843.766,0.0,0.0,0.0,732.0,205800.0,736.116
4e-05,839.0,238930.0,848.5572,0.0,0.0,0.0,735.0,206590.0,743.2636
8e-05,839.0,237370.0,857.9896,0.0,0.0,0.0,737.0,206260.0,753.5008
0.0001,839.0,238000.0,862.8,0.0,0.0,0.0,737.0,205870.0,757.587
0.0002,840.0,237530.0,887.506,0.0,0.0,0.0,736.0,206090.0,777.218
0.0004,839.0,239580.0,934.832,0.0,0.0,0.0,740.0,209350.0,823.74
0.0008,839.0,240140.0,1031.112,0.0,0.0,0.0,729.0,206540.0,894.232
0.001,840.0,239750.0,1079.75,0.0,0.0,0.0,734.0,206050.0,940.05
0.002,838.0,241360.0,1320.72,0.0,0.0,0.0,735.0,208400.0,1151.8
0.004,837.0,242230.0,1805.92,0.0,0.0,0.0,735.0,208470.0,1568.88
0.008,828.0,243730.0,2777.84,0.0,0.0,0.0,586.0,224930.0,2385.44
0.01,826.0,243890.0,3264.9,0.0,0.0,0.0,586.0,224930.0,2835.3
0.02,794.0,245540.0,5704.8,0.0,0.0,0.0,586.0,224930.0,5084.6
0.04,719.0,248690.0,10666.6,0.0,0.0,0.0,586.0,224930.0,9583.2
0.08,694.0,249450.0,20650.0,0.0,0.0,0.0,586.0,224930.0,18580.4
0.1,688.0,249650.0,25653.0,0.0,0.0,0.0,586.0,224930.0,23079.0
0.2,683.0,249940.0,50671.0,0.0,0.0,0.0,586.0,224930.0,45572.0
0.4,668.0,250020.0,100676.0,0.0,0.0,0.0,586.0,224930.0,90558.0
1.0,678.0,250050.0,250728.0,0.0,0.0,0.0,586.0,224930.0,225516.0
10.0,683.0,250070.0,2501383.0,0.0,0.0,0.0,586.0,224930.0,2249886.0
