beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,885.0,242730.0,885.0,0.0,0.0,0.0,769.0,210380.0,769.0
1e-05,885.0,244200.0,887.442,0.0,0.0,0.0,771.0,210440.0,773.1044
2e-05,885.0,245280.0,889.9056,0.0,0.0,0.0,770.0,210570.0,774.2114
4e-05,885.0,246110.0,894.8444,0.0,0.0,0.0,764.0,210720.0,772.4288
8e-05,885.0,245490.0,904.6392,0.0,0.0,0.0,760.0,208120.0,776.6496
0.0001,885.0,245360.0,909.536,0.0,0.0,0.0,769.0,211560.0,790.156
0.0002,885.0,246740.0,934.348,0.0,0.0,0.0,762.0,211700.0,804.34
0.0004,885.0,246680.0,983.672,0.0,0.0,0.0,766.0,211790.0,850.716
0.0008,885.0,247880.0,1083.304,0.0,0.0,0.0,761.0,209530.0,928.624
0.001,885.0,248410.0,1133.41,0.0,0.0,0.0,755.0,211350.0,966.35
0.002,885.0,248710.0,1382.42,0.0,0.0,0.0,761.0,212590.0,1186.18
0.004,881.0,251030.0,1885.12,0.0,0.0,0.0,758.0,214130.0,1614.52
0.008,876.0,252240.0,2893.92,0.0,0.0,0.0,622.0,232260.0,2480.08
0.01,876.0,252450.0,3400.5,0.0,0.0,0.0,622.0,232260.0,2944.6
0.02,833.0,255230.0,5937.6,0.0,0.0,0.0,622.0,232260.0,5267.2
0.04,763.0,258230.0,11092.2,0.0,0.0,0.0,622.0,232260.0,9912.4
0.08,728.0,259260.0,21468.8,0.0,0.0,0.0,622.0,232260.0,19202.8
0.1,721.0,259350.0,26656.0,0.0,0.0,0.0,622.0,232260.0,23848.0
0.2,720.0,259580.0,52636.0,0.0,0.0,0.0,622.0,232260.0,47074.0
0.4,714.0,259680.0,104586.0,0.0,0.0,0.0,622.0,232260.0,93526.0
1.0,720.0,259770.0,260490.0,0.0,0.0,0.0,622.0,232260.0,232882.0
10.0,705.0,259860.0,2599305.0,0.0,0.0,0.0,622.0,232260.0,2323222.0
