beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,1260.0,250875.0,1260.0,1142.0,224825.0,1142.0
0.005,1251.0,262075.0,2561.375,1115.0,225050.0,2240.25
0.01,1242.0,264025.0,3882.25,1115.0,227850.0,3393.5
0.015,1232.0,264825.0,5204.375,1097.0,230850.0,4559.75
0.02,1225.0,265600.0,6537.0,1092.0,229650.0,5685.0
0.025,1216.0,265425.0,7851.625,1083.0,228300.0,6790.5
0.03,1216.0,266050.0,9197.5,1093.0,229900.0,7990.0
0.035,1204.0,266225.0,10521.875,1085.0,229000.0,9100.0
0.04,1126.0,268325.0,11859.0,1045.0,231475.0,10304.0
0.045,714.0,279675.0,13299.375,877.0,247775.0,12026.875
0.05,670.0,280300.0,14685.0,859.0,244800.0,13099.0
0.055,703.0,279800.0,16092.0,863.0,241775.0,14160.625
0.06,703.0,279725.0,17486.5,857.0,245000.0,15557.0
0.065,716.0,279550.0,18886.75,883.0,244050.0,16746.25
0.07,673.0,280300.0,20294.0,846.0,246150.0,18076.5
0.075,675.0,280500.0,21712.5,865.0,245125.0,19249.375
0.08,681.0,280300.0,23105.0,852.0,245700.0,20508.0
0.085,689.0,280325.0,24516.625,865.0,248125.0,21955.625
0.09,663.0,280950.0,25948.5,838.0,246350.0,23009.5
0.095,663.0,280900.0,27348.5,853.0,247725.0,24386.875
0.1,674.0,280525.0,28726.5,851.0,245350.0,25386.0
0.15,670.0,280800.0,42790.0,837.0,245775.0,37703.25
0.2,657.0,281200.0,56897.0,851.0,245325.0,49916.0
0.25,649.0,281425.0,71005.25,851.0,245975.0,62344.75
0.3,658.0,281475.0,85100.5,863.0,247125.0,75000.5
0.35,663.0,281300.0,99118.0,865.0,247200.0,87385.0
0.4,673.0,281050.0,113093.0,853.0,248200.0,100133.0
0.45,673.0,280950.0,127100.5,862.0,246900.0,111967.0
0.5,666.0,280950.0,141141.0,860.0,245350.0,123535.0
0.55,662.0,281100.0,155267.0,847.0,246400.0,136367.0
0.6,665.0,281100.0,169325.0,846.0,248200.0,149766.0
0.65,652.0,281450.0,183594.5,849.0,245450.0,160391.5
0.7,668.0,281125.0,197455.5,882.0,246975.0,173764.5
0.75,661.0,281250.0,211598.5,835.0,249050.0,187622.5
0.8,658.0,281400.0,225778.0,852.0,243200.0,195412.0
0.85,669.0,281000.0,239519.0,851.0,245425.0,209462.25
0.9,662.0,281000.0,253562.0,846.0,247775.0,223843.5
0.95,659.0,281100.0,267704.0,845.0,249075.0,237466.25
1.0,660.0,281200.0,281860.0,849.0,245725.0,246574.0
10.0,665.0,281175.0,2812415.0,849.0,250000.0,2500849.0
20.0,660.0,281000.0,5620660.0,858.0,246850.0,4937858.0
30.0,663.0,281325.0,8440413.0,861.0,247450.0,7424361.0
40.0,669.0,281125.0,11245669.0,870.0,244525.0,9781870.0
50.0,658.0,281475.0,14074408.0,864.0,246175.0,12309614.0
60.0,656.0,281050.0,16863656.0,857.0,247375.0,14843357.0
70.0,666.0,280975.0,19668916.0,823.0,250425.0,17530573.0
80.0,662.0,281050.0,22484662.0,855.0,244100.0,19528855.0
90.0,657.0,281275.0,25315407.0,827.0,244425.0,21999077.0
100.0,661.0,281150.0,28115661.0,845.0,245925.0,24593345.0
