beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,1272.0,246550.0,1272.0,1154.0,220150.0,1154.0
0.005,1266.0,261450.0,2573.25,1116.0,226300.0,2247.5
0.01,1256.0,263275.0,3888.75,1105.0,224475.0,3349.75
0.015,1248.0,263375.0,5198.625,1115.0,226250.0,4508.75
0.02,1246.0,263750.0,6521.0,1110.0,226850.0,5647.0
0.025,1238.0,264100.0,7840.5,1094.0,226700.0,6761.5
0.03,1241.0,264025.0,9161.75,1095.0,224900.0,7842.0
0.035,1245.0,263300.0,10460.5,1114.0,226650.0,9046.75
0.04,1147.0,266350.0,11801.0,1054.0,226350.0,10108.0
0.045,781.0,275925.0,13197.625,895.0,239025.0,11651.125
0.05,751.0,276850.0,14593.5,885.0,244350.0,13102.5
0.055,684.0,278950.0,16026.25,885.0,244875.0,14353.125
0.06,736.0,277600.0,17392.0,892.0,241975.0,15410.5
0.065,730.0,277850.0,18790.25,884.0,243225.0,16693.625
0.07,721.0,278000.0,20181.0,886.0,241400.0,17784.0
0.075,680.0,278700.0,21582.5,856.0,245650.0,19279.75
0.08,674.0,278950.0,22990.0,846.0,244900.0,20438.0
0.085,676.0,278875.0,24380.375,846.0,245325.0,21698.625
0.09,697.0,278700.0,25780.0,877.0,244950.0,22922.5
0.095,707.0,278500.0,27164.5,869.0,245025.0,24146.375
0.1,679.0,278825.0,28561.5,840.0,246950.0,25535.0
0.15,674.0,279025.0,42527.75,833.0,247250.0,37920.5
0.2,677.0,279125.0,56502.0,827.0,243725.0,49572.0
0.25,669.0,279475.0,70537.75,842.0,245300.0,62167.0
0.3,673.0,279100.0,84403.0,864.0,245775.0,74596.5
0.35,675.0,279225.0,98403.75,852.0,245575.0,86803.25
0.4,678.0,279125.0,112328.0,887.0,244600.0,98727.0
0.45,682.0,279225.0,126333.25,848.0,244400.0,110828.0
0.5,672.0,279150.0,140247.0,849.0,244625.0,123161.5
0.55,671.0,279400.0,154341.0,842.0,248400.0,137462.0
0.6,688.0,279175.0,168193.0,898.0,245750.0,148348.0
0.65,671.0,279175.0,182134.75,844.0,244225.0,159590.25
0.7,670.0,279625.0,196407.5,858.0,246575.0,173460.5
0.75,670.0,279375.0,210201.25,853.0,243750.0,183665.5
0.8,666.0,279500.0,224266.0,850.0,244125.0,196150.0
0.85,680.0,279225.0,238021.25,840.0,245875.0,209833.75
0.9,661.0,279500.0,252211.0,873.0,245075.0,221440.5
0.95,681.0,279500.0,266206.0,870.0,244675.0,233311.25
1.0,674.0,279325.0,279999.0,856.0,247100.0,247956.0
10.0,658.0,279575.0,2796408.0,877.0,244100.0,2441877.0
20.0,681.0,279250.0,5585681.0,867.0,246800.0,4936867.0
30.0,673.0,279325.0,8380423.0,825.0,247525.0,7426575.0
40.0,659.0,279700.0,11188659.0,829.0,247275.0,9891829.0
50.0,672.0,279375.0,13969422.0,868.0,244875.0,12244618.0
60.0,670.0,279475.0,16769170.0,854.0,244450.0,14667854.0
70.0,672.0,279500.0,19565672.0,843.0,244850.0,17140343.0
80.0,671.0,279350.0,22348671.0,867.0,243500.0,19480867.0
90.0,669.0,279425.0,25148919.0,849.0,245900.0,22131849.0
100.0,668.0,279425.0,27943168.0,823.0,244625.0,24463323.0
