beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,1302.0,249050.0,1302.0,1182.0,225600.0,1182.0
0.005,1297.0,260850.0,2601.25,1156.0,227300.0,2292.5
0.01,1285.0,262650.0,3911.5,1144.0,226800.0,3412.0
0.015,1283.0,263275.0,5232.125,1145.0,226300.0,4539.5
0.02,1278.0,263475.0,6547.5,1139.0,228175.0,5702.5
0.025,1269.0,263875.0,7865.875,1136.0,227400.0,6821.0
0.03,1263.0,264125.0,9186.75,1123.0,227475.0,7947.25
0.035,1255.0,264500.0,10512.5,1132.0,229400.0,9161.0
0.04,1195.0,265675.0,11822.0,1100.0,228775.0,10251.0
0.045,763.0,277225.0,13238.125,925.0,240000.0,11725.0
0.05,662.0,279700.0,14647.0,881.0,245525.0,13157.25
0.055,668.0,280125.0,16074.875,864.0,245925.0,14389.875
0.06,655.0,280050.0,17458.0,850.0,244000.0,15490.0
0.065,697.0,279175.0,18843.375,894.0,244875.0,16810.875
0.07,677.0,279825.0,20264.75,872.0,245450.0,18053.5
0.075,702.0,279275.0,21647.625,877.0,248000.0,19477.0
0.08,661.0,280250.0,23081.0,884.0,243825.0,20390.0
0.085,663.0,280250.0,24484.25,853.0,248000.0,21933.0
0.09,663.0,280450.0,25903.5,883.0,243575.0,22804.75
0.095,651.0,280950.0,27341.25,887.0,245550.0,24214.25
0.1,652.0,280750.0,28727.0,869.0,244825.0,25351.5
0.15,684.0,279925.0,42672.75,887.0,248100.0,38102.0
0.2,670.0,280450.0,56760.0,877.0,246925.0,50262.0
0.25,656.0,280650.0,70818.5,865.0,247525.0,62746.25
0.3,655.0,280675.0,84857.5,895.0,247875.0,75257.5
0.35,650.0,280425.0,98798.75,856.0,247650.0,87533.5
0.4,657.0,280550.0,112877.0,850.0,249250.0,100550.0
0.45,648.0,280625.0,126929.25,860.0,248425.0,112651.25
0.5,647.0,280500.0,140897.0,846.0,247500.0,124596.0
0.55,654.0,280700.0,155039.0,873.0,246725.0,136571.75
0.6,648.0,280850.0,169158.0,853.0,247225.0,149188.0
0.65,654.0,280425.0,182930.25,865.0,249000.0,162715.0
0.7,646.0,280525.0,197013.5,860.0,249050.0,175195.0
0.75,648.0,280825.0,211266.75,858.0,247800.0,186708.0
0.8,647.0,280750.0,225247.0,857.0,248150.0,199377.0
0.85,659.0,280725.0,239275.25,860.0,246600.0,210470.0
0.9,667.0,280575.0,253184.5,864.0,246900.0,223074.0
0.95,652.0,280900.0,267507.0,858.0,247350.0,235840.5
1.0,659.0,280475.0,281134.0,872.0,246875.0,247747.0
10.0,642.0,281050.0,2811142.0,845.0,249125.0,2492095.0
20.0,649.0,280625.0,5613149.0,886.0,244800.0,4896886.0
30.0,662.0,280625.0,8419412.0,880.0,244925.0,7348630.0
40.0,648.0,280700.0,11228648.0,838.0,249250.0,9970838.0
50.0,652.0,280725.0,14036902.0,869.0,246350.0,12318369.0
60.0,658.0,280650.0,16839658.0,840.0,249625.0,14978340.0
70.0,652.0,280625.0,19644402.0,868.0,247350.0,17315368.0
80.0,657.0,280575.0,22446657.0,875.0,245475.0,19638875.0
90.0,640.0,281200.0,25308640.0,853.0,247400.0,22266853.0
100.0,655.0,280750.0,28075655.0,863.0,246125.0,24613363.0
