beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,878.0,220900.0,878.0,795.0,199900.0,795.0
0.005,874.0,226600.0,2007.0,776.0,201800.0,1785.0
0.01,867.0,227300.0,3140.0,772.0,203900.0,2811.0
0.015,869.0,227300.0,4278.5,767.0,201900.0,3795.5
0.02,864.0,227600.0,5416.0,774.0,203300.0,4840.0
0.025,862.0,227600.0,6552.0,766.0,204500.0,5878.5
0.03,858.0,227900.0,7695.0,763.0,201900.0,6820.0
0.035,860.0,227700.0,8829.5,770.0,203300.0,7885.5
0.04,845.0,228200.0,9973.0,759.0,204000.0,8919.0
0.045,807.0,229200.0,11121.0,747.0,206300.0,10030.5
0.05,795.0,229500.0,12270.0,730.0,204700.0,10965.0
0.055,805.0,229300.0,13416.5,743.0,204400.0,11985.0
0.06,810.0,229300.0,14568.0,738.0,203800.0,12966.0
0.065,807.0,229300.0,15711.5,731.0,205400.0,14082.0
0.07,791.0,229600.0,16863.0,730.0,204800.0,15066.0
0.075,791.0,229600.0,18011.0,729.0,205200.0,16119.0
0.08,805.0,229400.0,19157.0,746.0,206100.0,17234.0
0.085,799.0,229500.0,20306.5,741.0,204700.0,18140.5
0.09,804.0,229400.0,21450.0,742.0,202900.0,19003.0
0.095,786.0,229600.0,22598.0,739.0,206400.0,20347.0
0.1,812.0,229300.0,23742.0,748.0,205200.0,21268.0
0.15,796.0,229500.0,35221.0,734.0,205200.0,31514.0
0.2,794.0,229600.0,46714.0,737.0,204000.0,41537.0
0.25,789.0,229600.0,58189.0,734.0,203700.0,51659.0
0.3,791.0,229600.0,69671.0,730.0,204400.0,62050.0
0.35,792.0,229700.0,81187.0,725.0,203200.0,71845.0
0.4,811.0,229500.0,92611.0,744.0,207200.0,83624.0
0.45,787.0,229600.0,104107.0,727.0,206400.0,93607.0
0.5,801.0,229600.0,115601.0,739.0,206900.0,104189.0
0.55,795.0,229600.0,127075.0,736.0,204800.0,113376.0
0.6,797.0,229600.0,138557.0,733.0,204300.0,123313.0
0.65,803.0,229500.0,149978.0,746.0,206500.0,134971.0
0.7,790.0,229600.0,161510.0,749.0,206300.0,145159.0
0.75,793.0,229600.0,172993.0,741.0,206500.0,155616.0
0.8,795.0,229600.0,184475.0,746.0,206000.0,165546.0
0.85,797.0,229600.0,195957.0,745.0,205900.0,175760.0
0.9,797.0,229600.0,207437.0,732.0,206200.0,186312.0
0.95,788.0,229600.0,218908.0,729.0,205200.0,195669.0
1.0,803.0,229600.0,230403.0,737.0,204800.0,205537.0
10.0,800.0,229600.0,2296800.0,740.0,205200.0,2052740.0
20.0,794.0,229600.0,4592794.0,741.0,206800.0,4136741.0
30.0,802.0,229600.0,6888802.0,730.0,204300.0,6129730.0
40.0,796.0,229600.0,9184796.0,732.0,204400.0,8176732.0
50.0,804.0,229600.0,11480804.0,735.0,204500.0,10225735.0
60.0,791.0,229600.0,13776791.0,723.0,204100.0,12246723.0
70.0,798.0,229600.0,16072798.0,746.0,205100.0,14357746.0
80.0,789.0,229600.0,18368789.0,734.0,207700.0,16616734.0
90.0,796.0,229600.0,20664796.0,748.0,204600.0,18414748.0
100.0,802.0,229600.0,22960802.0,743.0,206400.0,20640743.0
