src,dst,spec,core_src,core_dst,#core,used_slot,tfk_slot
0,22,17.0,0,2,1,5,4.0
0,41,0.0,1,2,1,17,16.0
0,59,0.0,0,0,1,17,16.0
0,62,63.0,1,0,1,17,16.0
0,67,37.0,2,2,1,17,16.0
0,93,22.0,0,0,1,17,16.0
1,3,63.0,0,2,1,17,16.0
1,17,0.0,1,0,1,17,16.0
1,34,0.0,2,2,1,17,16.0
1,37,5.0,0,2,1,41,40.0
1,91,46.0,0,0,1,17,16.0
2,14,38.0,1,1,1,5,4.0
2,35,53.0,1,0,1,5,4.0
2,69,17.0,1,0,2,21,40.0
2,84,8.0,2,2,1,9,8.0
2,91,0.0,0,2,1,17,16.0
3,9,71.0,1,1,1,9,8.0
3,21,0.0,0,2,1,17,16.0
3,22,62.0,1,0,1,9,8.0
3,97,0.0,1,2,1,41,40.0
4,0,39.0,1,0,1,41,40.0
4,5,39.0,2,1,1,41,40.0
4,23,58.0,0,2,1,5,4.0
4,33,21.0,2,2,1,17,16.0
4,50,17.0,0,2,1,41,40.0
4,67,0.0,0,0,1,17,16.0
4,81,22.0,1,2,1,17,16.0
4,90,0.0,1,1,2,21,40.0
5,28,0.0,1,1,1,17,16.0
5,92,0.0,0,0,1,41,40.0
6,60,0.0,0,2,1,41,40.0
7,23,58.0,2,1,1,17,16.0
7,29,0.0,1,0,1,9,8.0
7,51,17.0,1,2,1,9,8.0
7,52,39.0,1,0,1,41,40.0
8,2,58.0,0,0,2,21,40.0
9,2,20.0,0,0,1,17,16.0
9,15,0.0,1,0,1,17,16.0
9,29,37.0,0,1,1,2,1.0
9,33,61.0,2,0,1,2,1.0
9,35,17.0,2,0,1,2,1.0
9,73,44.0,2,0,1,17,16.0
10,1,0.0,0,0,1,5,4.0
10,15,63.0,0,0,1,17,16.0
10,18,30.0,1,1,1,9,8.0
10,29,18.0,2,0,1,2,1.0
10,43,71.0,2,0,1,9,8.0
10,46,75.0,1,2,1,5,4.0
10,53,42.0,0,0,2,21,40.0
10,91,29.0,2,0,1,17,16.0
11,15,39.0,2,2,1,41,40.0
11,67,0.0,2,2,1,17,16.0
11,81,22.0,1,1,1,17,16.0
11,85,63.0,0,2,1,17,16.0
12,10,66.0,2,1,1,5,4.0
12,32,17.0,0,1,1,41,40.0
12,34,71.0,2,0,1,9,8.0
13,17,41.0,1,1,1,17,16.0
13,81,63.0,0,2,1,17,16.0
13,91,58.0,1,2,1,17,16.0
14,12,0.0,0,1,1,17,16.0
14,28,5.0,1,2,1,17,16.0
14,54,62.0,2,0,1,17,16.0
15,52,17.0,0,2,1,41,40.0
15,74,39.0,1,2,1,41,40.0
16,7,75.0,2,2,1,5,4.0
16,9,17.0,2,1,1,17,16.0
16,33,22.0,1,1,1,9,8.0
16,65,0.0,0,0,1,17,16.0
16,74,63.0,1,0,1,17,16.0
16,88,40.0,1,2,1,9,8.0
17,85,22.0,0,2,1,41,40.0
18,11,17.0,0,2,1,17,16.0
18,16,34.0,0,2,1,41,40.0
18,22,21.0,1,1,1,9,8.0
18,51,75.0,0,1,1,5,4.0
18,78,0.0,0,0,1,17,16.0
18,94,22.0,2,2,1,41,40.0
19,13,63.0,2,2,1,17,16.0
19,17,63.0,1,0,1,17,16.0
19,41,9.0,0,1,1,9,8.0
19,56,0.0,2,2,1,41,40.0
19,67,58.0,2,1,1,5,4.0
20,8,63.0,2,2,1,17,16.0
20,34,53.0,1,1,1,5,4.0
21,6,41.0,0,0,1,17,16.0
21,7,0.0,0,0,1,41,40.0
21,29,0.0,1,1,1,17,16.0
21,34,58.0,1,0,2,5,8.0
21,56,62.0,0,2,1,9,8.0
21,58,71.0,0,2,1,9,8.0
21,65,63.0,2,0,1,17,16.0
22,74,71.0,0,1,1,9,8.0
22,80,41.0,0,2,1,9,8.0
23,8,41.0,2,1,1,17,16.0
23,27,41.0,0,2,1,17,16.0
23,43,62.0,0,0,1,9,8.0
23,51,63.0,2,0,1,17,16.0
23,69,4.0,0,2,1,17,16.0
23,74,0.0,2,0,1,41,40.0
23,93,71.0,0,2,1,9,8.0
24,83,0.0,0,1,1,41,40.0
25,20,22.0,2,2,1,41,40.0
25,94,0.0,0,1,1,41,40.0
26,5,58.0,2,0,1,5,4.0
26,12,59.0,0,0,2,21,40.0
26,13,1.0,0,0,1,41,40.0
26,16,17.0,2,0,1,41,40.0
26,89,0.0,2,2,1,17,16.0
26,94,42.0,0,0,1,17,16.0
27,3,0.0,2,2,1,41,40.0
27,5,63.0,2,0,1,17,16.0
27,15,0.0,0,1,2,21,40.0
27,17,22.0,0,2,1,41,40.0
27,29,22.0,1,2,1,17,16.0
27,82,39.0,1,0,1,41,40.0
27,93,58.0,2,1,1,5,4.0
27,96,70.0,0,1,1,9,8.0
28,2,44.0,1,2,1,5,4.0
28,36,35.0,1,2,1,9,8.0
29,25,41.0,1,0,1,17,16.0
29,26,63.0,0,2,1,17,16.0
29,31,9.0,0,2,1,9,8.0
29,81,58.0,2,0,1,5,4.0
29,92,63.0,2,0,1,17,16.0
29,96,41.0,2,1,1,17,16.0
30,10,8.0,1,0,1,9,8.0
30,31,18.0,0,2,1,41,40.0
30,40,59.0,0,0,2,21,40.0
30,85,39.0,2,0,1,41,40.0
30,93,17.0,2,2,1,17,16.0
31,17,17.0,0,0,1,5,4.0
31,25,63.0,0,2,1,17,16.0
31,37,59.0,1,0,2,21,40.0
31,38,0.0,1,2,1,41,40.0
31,91,0.0,2,1,1,9,8.0
31,95,42.0,1,1,1,17,16.0
32,9,30.0,2,2,1,9,8.0
32,16,63.0,1,0,1,17,16.0
32,58,39.0,2,1,1,41,40.0
32,81,0.0,1,2,1,17,16.0
32,91,58.0,0,1,1,17,16.0
33,22,8.0,0,0,1,9,8.0
33,26,0.0,2,1,1,17,16.0
33,53,63.0,2,1,1,17,16.0
33,57,17.0,1,2,1,5,4.0
33,88,31.0,1,2,1,9,8.0
33,97,0.0,1,0,1,17,16.0
34,15,22.0,1,2,1,17,16.0
34,18,63.0,2,2,1,17,16.0
34,44,17.0,1,2,1,5,4.0
34,56,63.0,1,0,1,17,16.0
34,67,17.0,2,1,1,41,40.0
34,93,41.0,0,0,1,17,16.0
35,32,0.0,0,0,1,17,16.0
35,74,24.0,2,1,1,17,16.0
35,98,0.0,1,1,1,9,8.0
36,0,61.0,2,2,1,17,16.0
36,22,63.0,0,2,1,17,16.0
36,43,0.0,1,1,1,41,40.0
36,62,63.0,1,1,1,17,16.0
36,76,42.0,0,1,2,21,40.0
36,82,17.0,2,0,1,9,8.0
36,91,26.0,2,1,1,9,8.0
36,92,0.0,0,2,1,41,40.0
37,55,18.0,1,2,1,41,40.0
37,82,18.0,0,2,1,41,40.0
37,95,8.0,1,1,1,9,8.0
38,7,41.0,1,0,1,17,16.0
38,14,0.0,1,2,1,41,40.0
38,32,17.0,0,0,1,41,40.0
39,7,0.0,0,2,1,41,40.0
39,12,17.0,2,1,1,41,40.0
39,16,0.0,2,1,1,9,8.0
39,23,41.0,0,1,1,17,16.0
39,28,58.0,0,1,1,5,4.0
39,34,9.0,2,1,1,5,4.0
39,57,59.0,1,0,2,21,40.0
39,96,0.0,1,1,1,41,40.0
40,7,41.0,2,2,1,17,16.0
40,21,17.0,0,1,1,41,40.0
40,28,58.0,2,0,1,5,4.0
40,58,0.0,2,2,1,41,40.0
40,76,0.0,0,0,1,17,16.0
40,99,17.0,1,1,1,41,40.0
41,20,17.0,2,2,1,5,4.0
41,28,17.0,0,1,1,17,16.0
41,30,0.0,0,2,1,17,16.0
41,36,44.0,2,2,1,17,16.0
41,42,34.0,0,0,1,5,4.0
41,51,26.0,2,2,1,17,16.0
41,55,41.0,0,1,1,17,16.0
41,70,63.0,0,1,1,17,16.0
41,72,21.0,1,1,1,41,40.0
41,88,63.0,2,0,1,17,16.0
41,90,58.0,0,0,1,5,4.0
42,24,41.0,2,1,1,17,16.0
42,49,0.0,2,0,1,41,40.0
42,50,0.0,0,2,1,17,16.0
42,55,59.0,1,1,2,21,40.0
42,86,0.0,1,2,1,17,16.0
43,5,41.0,1,0,1,17,16.0
43,14,63.0,2,1,1,17,16.0
43,38,41.0,2,2,1,17,16.0
43,56,58.0,0,0,3,4,8.0
43,63,0.0,2,0,1,41,40.0
44,20,0.0,1,2,1,17,16.0
44,56,41.0,0,2,1,17,16.0
44,61,17.0,1,2,1,41,40.0
44,84,22.0,2,2,1,9,8.0
44,91,75.0,2,1,1,5,4.0
45,3,17.0,2,0,1,41,40.0
45,5,39.0,1,2,1,41,40.0
45,12,0.0,2,0,1,17,16.0
45,29,58.0,2,0,1,5,4.0
45,41,63.0,2,1,1,17,16.0
45,68,21.0,0,1,1,41,40.0
45,99,0.0,1,1,1,17,16.0
46,8,17.0,0,0,1,41,40.0
46,13,41.0,2,2,1,17,16.0
46,16,0.0,1,2,1,17,16.0
46,35,58.0,2,0,1,17,16.0
46,56,17.0,1,1,1,41,40.0
46,66,0.0,2,0,1,41,40.0
46,67,0.0,0,1,1,17,16.0
46,88,59.0,0,1,2,21,40.0
47,1,17.0,1,1,1,41,40.0
47,11,39.0,2,1,1,41,40.0
47,22,0.0,1,1,1,17,16.0
47,23,22.0,2,0,1,17,16.0
47,28,0.0,2,0,1,5,4.0
47,34,0.0,0,1,1,9,8.0
47,35,59.0,0,1,2,21,40.0
47,76,18.0,0,0,1,41,40.0
47,93,5.0,2,0,1,17,16.0
