arch1_ub,arch1_lb,arch2_ub,arch2_lb,arch4_ub,arch4_lb,arch5_ub,arch5_lb,total_cnk
225.0,225.0,2613.0,2294.0,1978.0,1574.0,2612.0,2608.0,4763.0
225.0,225.0,2478.0,2214.0,1907.0,1529.0,2480.0,2472.0,4362.0
225.0,225.0,2559.0,2246.0,1955.0,1538.0,2559.0,2546.0,4637.0
225.0,225.0,2475.0,2208.0,1913.0,1538.0,2478.0,2469.0,4299.0
225.0,225.0,2468.0,2179.0,1902.0,1531.0,2469.0,2456.0,4308.0
