arch1_ub,arch1_lb,arch2_ub,arch2_lb,arch4_ub,arch4_lb,arch5_ub,arch5_lb,total_cnk
225.0,225.0,2487.0,2205.0,1906.0,1538.0,2488.0,2474.0,4492.0
225.0,225.0,2373.0,2112.0,1845.0,1496.0,2373.0,2354.0,4204.0
225.0,225.0,2501.0,2182.0,1919.0,1540.0,2503.0,2496.0,4375.0
225.0,225.0,2499.0,2234.0,1913.0,1537.0,2500.0,2493.0,4400.0
225.0,225.0,2544.0,2266.0,1946.0,1581.0,2545.0,2534.0,4554.0
