arch1_ub,arch1_lb,arch2_ub,arch2_lb,arch4_ub,arch4_lb,arch5_ub,arch5_lb,total_cnk
225.0,225.0,2554.0,2261.0,1959.0,1554.0,2556.0,2541.0,4427.0
225.0,225.0,2415.0,2149.0,1876.0,1532.0,2415.0,2400.0,4206.0
225.0,225.0,2455.0,2172.0,1887.0,1526.0,2455.0,2447.0,4251.0
225.0,225.0,2501.0,2198.0,1911.0,1559.0,2500.0,2491.0,4443.0
225.0,225.0,2578.0,2289.0,1968.0,1550.0,2578.0,2570.0,4600.0
