arch1_ub,arch1_lb,arch2_ub,arch2_lb,arch4_ub,arch4_lb,arch5_ub,arch5_lb,total_cnk
225.0,225.0,2463.0,2107.0,1901.0,1523.0,2463.0,2447.0,4403.0
225.0,225.0,2532.0,2186.0,1931.0,1551.0,2530.0,2526.0,4629.0
225.0,225.0,2481.0,2213.0,1902.0,1500.0,2481.0,2474.0,4444.0
225.0,225.0,2530.0,2264.0,1933.0,1558.0,2529.0,2521.0,4443.0
225.0,225.0,2540.0,2239.0,1939.0,1552.0,2540.0,2524.0,4501.0
