#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0001,27821.0,4620472.0,28283.047200000001,0.0,0.0,0.0,28147.0,4167557.0,28563.755700002861
0.00020000000000000001,27821.0,4620472.0,28745.094400000002,0.0,0.0,0.0,28147.0,4167557.0,28980.511400013202
0.00040000000000000002,27821.0,4620472.0,29669.1888,0.0,0.0,0.0,28147.0,4167557.0,29814.02280001442
0.00080000000000000004,27821.0,4620472.0,31517.3776,0.0,0.0,0.0,27999.0,4525744.0,31619.595200005984
0.002,27821.0,4620472.0,37061.944000000003,0.0,0.0,0.0,27999.0,4525744.0,37050.488000014971
0.0040000000000000001,27723.0,4648127.0,46315.508000000002,0.0,0.0,0.0,27753.0,4615391.0,46214.564000022234
0.0080000000000000002,27094.0,4739254.0,65008.031999999999,0.0,0.0,0.0,27241.0,4704381.0,64876.048000010902
0.02,26414.0,4771727.0,121848.54000000001,0.0,0.0,0.0,26594.0,4743688.0,121467.76000000483
0.040000000000000001,26408.0,4771430.0,217265.20000000001,0.0,0.0,0.0,26597.0,4743083.0,216320.32000000661
0.080000000000000002,26408.0,4771430.0,408122.40000000002,0.0,0.0,0.0,26597.0,4743083.0,406043.64000000921
0.20000000000000001,26401.0,4770877.0,980576.40000000002,0.0,0.0,0.0,26582.0,4744262.0,975434.39999990514
0.40000000000000002,26401.0,4770877.0,1934751.8,0.0,0.0,0.0,26582.0,4744262.0,1924286.7999998135
1.0,26401.0,4770877.0,4797278.0,0.0,0.0,0.0,26582.0,4744262.0,4770844.0
