beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,923.0,192520.0,923.0,865.0,176520.0,865.0
0.005,921.0,196570.0,1903.85,866.0,180580.0,1768.9
0.01,918.0,197590.0,2893.9,849.0,179310.0,2642.1
0.015,908.0,198280.0,3882.2,857.0,180520.0,3564.8
0.02,910.0,198430.0,4878.6,856.0,179870.0,4453.4
0.025,883.0,199520.0,5871.0,842.0,181550.0,5380.75
0.03,865.0,200370.0,6876.1,842.0,181150.0,6276.5
0.035,893.0,199220.0,7865.7,846.0,179790.0,7138.65
0.04,874.0,200030.0,8875.2,838.0,180080.0,8041.2
0.045,869.0,200390.0,9886.55,847.0,181370.0,9008.65
0.05,866.0,200290.0,10880.5,836.0,179660.0,9819.0
0.055,828.0,201000.0,11883.0,845.0,182840.0,10901.2
0.06,843.0,200600.0,12879.0,833.0,181200.0,11705.0
0.065,863.0,200290.0,13881.85,836.0,180740.0,12584.1
0.07,847.0,200530.0,14884.1,847.0,183010.0,13657.7
0.075,849.0,200600.0,15894.0,834.0,179850.0,14322.75
0.08,847.0,200940.0,16922.2,842.0,183020.0,15483.6
0.085,851.0,200450.0,17889.25,845.0,181420.0,16265.7
0.09,829.0,201120.0,18929.8,841.0,183390.0,17346.1
0.095,839.0,200760.0,19911.2,834.0,181360.0,18063.2
0.1,828.0,201030.0,20931.0,836.0,181180.0,18954.0
0.15,830.0,200890.0,30963.5,837.0,182180.0,28164.0
0.2,823.0,201040.0,41031.0,839.0,179790.0,36797.0
0.25,818.0,201010.0,51070.5,837.0,180110.0,45864.5
0.3,817.0,201000.0,61117.0,840.0,182140.0,55482.0
0.35,837.0,201590.0,71393.5,847.0,182840.0,64841.0
0.4,817.0,200980.0,81209.0,839.0,182580.0,73871.0
0.45,839.0,201300.0,91424.0,826.0,181900.0,82681.0
0.5,819.0,201150.0,101394.0,835.0,181840.0,91755.0
0.55,817.0,201270.0,111515.5,834.0,181560.0,100692.0
0.6,836.0,201100.0,121496.0,837.0,179980.0,108825.0
0.65,825.0,201040.0,131501.0,848.0,183150.0,119895.5
0.7,820.0,201250.0,141695.0,835.0,180400.0,127115.0
0.75,816.0,201430.0,151888.5,837.0,179590.0,135529.5
0.8,821.0,201230.0,161805.0,836.0,180710.0,145404.0
0.85,821.0,201160.0,171807.0,837.0,180210.0,154015.5
0.9,825.0,201040.0,181761.0,837.0,179840.0,162693.0
0.95,836.0,201550.0,192308.5,841.0,181310.0,173085.5
1.0,817.0,201150.0,201967.0,837.0,178270.0,179107.0
10.0,828.0,201270.0,2013528.0,824.0,183330.0,1834124.0
20.0,817.0,201230.0,4025417.0,841.0,181300.0,3626841.0
30.0,810.0,201110.0,6034110.0,833.0,181330.0,5440733.0
40.0,817.0,201210.0,8049217.0,832.0,181340.0,7254432.0
50.0,823.0,201310.0,10066323.0,840.0,181870.0,9094340.0
60.0,822.0,201430.0,12086622.0,838.0,181050.0,10863838.0
70.0,833.0,201220.0,14086233.0,838.0,182660.0,12787038.0
80.0,818.0,201010.0,16081618.0,838.0,182760.0,14621638.0
90.0,797.0,201130.0,18102497.0,824.0,180900.0,16281824.0
100.0,831.0,201480.0,20148831.0,845.0,183470.0,18347845.0
