beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,807.0,232350.0,807.0,0.0,0.0,0.0,699.0,0.0,699.0
1e-05,807.0,233250.0,809.3325,0.0,0.0,0.0,699.0,1.7124,700.7124
2e-05,807.0,234230.0,811.6846,0.0,0.0,0.0,699.0,3.4248,702.4248
4e-05,807.0,234770.0,816.3908,0.0,0.0,0.0,699.0,6.8496,705.8496
8e-05,807.0,233470.0,825.6776,0.0,0.0,0.0,699.0,13.6992,712.6992
0.0001,807.0,234300.0,830.43,0.0,0.0,0.0,699.0,17.124,716.124
0.0002,806.0,235250.0,853.05,0.0,0.0,0.0,699.0,34.248,733.248
0.0004,807.0,234520.0,900.808,0.0,0.0,0.0,699.0,68.496,767.496
0.0008,806.0,235560.0,994.448,0.0,0.0,0.0,699.0,136.992,835.992
0.001,805.0,236670.0,1041.67,0.0,0.0,0.0,699.0,171.24,870.24
0.002,805.0,237280.0,1279.56,0.0,0.0,0.0,699.0,342.48,1041.48
0.004,802.0,238420.0,1755.68,0.0,0.0,0.0,566.0,863.4,1429.4
0.008,801.0,239160.0,2714.28,0.0,0.0,0.0,566.0,1726.8,2292.8
0.01,796.0,239800.0,3194.0,0.0,0.0,0.0,566.0,2158.5,2724.5
0.02,781.0,241010.0,5601.2,0.0,0.0,0.0,566.0,4317.0,4883.0
0.04,712.0,243550.0,10454.0,0.0,0.0,0.0,566.0,8634.0,9200.0
0.08,700.0,243980.0,20218.4,0.0,0.0,0.0,566.0,17268.0,17834.0
0.1,694.0,244070.0,25101.0,0.0,0.0,0.0,566.0,21585.0,22151.0
0.2,684.0,244280.0,49540.0,0.0,0.0,0.0,566.0,43170.0,43736.0
0.4,678.0,244340.0,98414.0,0.0,0.0,0.0,566.0,86340.0,86906.0
1.0,677.0,244410.0,245087.0,0.0,0.0,0.0,566.0,215850.0,216416.0
10.0,677.0,244420.0,2444877.0,0.0,0.0,0.0,566.0,2158500.0,2159066.0
