id,arch4_connections_lb,arch4_connections_ub,arch4_throughput_lb,arch4_throughput_ub,arch1_connections,arch1_throughput,arch2_connections_lb,arch2_connections_ub,arch2_throughput_lb,arch2_throughput_ub,arch5_connections_lb,arch5_connections_ub,arch5_throughput_lb,arch5_throughput_ub,total_cnk
0,1698.0,1954.0,157325.0,207225.0,225.0,80050.0,2342.0,2554.0,303025.0,371125.0,1278.0,2556.0,182175.0,371925.0,4427.0
1,1629.0,1873.0,162075.0,217775.0,225.0,83925.0,2225.0,2415.0,306675.0,371575.0,1207.0,2415.0,183600.0,372375.0,4206.0
2,1642.0,1887.0,164425.0,216925.0,225.0,76475.0,2269.0,2455.0,312925.0,372725.0,1227.0,2455.0,187975.0,372725.0,4251.0
3,1643.0,1908.0,158900.0,214800.0,225.0,79650.0,2281.0,2501.0,305200.0,373600.0,1250.0,2500.0,189025.0,373300.0,4443.0
4,1660.0,1961.0,155175.0,204600.0,225.0,71775.0,2369.0,2578.0,306600.0,371700.0,1288.0,2577.0,185200.0,371700.0,4600.0
5,1647.0,1906.0,162150.0,215300.0,225.0,78325.0,2284.0,2487.0,310400.0,374200.0,1244.0,2488.0,188925.0,374600.0,4492.0
6,1573.0,1841.0,160825.0,218950.0,225.0,79600.0,2173.0,2373.0,306550.0,373650.0,1186.0,2372.0,186675.0,372350.0,4204.0
7,1662.0,1916.0,158625.0,211000.0,225.0,79025.0,2287.0,2501.0,311900.0,373000.0,1251.0,2502.0,191775.0,373800.0,4375.0
8,1653.0,1910.0,154425.0,212200.0,225.0,78550.0,2309.0,2499.0,311500.0,373600.0,1250.0,2500.0,192500.0,373200.0,4400.0
9,1668.0,1943.0,153225.0,208650.0,225.0,79675.0,2349.0,2544.0,311250.0,373950.0,1272.0,2544.0,185475.0,372550.0,4554.0
10,1624.0,1895.0,161275.0,214950.0,225.0,90500.0,2257.0,2463.0,309150.0,374250.0,1231.0,2463.0,185250.0,374350.0,4403.0
11,1645.0,1926.0,158550.0,211925.0,224.0,78975.0,2306.0,2532.0,305525.0,374225.0,1265.0,2531.0,182500.0,374525.0,4629.0
12,1611.0,1902.0,157600.0,216150.0,225.0,74425.0,2283.0,2481.0,311050.0,374650.0,1240.0,2481.0,190500.0,374450.0,4444.0
13,1664.0,1933.0,155000.0,209700.0,225.0,83925.0,2342.0,2530.0,311500.0,371500.0,1265.0,2530.0,184275.0,372300.0,4443.0
14,1678.0,1939.0,158475.0,209100.0,225.0,82725.0,2338.0,2540.0,316000.0,373400.0,1270.0,2540.0,188875.0,373000.0,4501.0
15,1678.0,1975.0,154475.0,207525.0,225.0,81275.0,2396.0,2613.0,306825.0,372725.0,1306.0,2613.0,183725.0,371825.0,4763.0
16,1645.0,1901.0,155700.0,211150.0,225.0,76325.0,2280.0,2478.0,309350.0,373450.0,1239.0,2479.0,186250.0,373150.0,4362.0
17,1665.0,1949.0,150800.0,205900.0,225.0,74200.0,2350.0,2559.0,311300.0,371900.0,1279.0,2559.0,188200.0,372100.0,4637.0
18,1642.0,1908.0,159650.0,214000.0,225.0,79600.0,2270.0,2475.0,306475.0,373075.0,1238.0,2477.0,188450.0,374100.0,4299.0
19,1626.0,1898.0,157675.0,214025.0,225.0,73800.0,2264.0,2468.0,303625.0,371825.0,1234.0,2468.0,185600.0,373525.0,4308.0
