src,dst,spec,used_slot,tfk_slot
18,79,0,12,12
84,44,0,10,10
72,60,0,10,10
57,28,0,10,10
14,62,0,10,10
92,37,0,9,9
76,25,0,9,9
59,56,0,9,9
48,68,0,9,9
33,16,0,9,9
12,67,0,9,9
99,91,0,8,8
89,54,0,8,8
85,49,0,8,8
75,23,0,8,8
66,65,0,8,8
53,80,0,8,8
45,63,0,8,8
35,15,0,8,8
32,73,0,8,8
9,27,0,8,8
96,97,0,7,7
94,8,0,7,7
77,22,0,7,7
74,61,0,7,7
71,81,0,7,7
70,1,0,7,7
64,36,0,7,7
50,29,0,7,7
47,17,0,7,7
43,42,0,7,7
40,19,0,7,7
31,39,0,7,7
26,55,0,7,7
13,95,0,7,7
3,21,0,7,7
88,5,0,6,6
87,58,0,6,6
78,93,0,6,6
34,4,0,6,6
6,52,0,6,6
82,83,0,5,5
51,38,0,4,4
24,90,0,4,4
86,0,0,3,3
11,7,0,3,3
10,46,0,3,3
93,74,7,10,10
69,33,9,10,10
94,95,7,9,9
58,8,7,9,9
41,45,8,9,9
40,44,10,9,9
29,31,7,9,9
99,83,8,8,8
88,39,7,8,8
68,54,9,8,8
57,22,10,8,8
49,90,8,8,8
48,60,10,8,8
34,5,6,8,8
24,14,10,8,8
6,37,9,8,8
92,2,9,7,7
81,62,10,7,7
79,84,12,7,7
76,65,9,7,7
73,30,8,7,7
72,80,10,7,7
67,10,9,7,7
53,35,8,7,7
50,23,8,7,7
36,52,7,7,7
26,71,7,7,7
12,38,9,7,7
3,55,7,7,7
96,75,8,6,6
91,18,12,6,6
87,59,9,6,6
86,27,8,6,6
66,47,8,6,6
63,11,8,6,6
32,19,8,6,6
25,1,9,6,6
21,77,7,6,6
16,89,9,6,6
4,56,9,6,6
0,28,10,6,6
64,15,8,5,5
51,61,7,5,5
20,70,7,5,5
17,98,7,5,5
13,85,8,5,5
43,97,7,4,4
9,78,8,2,2
78,68,17,10,10
76,71,16,9,9
51,84,19,9,9
38,18,18,9,9
7,94,16,9,9
74,58,17,8,8
53,10,16,8,8
48,39,18,8,8
12,95,16,8,8
81,37,17,7,7
80,34,17,7,7
75,33,19,7,7
72,83,17,7,7
69,67,19,7,7
63,93,17,7,7
54,60,18,7,7
46,82,5,7,7
43,14,18,7,7
24,44,19,7,7
22,20,18,7,7
19,65,16,7,7
4,29,16,7,7
96,28,16,6,6
92,23,16,6,6
87,11,15,6,6
79,88,19,6,6
70,99,16,6,6
59,85,15,6,6
52,57,18,6,6
50,26,15,6,6
35,6,17,6,6
27,73,15,6,6
25,3,15,6,6
21,16,15,6,6
13,90,16,6,6
