src,dst,spec,used_slot,tfk_slot
0,8,64.0,2,1.0
0,17,36.0,2,1.0
0,28,67.0,6,5.0
0,39,0.0,2,1.0
0,41,2.0,3,2.0
0,42,5.0,4,3.0
0,47,39.0,5,4.0
0,49,34.0,2,1.0
0,55,58.0,6,5.0
0,64,10.0,3,2.0
0,80,30.0,4,3.0
0,83,51.0,7,6.0
1,8,77.0,3,2.0
1,13,45.0,4,3.0
1,19,25.0,4,3.0
1,34,34.0,2,1.0
1,52,14.0,2,1.0
1,65,72.0,2,1.0
1,78,0.0,5,4.0
1,91,11.0,3,2.0
1,98,61.0,5,4.0
2,10,70.0,3,2.0
2,55,13.0,2,1.0
2,56,47.0,6,5.0
3,17,47.0,5,4.0
3,20,43.0,4,3.0
3,21,65.0,7,6.0
3,30,34.0,5,4.0
3,55,5.0,7,6.0
3,66,76.0,4,3.0
3,82,18.0,4,3.0
4,2,0.0,5,4.0
4,7,15.0,2,1.0
4,14,22.0,5,4.0
4,19,36.0,5,4.0
4,24,68.0,4,3.0
4,25,46.0,5,4.0
4,37,17.0,2,1.0
4,49,61.0,6,5.0
4,56,72.0,6,5.0
4,73,78.0,2,1.0
4,83,41.0,4,3.0
4,94,13.0,2,1.0
4,96,30.0,2,1.0
5,88,22.0,2,1.0
5,99,7.0,2,1.0
6,0,73.0,4,3.0
6,2,32.0,4,3.0
6,15,42.0,3,2.0
6,24,7.0,2,1.0
6,34,13.0,2,1.0
6,37,45.0,8,7.0
6,38,0.0,2,1.0
6,40,28.0,4,3.0
6,41,5.0,2,1.0
6,45,36.0,2,1.0
6,50,38.0,4,3.0
6,62,9.0,4,3.0
6,68,53.0,3,2.0
6,78,15.0,6,5.0
7,50,0.0,5,4.0
7,54,39.0,6,5.0
7,64,36.0,2,1.0
7,71,20.0,2,1.0
7,72,10.0,5,4.0
7,73,76.0,2,1.0
7,75,49.0,6,5.0
7,83,22.0,2,1.0
7,84,61.0,5,4.0
7,91,45.0,4,3.0
8,17,4.0,4,3.0
9,3,72.0,2,1.0
9,8,17.0,5,4.0
9,16,42.0,3,2.0
9,20,22.0,3,2.0
9,25,0.0,4,3.0
9,27,9.0,8,7.0
9,36,50.0,5,4.0
9,44,48.0,2,1.0
9,52,5.0,2,1.0
9,71,27.0,7,6.0
9,75,7.0,2,1.0
9,78,56.0,2,1.0
9,80,60.0,4,3.0
9,87,75.0,5,4.0
9,91,38.0,4,3.0
10,1,16.0,8,7.0
10,3,41.0,2,1.0
10,19,33.0,3,2.0
10,20,12.0,2,1.0
10,26,0.0,2,1.0
10,33,10.0,2,1.0
10,34,6.0,2,1.0
10,39,24.0,2,1.0
10,43,43.0,6,5.0
10,46,73.0,3,2.0
10,58,36.0,4,3.0
10,60,2.0,4,3.0
10,61,27.0,6,5.0
10,62,76.0,4,3.0
10,79,65.0,3,2.0
10,92,8.0,2,1.0
11,7,30.0,3,2.0
11,25,51.0,2,1.0
11,39,5.0,2,1.0
12,2,43.0,4,3.0
12,3,22.0,2,1.0
12,8,51.0,6,5.0
12,17,8.0,2,1.0
12,20,67.0,2,1.0
12,31,35.0,4,3.0
12,38,69.0,7,6.0
12,39,33.0,2,1.0
12,52,24.0,4,3.0
12,70,10.0,2,1.0
12,90,60.0,7,6.0
12,95,0.0,8,7.0
12,96,20.0,2,1.0
12,97,76.0,4,3.0
13,5,49.0,7,6.0
13,8,0.0,2,1.0
13,25,8.0,2,1.0
13,26,37.0,2,1.0
13,27,62.0,3,2.0
13,51,12.0,2,1.0
13,55,32.0,3,2.0
13,57,35.0,2,1.0
13,67,10.0,2,1.0
13,85,65.0,5,4.0
13,90,74.0,6,5.0
13,95,16.0,7,6.0
14,5,17.0,5,4.0
14,17,27.0,2,1.0
14,18,6.0,2,1.0
14,24,73.0,3,2.0
14,62,63.0,10,9.0
14,92,36.0,2,1.0
14,93,58.0,5,4.0
14,99,53.0,5,4.0
15,9,45.0,3,2.0
15,14,4.0,2,1.0
15,18,2.0,2,1.0
15,26,62.0,4,3.0
15,50,60.0,2,1.0
15,61,48.0,5,4.0
15,80,6.0,2,1.0
16,82,24.0,2,1.0
16,89,68.0,6,5.0
17,98,56.0,5,4.0
18,3,0.0,2,1.0
18,11,56.0,3,2.0
18,17,61.0,4,3.0
18,37,4.0,2,1.0
18,78,44.0,3,2.0
18,79,32.0,12,11.0
18,81,13.0,2,1.0
18,84,27.0,4,3.0
19,10,14.0,2,1.0
19,15,53.0,3,2.0
19,43,65.0,9,8.0
19,44,6.0,6,5.0
19,63,44.0,6,5.0
19,65,56.0,7,6.0
20,16,0.0,2,1.0
20,19,41.0,2,1.0
20,22,2.0,3,2.0
20,51,27.0,2,1.0
20,56,63.0,3,2.0
20,67,29.0,5,4.0
20,70,14.0,5,4.0
20,72,6.0,4,3.0
20,74,57.0,6,5.0
20,79,25.0,2,1.0
20,80,34.0,6,5.0
20,82,10.0,2,1.0
21,16,74.0,6,5.0
21,28,50.0,5,4.0
21,53,72.0,2,1.0
21,57,24.0,6,5.0
21,64,40.0,5,4.0
21,72,45.0,5,4.0
21,77,6.0,6,5.0
21,86,55.0,5,4.0
21,87,16.0,3,2.0
22,20,69.0,7,6.0
22,56,16.0,6,5.0
23,15,40.0,2,1.0
23,40,59.0,5,4.0
23,42,29.0,7,6.0
23,98,17.0,5,4.0
24,0,21.0,2,1.0
24,14,45.0,8,7.0
24,16,19.0,2,1.0
24,20,76.0,4,3.0
24,22,23.0,5,4.0
24,27,57.0,4,3.0
24,44,61.0,7,6.0
24,55,30.0,2,1.0
24,56,33.0,5,4.0
24,58,9.0,2,1.0
24,81,17.0,2,1.0
24,90,53.0,4,3.0
25,1,39.0,6,5.0
25,28,18.0,3,2.0
25,52,63.0,9,8.0
25,61,75.0,5,4.0
25,66,61.0,2,1.0
25,67,26.0,3,2.0
25,86,4.0,4,3.0
25,97,37.0,2,1.0
26,27,17.0,4,3.0
26,38,4.0,2,1.0
26,55,73.0,7,6.0
26,59,22.0,6,5.0
26,71,66.0,7,6.0
26,73,28.0,3,2.0
26,96,55.0,7,6.0
27,12,30.0,2,1.0
27,48,50.0,3,2.0
27,68,2.0,5,4.0
27,73,70.0,6,5.0
27,89,65.0,3,2.0
27,92,47.0,3,2.0
28,6,63.0,4,3.0
28,29,31.0,3,2.0
28,75,40.0,5,4.0
29,31,40.0,9,8.0
30,21,30.0,2,1.0
30,42,76.0,3,2.0
30,68,11.0,5,4.0
30,71,16.0,4,3.0
30,82,61.0,5,4.0
31,3,32.0,2,1.0
31,7,5.0,3,2.0
31,11,59.0,4,3.0
31,16,27.0,5,4.0
31,17,14.0,2,1.0
31,30,8.0,2,1.0
31,39,49.0,7,6.0
31,44,16.0,5,4.0
31,46,10.0,3,2.0
31,60,56.0,3,2.0
31,82,2.0,2,1.0
31,84,23.0,4,3.0
31,99,21.0,2,1.0
32,6,57.0,4,3.0
32,16,61.0,5,4.0
32,19,74.0,6,5.0
32,24,38.0,2,1.0
32,34,41.0,4,3.0
32,40,54.0,3,2.0
32,41,48.0,4,3.0
32,45,26.0,2,1.0
32,73,18.0,8,7.0
32,74,28.0,3,2.0
32,76,12.0,4,3.0
32,84,16.0,2,1.0
32,85,0.0,4,3.0
32,91,36.0,2,1.0
32,94,31.0,5,4.0
33,2,8.0,2,1.0
33,3,56.0,4,3.0
33,27,40.0,5,4.0
33,54,25.0,3,2.0
33,79,68.0,5,4.0
34,1,52.0,3,2.0
34,2,61.0,9,8.0
34,3,28.0,2,1.0
34,4,55.0,6,5.0
34,5,72.0,8,7.0
34,25,30.0,4,3.0
34,39,18.0,6,5.0
34,44,0.0,4,3.0
34,49,4.0,2,1.0
34,63,26.0,2,1.0
34,67,36.0,5,4.0
34,73,15.0,3,2.0
35,6,67.0,6,5.0
35,15,23.0,8,7.0
36,5,56.0,3,2.0
36,11,17.0,2,1.0
36,40,4.0,4,3.0
36,41,46.0,2,1.0
36,42,65.0,5,4.0
36,54,28.0,6,5.0
36,55,22.0,4,3.0
36,59,2.0,2,1.0
36,67,74.0,6,5.0
36,70,70.0,3,2.0
36,73,26.0,2,1.0
36,77,14.0,3,2.0
36,94,59.0,6,5.0
37,43,15.0,2,1.0
37,48,37.0,3,2.0
37,91,31.0,5,4.0
38,3,24.0,4,3.0
38,15,8.0,5,4.0
38,39,35.0,4,3.0
38,40,46.0,5,4.0
38,53,6.0,2,1.0
38,90,19.0,4,3.0
39,31,71.0,5,4.0
40,13,14.0,2,1.0
40,19,18.0,7,6.0
40,24,0.0,4,3.0
40,30,57.0,2,1.0
40,44,70.0,9,8.0
40,50,42.0,4,3.0
40,57,51.0,3,2.0
40,61,37.0,4,3.0
40,68,25.0,3,2.0
40,76,8.0,3,2.0
40,84,66.0,3,2.0
40,85,12.0,2,1.0
