src,dst,spec,used_slot,tfk_slot
18,79,0,12,12
93,74,0,10,10
78,68,0,10,10
69,33,0,10,10
22,30,0,10,10
94,95,0,9,9
92,37,0,9,9
76,25,0,9,9
59,56,0,9,9
51,84,0,9,9
41,45,0,9,9
40,44,0,9,9
34,2,0,9,9
29,31,0,9,9
24,61,0,9,9
12,67,0,9,9
99,91,0,8,8
89,54,0,8,8
86,5,0,8,8
75,23,0,8,8
66,65,0,8,8
53,80,0,8,8
49,90,0,8,8
48,39,0,8,8
35,15,0,8,8
32,7,0,8,8
9,27,0,8,8
96,97,0,7,7
81,62,0,7,7
72,83,0,7,7
70,1,0,7,7
64,77,0,7,7
47,17,0,7,7
43,42,0,7,7
36,52,0,7,7
26,71,0,7,7
3,55,0,7,7
87,60,0,6,6
63,11,0,6,6
21,57,0,6,6
0,28,0,6,6
13,85,0,5,5
10,82,0,5,5
4,19,0,5,5
58,50,0,4,4
20,16,0,2,2
6,38,0,2,2
30,43,10,11,11
72,60,7,10,10
14,62,7,10,10
76,71,9,9,9
58,8,4,9,9
41,18,12,9,9
33,16,10,9,9
9,26,8,9,9
99,83,8,8,8
88,39,8,8,8
68,54,10,8,8
57,22,10,8,8
50,78,10,8,8
45,63,9,8,8
32,73,8,8,8
13,80,8,8,8
94,89,9,7,7
79,84,12,7,7
74,61,10,7,7
70,49,8,7,7
67,10,9,7,7
53,35,8,7,7
46,82,5,7,7
40,19,9,7,7
34,75,9,7,7
24,44,9,7,7
12,90,9,7,7
4,29,9,7,7
96,28,7,6,6
92,23,9,6,6
87,59,9,6,6
86,27,8,6,6
66,47,8,6,6
42,95,9,6,6
25,3,9,6,6
21,77,7,6,6
20,1,7,6,6
6,52,7,6,6
2,56,9,6,6
98,65,8,5,5
64,15,8,5,5
37,91,9,5,5
51,38,9,4,4
36,55,7,4,4
31,11,9,4,4
48,81,8,2,2
0,17,7,2,2
84,44,19,10,10
92,65,15,9,9
48,68,18,9,9
25,52,15,9,9
7,94,16,9,9
85,49,15,8,8
64,18,21,8,8
27,81,14,8,8
12,95,16,8,8
96,73,16,7,7
79,55,19,7,7
75,33,19,7,7
72,80,17,7,7
69,67,16,7,7
63,93,17,7,7
58,45,17,7,7
54,20,18,7,7
51,97,13,7,7
50,29,18,7,7
43,14,21,7,7
31,41,21,7,7
23,42,15,7,7
9,71,18,7,7
0,83,16,7,7
88,5,16,6,6
87,24,16,6,6
76,13,18,6,6
70,99,16,6,6
35,6,15,6,6
34,4,16,6,6
26,59,17,6,6
22,56,18,6,6
16,89,19,6,6
10,61,17,6,6
98,1,13,5,5
90,8,16,5,5
86,78,18,5,5
82,36,12,5,5
38,40,16,5,5
21,28,13,5,5
3,30,21,5,5
57,74,18,4,4
77,15,13,3,3
60,46,17,3,3
32,91,16,2,2
11,39,16,2,2
57,28,22,10,10
38,18,29,9,9
93,33,26,8,8
53,10,23,8,8
41,85,28,8,8
98,14,0,7,7
84,26,29,7,7
77,22,24,7,7
73,30,26,7,7
66,8,21,7,7
54,60,25,7,7
51,35,21,7,7
45,1,24,7,7
31,39,28,7,7
19,81,22,7,7
13,95,24,7,7
3,21,26,7,7
94,11,25,6,6
87,58,24,6,6
83,89,25,6,6
80,2,24,6,6
76,48,27,6,6
63,4,24,6,6
50,97,25,6,6
36,67,23,6,6
20,74,25,6,6
7,75,26,6,6
6,78,23,6,6
0,55,26,6,6
99,49,23,5,5
96,90,23,5,5
88,69,23,5,5
86,72,24,5,5
79,42,26,5,5
68,70,27,5,5
59,92,24,5,5
47,25,24,5,5
43,52,28,5,5
32,16,25,5,5
24,56,24,5,5
23,40,22,5,5
15,61,23,5,5
82,12,24,4,4
34,44,29,4,4
9,91,25,4,4
71,62,25,3,3
64,29,29,3,3
65,33,34,9,9
74,58,31,8,8
24,14,29,8,8
81,8,29,7,7
60,68,32,7,7
50,23,31,7,7
26,96,36,7,7
22,20,31,7,7
12,38,38,7,7
92,80,30,6,6
87,11,31,6,6
79,88,31,6,6
76,94,33,6,6
66,41,36,6,6
56,73,33,6,6
52,57,33,6,6
36,54,32,6,6
32,19,30,6,6
25,1,31,6,6
13,90,31,6,6
7,77,32,6,6
4,49,30,6,6
98,35,28,5,5
93,78,34,5,5
89,75,32,5,5
86,44,33,5,5
85,84,36,5,5
72,55,32,5,5
64,28,32,5,5
63,59,30,5,5
53,61,31,5,5
51,67,29,5,5
43,29,33,5,5
39,31,35,5,5
34,6,33,5,5
30,82,33,5,5
3,17,15,5,5
0,47,32,5,5
99,46,28,4,4
70,21,22,4,4
69,45,31,4,4
48,9,33,4,4
10,62,31,4,4
18,37,38,2,2
15,30,38,9,9
94,8,39,7,7
71,81,36,7,7
36,76,39,7,7
19,65,43,7,7
91,18,40,6,6
84,11,41,6,6
78,93,39,6,6
77,14,38,6,6
59,85,41,6,6
50,26,43,6,6
34,39,22,6,6
21,16,33,6,6
10,32,36,6,6
6,60,39,6,6
3,48,37,6,6
99,13,37,5,5
96,79,43,5,5
92,38,45,5,5
89,58,39,5,5
88,7,38,5,5
87,29,38,5,5
82,83,38,5,5
75,54,38,5,5
72,53,37,5,5
66,56,42,5,5
63,69,35,5,5
57,52,39,5,5
51,61,36,5,5
45,64,37,5,5
43,23,38,5,5
