src,dst,spec,used_slot,tfk_slot
0,41,62.0,7,6.0
0,59,73.0,7,6.0
0,62,2.0,7,6.0
0,67,24.0,7,6.0
0,72,69.0,4,3.0
0,93,50.0,7,6.0
1,3,58.0,7,6.0
1,17,33.0,7,6.0
1,34,48.0,7,6.0
1,37,65.0,15,14.0
1,91,21.0,7,6.0
2,12,76.0,4,3.0
2,82,69.0,3,2.0
2,84,54.0,4,3.0
2,91,58.0,7,6.0
3,9,47.0,4,3.0
3,13,7.0,2,1.0
3,21,51.0,7,6.0
3,97,65.0,15,14.0
4,20,32.0,4,3.0
4,21,26.0,3,2.0
4,33,14.0,7,6.0
4,67,43.0,7,6.0
4,81,36.0,7,6.0
4,90,50.0,15,14.0
4,93,0.0,7,6.0
5,28,0.0,7,6.0
5,68,43.0,7,6.0
5,92,58.0,15,14.0
6,12,0.0,7,6.0
6,60,36.0,15,14.0
6,95,11.0,4,3.0
7,29,25.0,4,3.0
7,52,65.0,15,14.0
7,55,50.0,15,14.0
8,2,13.0,15,14.0
8,26,7.0,4,3.0
9,2,6.0,7,6.0
9,15,17.0,7,6.0
9,18,26.0,2,1.0
9,35,13.0,2,1.0
9,51,0.0,4,3.0
9,52,4.0,2,1.0
9,73,51.0,7,6.0
10,1,43.0,3,2.0
10,15,63.0,7,6.0
10,18,55.0,4,3.0
10,43,3.0,4,3.0
10,46,13.0,3,2.0
10,75,52.0,2,1.0
10,76,49.0,3,2.0
10,91,28.0,7,6.0
11,15,43.0,15,14.0
11,67,36.0,7,6.0
11,81,73.0,7,6.0
12,10,9.0,3,2.0
12,34,21.0,4,3.0
13,17,0.0,7,6.0
13,81,44.0,7,6.0
13,82,9.0,4,3.0
13,91,73.0,7,6.0
14,2,28.0,7,6.0
14,7,35.0,15,14.0
14,12,14.0,7,6.0
14,28,21.0,7,6.0
15,12,28.0,7,6.0
16,33,21.0,4,3.0
16,37,7.0,7,6.0
16,65,14.0,7,6.0
18,16,36.0,15,14.0
18,94,61.0,15,14.0
19,13,51.0,7,6.0
19,41,76.0,4,3.0
19,56,0.0,15,14.0
19,84,49.0,2,1.0
20,0,11.0,4,3.0
21,6,73.0,7,6.0
21,29,29.0,7,6.0
21,34,44.0,4,3.0
22,80,47.0,4,3.0
23,8,0.0,7,6.0
23,27,47.0,7,6.0
23,41,35.0,4,3.0
23,51,28.0,7,6.0
23,93,14.0,4,3.0
24,83,65.0,15,14.0
25,10,0.0,2,1.0
25,41,69.0,7,6.0
25,72,54.0,15,14.0
25,88,2.0,15,14.0
25,94,36.0,15,14.0
26,12,36.0,15,14.0
26,13,13.0,15,14.0
26,16,58.0,15,14.0
26,94,28.0,7,6.0
27,3,32.0,15,14.0
27,11,0.0,2,1.0
27,15,2.0,15,14.0
27,17,17.0,15,14.0
27,29,73.0,7,6.0
27,82,54.0,15,14.0
27,85,69.0,4,3.0
28,2,66.0,3,2.0
28,36,32.0,4,3.0
28,78,46.0,4,3.0
29,25,18.0,7,6.0
29,31,46.0,4,3.0
29,51,36.0,7,6.0
29,92,50.0,7,6.0
29,96,11.0,7,6.0
30,10,59.0,4,3.0
30,31,2.0,15,14.0
30,40,20.0,15,14.0
31,37,31.0,15,14.0
31,38,65.0,15,14.0
31,42,0.0,2,1.0
31,95,24.0,7,6.0
32,16,73.0,7,6.0
32,38,15.0,15,14.0
32,45,0.0,3,2.0
32,58,50.0,15,14.0
32,81,7.0,7,6.0
32,91,66.0,7,6.0
33,22,7.0,4,3.0
33,26,51.0,7,6.0
33,53,44.0,7,6.0
33,97,58.0,7,6.0
34,15,70.0,7,6.0
34,18,29.0,7,6.0
34,44,77.0,3,2.0
34,56,58.0,7,6.0
34,67,2.0,15,14.0
34,93,37.0,7,6.0
35,74,6.0,7,6.0
35,98,0.0,4,3.0
36,22,40.0,7,6.0
36,43,65.0,15,14.0
36,76,0.0,15,14.0
36,82,27.0,4,3.0
37,38,46.0,4,3.0
37,95,54.0,4,3.0
37,96,5.0,2,1.0
38,14,50.0,15,14.0
38,32,31.0,15,14.0
39,7,5.0,15,14.0
39,12,61.0,15,14.0
39,23,21.0,7,6.0
39,28,28.0,3,2.0
39,42,2.0,3,2.0
39,57,36.0,15,14.0
40,21,0.0,15,14.0
40,36,15.0,4,3.0
40,58,65.0,15,14.0
40,99,35.0,15,14.0
41,18,0.0,7,6.0
41,28,14.0,7,6.0
41,51,21.0,7,6.0
41,72,39.0,15,14.0
41,73,7.0,7,6.0
41,88,28.0,7,6.0
42,49,20.0,15,14.0
42,55,5.0,15,14.0
43,14,7.0,7,6.0
43,15,36.0,7,6.0
43,24,43.0,7,6.0
43,46,16.0,3,2.0
43,63,19.0,15,14.0
44,20,36.0,7,6.0
44,24,7.0,7,6.0
44,56,51.0,7,6.0
44,61,62.0,15,14.0
44,84,3.0,4,3.0
44,90,14.0,7,6.0
45,11,3.99999999999,2,1.0
45,18,11.0,15,14.0
45,68,50.0,15,14.0
46,8,28.0,15,14.0
46,16,0.0,7,6.0
46,35,21.0,7,6.0
46,88,65.0,15,14.0
47,1,0.0,15,14.0
47,5,73.0,7,6.0
47,22,18.0,7,6.0
47,23,39.0,7,6.0
47,28,36.0,3,2.0
47,34,25.0,4,3.0
47,35,46.0,15,14.0
47,93,29.0,7,6.0
48,8,43.0,15,14.0
48,9,65.0,15,14.0
48,35,61.0,4,3.0
48,86,0.0,15,14.0
49,28,50.0,15,14.0
49,33,65.0,7,6.0
49,45,35.0,15,14.0
49,84,0.0,3,2.0
50,19,61.0,15,14.0
50,20,15.0,15,14.0
50,26,5.0,2,1.0
50,28,7.0,7,6.0
50,39,54.0,7,6.0
50,73,36.0,15,14.0
