src,dst,spec,used_slot,tfk_slot
99,24,0,15,15
98,91,0,15,15
97,77,0,15,15
96,87,0,15,15
95,76,0,15,15
90,14,0,15,15
89,56,0,15,15
88,69,0,15,15
86,79,0,15,15
83,81,0,15,15
80,13,0,15,15
78,72,0,15,15
75,19,0,15,15
74,84,0,15,15
73,61,0,15,15
71,51,0,15,15
70,31,0,15,15
68,67,0,15,15
66,35,0,15,15
65,57,0,15,15
64,34,0,15,15
63,40,0,15,15
62,20,0,15,15
60,49,0,15,15
59,93,0,15,15
58,54,0,15,15
55,48,0,15,15
53,92,0,15,15
50,5,0,15,15
47,1,0,15,15
46,8,0,15,15
45,18,0,15,15
39,12,0,15,15
38,32,0,15,15
37,82,0,15,15
36,43,0,15,15
30,85,0,15,15
27,17,0,15,15
26,16,0,15,15
25,94,0,15,15
21,7,0,15,15
15,52,0,15,15
4,0,0,15,15
41,28,0,7,7
9,2,0,7,7
33,22,0,4,4
99,6,15,15,15
98,71,15,15,15
97,44,15,15,15
96,43,15,15,15
89,86,15,15,15
88,2,15,15,15
87,42,15,15,15
85,11,15,15,15
83,20,15,15,15
79,90,15,15,15
78,77,15,15,15
76,30,15,15,15
75,8,15,15,15
70,80,15,15,15
69,45,15,15,15
66,33,15,15,15
65,74,15,15,15
64,22,15,15,15
63,38,15,15,15
62,24,15,15,15
60,19,15,15,15
59,4,15,15,15
54,55,15,15,15
53,21,15,15,15
52,13,15,15,15
49,28,15,15,15
48,9,15,15,15
47,35,15,15,15
46,56,15,15,15
41,72,15,15,15
40,58,15,15,15
39,57,15,15,15
36,92,15,15,15
34,67,15,15,15
31,37,15,15,15
27,82,15,15,15
26,12,15,15,15
18,94,15,15,15
14,7,15,15,15
73,84,15,7,7
68,81,15,7,7
32,91,15,7,7
29,51,15,7,7
10,15,15,7,7
1,17,15,7,7
0,93,15,7,7
98,78,30,15,15
96,61,30,15,15
89,46,30,15,15
87,0,30,15,15
81,85,30,15,15
79,12,30,15,15
75,72,30,15,15
71,84,30,15,15
70,18,30,15,15
68,22,30,15,15
64,82,30,15,15
63,51,30,15,15
62,3,30,15,15
60,11,30,15,15
59,30,30,15,15
57,42,30,15,15
54,86,30,15,15
50,73,22,15,15
49,45,30,15,15
48,66,30,15,15
47,76,30,15,15
40,99,30,15,15
39,7,30,15,15
32,58,30,15,15
31,38,30,15,15
27,15,30,15,15
26,13,30,15,15
25,20,30,15,15
23,74,30,15,15
10,53,30,15,15
5,92,30,15,15
1,37,30,15,15
97,91,30,7,7
95,19,30,7,7
93,90,30,7,7
80,56,30,7,7
77,65,30,7,7
52,29,30,7,7
44,24,30,7,7
43,14,30,7,7
41,88,30,7,7
21,6,30,7,7
16,9,30,7,7
4,67,30,7,7
28,36,30,4,4
98,36,45,15,15
89,5,45,15,15
83,61,45,15,15
77,26,45,15,15
73,95,37,15,15
70,72,45,15,15
66,17,45,15,15
63,6,45,15,15
59,44,45,15,15
57,11,45,15,15
54,1,45,15,15
50,20,45,15,15
48,86,45,15,15
46,88,45,15,15
45,3,45,15,15
42,55,45,15,15
40,21,45,15,15
38,14,45,15,15
30,31,45,15,15
19,56,37,15,15
8,2,30,15,15
7,52,45,15,15
4,90,37,15,15
99,81,45,7,7
97,84,45,7,7
94,68,45,7,7
87,29,45,7,7
85,91,45,7,7
82,49,45,7,7
79,9,45,7,7
78,16,45,7,7
75,24,45,7,7
71,10,45,7,7
65,35,37,7,7
64,23,45,7,7
53,22,45,7,7
51,33,45,7,7
47,93,45,7,7
43,15,45,7,7
41,18,45,7,7
0,67,45,7,7
74,92,45,4,4
60,37,45,4,4
12,34,45,4,4
39,28,45,3,3
92,99,52,15,15
79,42,60,15,15
71,6,60,15,15
69,70,60,15,15
60,80,49,15,15
55,62,60,15,15
52,75,60,15,15
48,8,60,15,15
44,61,60,15,15
39,96,48,15,15
32,38,60,15,15
27,3,60,15,15
25,72,60,15,15
18,16,52,15,15
11,15,60,15,15
94,97,37,7,7
90,95,52,7,7
88,0,60,7,7
86,37,60,7,7
83,84,60,7,7
78,67,52,7,7
74,28,49,7,7
73,17,60,7,7
66,93,60,7,7
65,91,52,7,7
64,29,52,7,7
59,24,60,7,7
58,21,60,7,7
53,82,52,7,7
51,22,52,7,7
49,33,52,7,7
47,5,60,7,7
34,56,52,7,7
19,13,52,7,7
14,12,60,7,7
4,81,52,7,7
63,35,60,4,4
54,9,60,4,4
40,36,60,4,4
30,10,60,4,4
23,41,7,4,4
43,46,60,3,3
50,26,60,2,2
87,89,60,15,15
50,19,62,15,15
43,63,64,15,15
36,76,64,15,15
94,51,59,7,7
93,8,52,7,7
90,35,64,7,7
84,71,52,7,7
77,97,60,7,7
68,33,59,7,7
67,91,37,7,7
66,41,67,7,7
65,28,59,7,7
56,37,67,7,7
53,9,64,7,7
47,23,52,7,7
46,16,67,7,7
34,18,67,7,7
32,81,22,7,7
31,95,60,7,7
29,92,67,7,7
15,12,52,7,7
0,59,67,7,7
86,96,67,4,4
70,1,75,4,4
57,55,75,4,4
13,82,59,4,4
39,42,75,3,3
45,11,75,2,2
10,75,52,2,2
54,98,64,15,15
94,31,67,7,7
73,69,52,7,7
67,86,71,7,7
65,14,67,7,7
57,17,67,7,7
50,28,37,7,7
34,93,37,7,7
33,53,71,7,7
29,25,22,7,7
13,91,63,7,7
0,62,52,7,7
80,85,64,4,4
37,95,74,4,4
10,18,74,4,4
8,26,75,4,4
4,20,60,4,4
2,12,67,4,4
77,96,71,3,3
58,6,75,2,2
30,40,64,15,15
99,23,67,7,7
83,82,67,7,7
68,17,22,7,7
47,22,67,7,7
35,74,71,7,7
13,81,70,7,7
4,93,67,7,7
2,91,71,7,7
1,3,22,7,7
87,51,75,4,4
79,94,52,4,4
69,20,75,4,4
32,9,52,4,4
10,43,54,4,4
0,72,75,4,4
49,84,67,3,3
62,88,75,2,2
31,42,78,2,2
35,32,45,7,7
25,41,52,7,7
9,73,71,7,7
5,28,67,7,7
99,93,74,4,4
83,89,75,4,4
71,22,75,4,4
47,34,74,4,4
33,88,37,4,4
27,85,52,4,4
49,77,74,3,3
12,10,71,3,3
4,21,74,3,3
64,86,78,2,2
43,24,37,7,7
21,29,37,7,7
10,91,22,7,7
1,34,60,7,7
80,16,37,4,4
44,84,75,4,4
28,78,74,4,4
32,45,77,3,3
2,82,63,3,3
27,11,77,2,2
3,13,77,2,2
23,51,22,7,7
85,29,59,4,4
9,18,78,2,2
75,29,75,4,4
3,9,7,4,4
10,46,64,3,3
37,96,78,2,2
10,1,67,3,3
9,52,37,2,2
7,29,63,4,4
25,10,78,2,2
28,2,7,3,3
16,33,41,4,4
9,35,56,2,2
2,90,78,2,2
2,92,49,2,2
3,32,75,2,2
3,33,4,2,2
4,59,77,2,2
4,96,64,2,2
5,85,74,2,2
7,27,75,2,2
9,29,11,2,2
9,33,13,2,2
10,3,0,2,2
10,29,13,2,2
12,65,49,2,2
12,74,78,2,2
14,41,74,2,2
14,78,78,2,2
15,21,77,2,2
15,93,22,2,2
16,0,22,2,2
17,48,75,2,2
17,67,78,2,2
19,62,77,2,2
19,91,59,2,2
20,67,64,2,2
21,51,67,2,2
21,85,69,2,2
21,95,71,2,2
23,2,11,2,2
25,23,75,2,2
32,68,56,2,2
34,92,78,2,2
36,33,34,2,2
39,20,66,2,2
39,60,64,2,2
41,6,77,2,2
41,14,37,2,2
41,26,62,2,2
43,74,58,2,2
44,11,0,2,2
45,95,67,2,2
46,73,78,2,2
47,94,78,2,2
49,23,77,2,2
49,53,59,2,2
50,56,77,2,2
52,9,39,2,2
52,14,76,2,2
53,28,78,2,2
58,24,77,2,2
60,20,68,2,2
60,66,74,2,2
60,96,76,2,2
61,23,15,2,2
64,26,64,2,2
64,49,61,2,2
65,13,45,2,2
65,58,47,2,2
66,64,76,2,2
66,77,78,2,2
67,76,59,2,2
68,5,76,2,2
68,31,74,2,2
68,87,52,2,2
69,41,39,2,2
69,83,41,2,2
74,22,60,2,2
74,68,66,2,2
77,36,37,2,2
79,2,56,2,2
80,24,68,2,2
80,68,78,2,2
83,28,34,2,2
83,41,43,2,2
87,97,54,2,2
88,45,69,2,2
88,58,67,2,2
92,65,74,2,2
95,23,17,2,2
97,9,58,2,2
97,80,70,2,2
98,67,61,2,2
99,7,78,2,2
1,85,71,3,3
2,35,52,3,3
12,97,74,3,3
25,27,45,3,3
39,24,70,3,3
41,42,11,3,3
41,90,59,3,3
44,55,37,3,3
45,57,60,3,3
45,88,71,3,3
58,51,69,3,3
62,13,47,3,3
65,48,77,3,3
73,33,67,3,3
80,76,45,3,3
83,34,30,3,3
87,94,56,3,3
96,8,45,3,3
97,79,77,3,3
3,22,11,4,4
22,74,62,4,4
24,27,56,4,4
26,68,68,4,4
27,8,48,4,4
5,50,15,7,7
11,44,2,7,7
