beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0001,221.0,189750.0,239.975,221.0,189750.0,239.975
0.0002,220.0,196250.0,259.25,218.0,195250.0,257.05
0.0003,220.0,196250.0,278.875,220.0,196250.0,278.875
0.0004,220.0,195250.0,298.1,219.0,195000.0,297.0
0.0005,218.0,200500.0,318.25,217.0,200250.0,317.125
0.0006,216.0,203750.0,338.25,216.0,203750.0,338.25
0.0007,216.0,203750.0,358.625,216.0,203750.0,358.625
0.0008,214.0,206500.0,379.2,214.0,206500.0,379.2
0.0009,214.0,203500.0,397.15,214.0,203500.0,397.15
0.001,210.0,209250.0,419.25,210.0,209250.0,419.25
0.0011,214.0,206250.0,440.875,213.0,206000.0,439.6
0.0012,214.0,206500.0,461.8,214.0,206500.0,461.8
0.0013,209.0,211000.0,483.3,208.0,210750.0,481.975
0.0014,209.0,211000.0,504.4,209.0,211000.0,504.4
0.0015,209.0,211000.0,525.5,209.0,211000.0,525.5
0.0016,209.0,211000.0,546.6,208.0,210750.0,545.2
0.0017,206.0,211500.0,565.55,205.0,211250.0,564.125
0.0018,206.0,213000.0,589.4,205.0,212750.0,587.95
0.0019,209.0,211000.0,609.9,209.0,211000.0,609.9
0.002,200.0,214500.0,629.0,200.0,214500.0,629.0
0.0021,204.0,214000.0,653.4,204.0,214000.0,653.4
0.0022,187.0,219250.0,669.35,187.0,219250.0,669.35
0.0023,205.0,213500.0,696.05,205.0,213500.0,696.05
0.0024,204.0,214000.0,717.6,204.0,214000.0,717.6
0.0025,198.0,215250.0,736.125,197.0,215000.0,734.5
0.0026,205.0,213500.0,760.1,205.0,213500.0,760.1
0.0027,190.0,219250.0,781.975,190.0,219250.0,781.975
0.0028,185.0,219250.0,798.9,184.0,219000.0,797.2
0.0029,181.0,221000.0,821.9,180.0,220750.0,820.175
0.003,190.0,219000.0,847.0,189.0,218750.0,845.25
0.0031,186.0,220000.0,868.0,185.0,219750.0,866.225
0.0032,190.0,219250.0,891.6,188.0,218750.0,888.0
0.0033,180.0,220000.0,906.0,177.0,219250.0,900.525
0.0034,191.0,215750.0,924.55,191.0,215750.0,924.55
0.0035,181.0,220000.0,951.0,179.0,219500.0,947.25
0.0036,180.0,220750.0,974.7,180.0,220750.0,974.7
0.0037,181.0,221000.0,998.7,180.0,220750.0,996.775
0.0038,187.0,220250.0,1023.95,187.0,220250.0,1023.95
0.0039,205.0,213500.0,1037.65,205.0,213500.0,1037.65
0.004,183.0,220000.0,1063.0,182.0,219750.0,1061.0
0.0041,186.0,219500.0,1085.95,186.0,219500.0,1085.95
0.0042,175.0,222750.0,1110.55,173.0,220750.0,1100.15
0.0043,187.0,220000.0,1133.0,187.0,220000.0,1133.0
0.0044,181.0,219750.0,1147.9,181.0,219750.0,1147.9
0.0045,168.0,224250.0,1177.125,166.0,223750.0,1172.875
0.0046,172.0,223500.0,1200.1,171.0,223250.0,1197.95
0.0047,165.0,223000.0,1213.1,165.0,223000.0,1213.1
0.0048,168.0,222500.0,1236.0,168.0,222500.0,1236.0
0.0049,182.0,216750.0,1244.075,181.0,216500.0,1241.85
