#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,9309.0,993800.0,99389309.0,0.0,0.0,0.0,2695.0,976651.0,97667795.0
2.0,14969.0,1984761.0,198491069.0,0.0,0.0,0.0,16059.0,1908313.0,190847359.0
4.0,21841.0,3727923.0,372814141.0,0.0,0.0,0.0,24018.0,3620347.0,362058718.0
6.0,26222.0,4680378.0,468064022.0,0.0,0.0,0.0,25367.0,4626062.0,462631567.0
8.0,29849.0,4931131.0,493142949.0,0.0,0.0,0.0,29842.0,4931260.0,493155842.0
10.0,29895.0,4931376.0,493167495.0,0.0,0.0,0.0,29895.0,4931376.0,493167495.0
12.0,29895.0,4931376.0,493167495.0,0.0,0.0,0.0,29895.0,4931376.0,493167495.0
14.0,29895.0,4931376.0,493167495.0,0.0,0.0,0.0,29895.0,4931376.0,493167495.0
16.0,29895.0,4931376.0,493167495.0,0.0,0.0,0.0,29895.0,4931376.0,493167495.0
18.0,29895.0,4931376.0,493167495.0,0.0,0.0,0.0,29895.0,4931376.0,493167495.0
20.0,29895.0,4931376.0,493167495.0,0.0,0.0,0.0,29895.0,4931376.0,493167495.0
