Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
16617,34839,34582,0,8772,8833,19210,0,16631,34929,34834,0,45572,
17023,34653,33752,0,8898,8935,19146,0,17030,34761,34013,0,43362,
16851,34896,33986,0,8813,8849,19155,0,16869,35018,34240,0,44061,
16957,34579,33773,0,8883,8910,19117,0,16971,34690,34027,0,43720,
17219,34565,33858,0,8928,8969,19108,0,17242,34669,34106,0,43741,
16664,34904,34167,0,8837,8944,19142,0,16677,35009,34427,0,44304,
16949,34437,33529,0,8951,9020,19171,0,16960,34573,33804,0,42745,
16913,34619,33677,0,8909,8950,19065,0,16927,34731,33935,0,43321,
16824,34850,34226,0,8830,8866,19184,0,16841,34965,34492,0,44340,
16861,35085,34559,0,8820,8863,19206,0,16873,35185,34811,0,44962,
16902,34692,33929,0,8928,8948,19139,0,16919,34810,34191,0,43512,
17267,34673,33764,0,8979,9024,19147,0,17288,34785,34020,0,43288,
17017,34259,33429,0,8927,8989,19034,0,17035,34394,33681,0,42762,
17031,34601,33784,0,8980,9011,19137,0,17041,34736,33994,0,43022,
16903,34475,33570,0,8861,8919,19081,0,16919,34596,33799,0,42949,
17043,34507,33828,0,8943,8953,19144,0,17061,34623,34079,0,43455,
17263,34543,33575,0,8991,9049,19055,0,17274,34674,33816,0,42830,
17098,34373,33531,0,8924,8945,19151,0,17113,34499,33796,0,43110,
16794,34954,34322,0,8877,8910,19187,0,16808,35066,34567,0,44400,
16885,34744,33925,0,8894,8921,19171,0,16902,34876,34211,0,43603,
