Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
11822,11822,11822,0,10076,10070,10949,0,11822,11822,11822,0,11822,
12333,12333,12333,0,10536,10567,11474,0,12333,12333,12333,0,12333,
12872,12872,12872,0,10447,10448,11732,0,12872,12872,12872,0,12872,
12148,12148,12148,0,10415,10397,11245,0,12148,12148,12148,0,12148,
12654,12654,12654,0,10516,10442,11582,0,12654,12654,12654,0,12654,
11767,11767,11767,0,10218,10254,11004,0,11767,11767,11767,0,11767,
12730,12730,12730,0,10536,10581,11656,0,12730,12730,12730,0,12730,
12338,12338,12338,0,10426,10459,11406,0,12338,12338,12338,0,12338,
12651,12651,12651,0,10528,10490,11534,0,12651,12651,12651,0,12651,
12392,12392,12392,0,10534,10530,11497,0,12392,12392,12392,0,12392,
11493,11493,11493,0,9889,9894,10737,0,11493,11493,11493,0,11493,
12318,12318,12318,0,10400,10367,11362,0,12318,12318,12318,0,12318,
11637,11637,11637,0,9992,10002,10859,0,11637,11637,11637,0,11637,
12674,12674,12674,0,10337,10319,11529,0,12674,12674,12674,0,12674,
12318,12318,12318,0,10382,10366,11337,0,12318,12318,12318,0,12318,
12562,12562,12562,0,10610,10615,11558,0,12562,12562,12562,0,12562,
11868,11868,11868,0,10127,10110,10988,0,11868,11868,11868,0,11868,
11994,11994,11994,0,10252,10271,11117,0,11994,11994,11994,0,11994,
12033,12033,12033,0,10455,10415,11214,0,12033,12033,12033,0,12033,
12469,12469,12469,0,10309,10352,11459,0,12469,12469,12469,0,12469,
