Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
17961,31120,30265,0,9463,9634,18058,0,17968,31325,30515,0,36928,
17798,31096,30191,0,9360,9438,18081,0,17805,31275,30395,0,36834,
17950,30488,29577,0,9521,9685,17900,0,17954,30718,29823,0,35718,
18098,31425,30562,0,9390,9506,18113,0,18120,31592,30811,0,37388,
17859,31151,30283,0,9381,9506,18041,0,17874,31320,30506,0,36990,
17633,31205,30343,0,9335,9443,18092,0,17637,31395,30625,0,37437,
17932,31188,30389,0,9402,9475,18131,0,17945,31375,30635,0,37190,
18071,31567,30539,0,9317,9377,18232,0,18081,31780,30794,0,37261,
18203,30587,29755,0,9510,9655,18001,0,18214,30784,29990,0,35884,
18134,31440,30602,0,9581,9672,18141,0,18143,31612,30829,0,37391,
17873,31755,30870,0,9281,9368,18222,0,17897,31932,31085,0,38057,
17736,32528,31679,0,9243,9330,18441,0,17742,32723,31912,0,39300,
18155,31215,30390,0,9399,9430,18082,0,18164,31435,30599,0,36882,
17687,32010,30902,0,9324,9453,18326,0,17703,32188,31162,0,37973,
18373,31300,30257,0,9465,9546,18074,0,18379,31510,30466,0,36642,
18354,30028,29260,0,9556,9742,17754,0,18366,30260,29479,0,34918,
17889,31311,30401,0,9425,9490,18037,0,17908,31517,30628,0,37164,
18288,31151,30272,0,9455,9582,18170,0,18300,31333,30525,0,36817,
17768,32644,31695,0,9219,9389,18475,0,17782,32819,31953,0,39218,
18253,30736,29878,0,9473,9565,17988,0,18260,30947,30118,0,36351,
