Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
15054,36930,37770,0,8408,8416,19760,0,15058,36945,37988,0,53049,
14979,36860,37807,0,8390,8388,19736,0,14986,36877,38038,0,52836,
15028,36713,37884,0,8413,8417,19758,0,15037,36734,38110,0,53455,
14929,36963,37757,0,8395,8406,19773,0,14937,36981,37965,0,53003,
15165,36532,37438,0,8409,8411,19720,0,15171,36549,37696,0,52970,
15037,36889,37624,0,8384,8386,19738,0,15046,36902,37880,0,53111,
15075,36773,37703,0,8413,8424,19728,0,15080,36791,37937,0,52995,
15118,36781,37636,0,8413,8419,19775,0,15127,36789,37869,0,52878,
15104,36850,37678,0,8413,8412,19765,0,15115,36868,37915,0,52955,
15238,36713,37551,0,8450,8446,19746,0,15249,36740,37799,0,52926,
14996,36798,37523,0,8391,8389,19752,0,15005,36823,37770,0,52631,
15037,36924,37695,0,8396,8402,19755,0,15041,36945,37932,0,52861,
15062,36665,37616,0,8394,8403,19747,0,15075,36685,37839,0,52865,
14984,36542,37496,0,8393,8398,19752,0,14989,36561,37738,0,53161,
15182,36953,38103,0,8424,8430,19753,0,15190,36971,38329,0,53864,
15191,36899,37511,0,8425,8425,19736,0,15201,36916,37701,0,52316,
15196,36905,37955,0,8440,8440,19778,0,15202,36928,38107,0,53213,
15055,36824,37833,0,8399,8404,19747,0,15061,36839,38071,0,53402,
15128,36674,37693,0,8416,8420,19750,0,15136,36692,37931,0,53133,
14921,36878,37720,0,8390,8397,19724,0,14929,36892,38002,0,53194,
