Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
14638,36655,39695,0,8316,8319,19817,0,14645,36661,39916,0,58996,
14435,36502,39737,0,8268,8273,19813,0,14446,36514,39977,0,59246,
14578,36682,39793,0,8304,8306,19816,0,14588,36693,40097,0,59028,
14432,36681,39985,0,8257,8262,19836,0,14440,36695,40237,0,59146,
14668,36502,39836,0,8314,8323,19817,0,14676,36525,40053,0,59391,
14593,36682,39985,0,8326,8329,19818,0,14601,36695,40178,0,59117,
14511,36498,39819,0,8297,8305,19819,0,14519,36507,40115,0,59072,
14572,36689,40031,0,8292,8295,19814,0,14581,36713,40233,0,59095,
14550,36584,39963,0,8328,8328,19818,0,14562,36602,40180,0,59245,
14570,36605,39745,0,8293,8296,19796,0,14576,36628,40000,0,59112,
14652,36653,39899,0,8305,8305,19835,0,14661,36668,40205,0,59310,
14496,36686,39871,0,8267,8273,19828,0,14500,36704,40123,0,59224,
14533,36857,39802,0,8309,8317,19811,0,14542,36863,40082,0,59061,
14672,36761,39710,0,8336,8350,19817,0,14673,36777,39989,0,59251,
14580,36562,39705,0,8315,8316,19822,0,14588,36580,39998,0,59176,
14714,36770,39769,0,8308,8317,19801,0,14722,36789,40088,0,59072,
14605,36488,39676,0,8308,8309,19800,0,14608,36515,39952,0,59222,
14533,36696,39698,0,8288,8296,19826,0,14541,36707,40007,0,58926,
14506,36613,39896,0,8282,8286,19844,0,14512,36632,40078,0,59087,
14476,36660,39835,0,8279,8279,19804,0,14485,36671,40114,0,58971,
