Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
17834,30317,29349,0,9436,9534,17695,0,17846,30528,29587,0,35462,
17840,29227,28518,0,9582,9794,17401,0,17846,29483,28727,0,33865,
17843,29570,28741,0,9527,9624,17561,0,17848,29783,28976,0,34599,
17937,28756,27995,0,9616,9831,17301,0,17939,28990,28245,0,33125,
17992,29245,28439,0,9622,9663,17477,0,17997,29490,28695,0,33747,
17853,28978,28181,0,9691,9886,17341,0,17863,29208,28399,0,33549,
17765,29979,29105,0,9493,9661,17627,0,17772,30199,29354,0,35001,
17914,28319,27608,0,9533,9759,17199,0,17925,28538,27845,0,32595,
17759,29180,28417,0,9559,9796,17357,0,17768,29423,28647,0,33987,
17739,29520,28722,0,9593,9685,17590,0,17743,29736,28942,0,34221,
18042,28461,27769,0,9698,9797,17319,0,18049,28673,27975,0,32734,
18214,29098,28381,0,9700,9865,17412,0,18220,29350,28584,0,33592,
17917,29159,28316,0,9578,9631,17440,0,17925,29387,28545,0,33733,
18219,29567,28736,0,9596,9750,17546,0,18224,29799,28969,0,34287,
17556,29950,29174,0,9419,9605,17732,0,17565,30143,29391,0,35279,
17758,29829,29090,0,9514,9631,17588,0,17765,30059,29322,0,34821,
17992,29036,28292,0,9582,9700,17374,0,17998,29241,28507,0,33617,
17768,28643,27919,0,9599,9754,17207,0,17772,28898,28145,0,33076,
18069,28250,27484,0,9723,9915,17075,0,18074,28453,27725,0,32271,
17364,29311,28409,0,9422,9561,17352,0,17365,29519,28651,0,34212,
