Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
18197,21842,21523,0,10069,10342,15124,0,18202,22021,21678,0,23162,
17916,20079,19874,0,10233,10424,14518,0,17916,20200,19982,0,20802,
18206,21394,21057,0,10059,10247,14943,0,18206,21520,21174,0,22429,
17592,20480,20193,0,10058,10287,14533,0,17594,20614,20331,0,21425,
17886,21361,21073,0,10106,10313,15022,0,17886,21507,21219,0,22521,
18167,20552,20234,0,10188,10422,14538,0,18168,20666,20373,0,21372,
17929,20359,20109,0,10233,10442,14583,0,17929,20483,20247,0,21164,
17620,20227,20003,0,10188,10340,14509,0,17620,20358,20115,0,21085,
17853,20100,19813,0,10125,10316,14489,0,17853,20231,19937,0,20911,
17756,20937,20650,0,10233,10463,14839,0,17756,21059,20791,0,21917,
17720,20498,20225,0,10237,10351,14626,0,17721,20644,20377,0,21398,
17776,20102,19884,0,10318,10517,14537,0,17776,20221,20006,0,20856,
17466,19265,19051,0,10163,10362,14152,0,17466,19353,19175,0,19883,
18294,21214,20870,0,10137,10413,14866,0,18297,21349,21020,0,22233,
16972,18914,18707,0,10122,10309,13990,0,16972,19029,18826,0,19522,
18342,21270,20935,0,10310,10431,14956,0,18343,21409,21086,0,22237,
17434,19582,19329,0,10172,10308,14221,0,17434,19676,19437,0,20242,
18071,20460,20198,0,10123,10280,14620,0,18071,20595,20351,0,21343,
18158,21894,21568,0,10309,10494,15219,0,18159,22057,21697,0,23131,
18154,21091,20782,0,10056,10280,14842,0,18154,21239,20942,0,22126,
