beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,759.0,165854.0,759.0,0.0,0.0,0.0,674.0,163623.0,674.0
1e-05,761.0,170851.0,762.70851,0.0,0.0,0.0,683.0,135454.0,684.35454
2e-05,761.0,171553.0,764.43106,0.0,0.0,0.0,674.0,132853.0,676.65706
4e-05,761.0,170852.0,767.83408,0.0,0.0,0.0,679.0,130252.0,684.21008
8e-05,761.0,172153.0,774.77224,0.0,0.0,0.0,679.0,136453.0,689.91624
0.0001,762.0,170653.0,779.0653,0.0,0.0,0.0,672.0,126253.0,684.6253
0.0002,761.0,179154.0,796.8308,0.0,0.0,0.0,673.0,136454.0,700.2908
0.0004,762.0,183254.0,835.3016,0.0,0.0,0.0,676.0,138654.0,731.4616
0.0008,761.0,184054.0,908.2432,0.0,0.0,0.0,647.0,177643.0,789.1144
0.001,759.0,185053.0,944.053,0.0,0.0,0.0,644.0,178650.0,822.65
0.002,751.0,190849.0,1132.698,0.0,0.0,0.0,625.0,184023.0,993.046
0.004,740.0,195627.0,1522.508,0.0,0.0,0.0,601.0,187509.0,1351.036
0.008,622.0,214395.0,2337.16,0.0,0.0,0.0,548.0,194000.0,2100.0
0.01,553.0,222479.0,2777.79,0.0,0.0,0.0,449.0,205939.0,2508.39
0.02,487.0,228054.0,5048.08,0.0,0.0,0.0,476.0,205629.0,4588.58
0.04,488.0,228141.0,9613.64,0.0,0.0,0.0,396.0,206738.0,8665.52
0.08,489.0,228135.0,18739.8,0.0,0.0,0.0,396.0,206738.0,16935.04
0.1,479.0,228423.0,23321.3,0.0,0.0,0.0,390.0,207218.0,21111.8
0.2,483.0,228420.0,46167.0,0.0,0.0,0.0,396.0,206738.0,41743.6
0.4,484.0,228329.0,91815.6,0.0,0.0,0.0,396.0,206738.0,83091.2
1.0,481.0,228043.0,228524.0,0.0,0.0,0.0,396.0,206738.0,207134.0
10.0,483.0,228328.0,2283763.0,0.0,0.0,0.0,396.0,206738.0,2067776.0
