Energy: 377/2084
source POD, destination POD, #cores, #slots, successful,
36,22,1,9,1,
36,23,1,9,1,
69,44,1,9,1,
36,48,1,9,1,
36,63,1,9,1,
36,67,1,9,1,
36,73,1,9,1,
36,76,1,9,1,
68,34,1,9,1,
37,16,1,9,1,
38,5,1,9,1,
33,9,1,9,1,
5,67,1,9,1,
43,71,1,9,1,
28,44,1,9,1,
43,80,1,9,1,
44,0,1,9,1,
44,26,1,9,1,
44,28,1,9,1,
8,55,1,9,1,
98,56,1,9,1,
46,33,1,9,1,
44,61,1,9,1,
16,56,1,9,1,
11,60,1,9,1,
44,93,1,9,1,
97,98,1,9,1,
45,41,1,9,1,
73,25,1,9,1,
45,70,1,9,1,
45,90,1,9,1,
45,93,1,9,1,
45,96,1,9,1,
44,56,1,9,1,
14,96,1,9,1,
16,61,1,9,1,
46,45,1,9,1,
4,62,1,9,1,
46,61,1,9,1,
46,66,1,9,1,
46,84,1,9,1,
46,91,1,9,1,
47,0,1,9,1,
47,2,1,9,1,
48,10,1,9,1,
47,34,1,9,1,
47,43,1,9,1,
2,58,1,9,1,
13,28,1,9,1,
51,1,1,9,1,
52,11,1,9,1,
52,16,1,9,1,
52,40,1,9,1,
52,59,1,9,1,
52,63,1,9,1,
57,48,1,9,1,
57,60,1,9,1,
57,88,1,9,1,
57,98,1,9,1,
75,84,1,9,1,
60,41,1,9,1,
60,71,1,9,1,
60,91,1,9,1,
61,73,1,9,1,
61,83,1,9,1,
11,10,1,9,1,
62,2,1,9,1,
62,3,1,9,1,
62,12,1,9,1,
35,57,1,9,1,
62,36,1,9,1,
40,37,1,9,1,
24,27,1,9,1,
24,28,1,9,1,
32,31,1,9,1,
14,41,1,9,1,
32,51,1,9,1,
43,0,1,9,1,
32,78,1,9,1,
32,89,1,9,1,
63,58,1,9,1,
33,5,1,9,1,
38,10,1,9,1,
33,13,1,9,1,
33,15,1,9,1,
12,91,1,9,1,
33,20,1,9,1,
33,22,1,9,1,
33,29,1,9,1,
99,41,1,9,1,
24,63,1,9,1,
88,46,1,9,1,
34,90,1,9,1,
33,75,1,9,1,
24,30,1,9,1,
34,24,1,9,1,
34,29,1,9,1,
34,53,1,9,1,
34,65,1,9,1,
34,72,1,9,1,
34,80,1,9,1,
34,83,1,9,1,
34,85,1,9,1,
33,50,1,9,1,
34,94,1,9,1,
35,2,1,9,1,
35,6,1,9,1,
35,12,1,9,1,
35,17,1,9,1,
35,21,1,9,1,
35,22,1,9,1,
10,31,1,9,1,
35,42,1,9,1,
16,91,1,9,1,
8,58,1,9,1,
24,48,1,9,1,
24,59,1,9,1,
24,61,1,9,1,
98,87,1,9,1,
24,68,1,9,1,
24,78,1,9,1,
24,80,1,9,1,
24,92,1,9,1,
25,1,1,9,1,
25,5,1,9,1,
25,39,1,9,1,
17,40,1,9,1,
25,70,1,9,1,
43,17,1,9,1,
25,80,1,9,1,
27,0,1,9,1,
27,25,1,9,1,
27,29,1,9,1,
27,32,1,9,1,
27,33,1,9,1,
27,37,1,9,1,
27,38,1,9,1,
27,42,1,9,1,
27,51,1,9,1,
16,24,1,9,1,
27,69,1,9,1,
99,9,1,9,1,
19,30,1,9,1,
27,78,1,9,1,
27,83,1,9,1,
27,88,1,9,1,
13,36,1,9,1,
75,86,1,9,1,
3,37,1,9,1,
28,21,1,9,1,
28,34,1,9,1,
91,99,1,5,1,
92,29,1,5,1,
92,86,1,5,1,
93,68,1,5,1,
94,0,1,5,1,
94,53,1,5,1,
94,72,1,5,1,
95,21,1,5,1,
96,76,1,5,1,
20,79,1,5,1,
97,62,1,5,1,
98,32,1,5,1,
9,77,1,5,1,
99,46,1,5,1,
99,66,1,5,1,
28,3,1,9,1,
0,7,1,9,1,
0,16,1,9,1,
0,30,1,9,1,
0,43,1,9,1,
0,46,1,9,1,
0,48,1,9,1,
50,32,1,9,1,
0,51,1,9,1,
0,74,1,9,1,
0,88,1,9,1,
1,0,1,9,1,
1,5,1,9,1,
1,19,1,9,1,
1,24,1,9,1,
2,17,1,9,1,
74,31,1,9,1,
7,95,1,9,1,
2,59,1,9,1,
2,68,1,9,1,
28,40,1,9,1,
28,74,1,9,1,
47,4,1,9,1,
28,50,1,9,1,
22,39,1,9,1,
62,72,1,9,1,
62,87,1,9,1,
78,94,1,9,1,
97,65,1,9,1,
47,73,1,9,1,
63,4,1,9,1,
63,42,1,9,1,
9,19,1,9,1,
63,51,1,9,1,
71,50,1,9,1,
52,98,1,9,1,
54,2,1,9,1,
54,5,1,9,1,
54,39,1,9,1,
25,77,1,9,1,
54,51,1,9,1,
54,65,1,9,1,
54,73,1,9,1,
42,39,1,9,1,
54,87,1,9,1,
50,78,1,9,1,
71,75,1,9,1,
42,79,1,9,1,
55,0,1,9,1,
84,34,1,9,1,
56,0,1,9,1,
56,15,1,9,1,
56,20,1,9,1,
56,21,1,9,1,
56,27,1,9,1,
56,45,1,9,1,
48,6,1,9,1,
56,61,1,9,1,
56,64,1,9,1,
56,73,1,9,1,
48,9,1,9,1,
22,69,1,9,1,
56,78,1,9,1,
55,11,1,9,1,
56,98,1,9,1,
57,3,1,9,1,
57,15,1,9,1,
57,42,1,9,1,
66,54,1,9,1,
64,27,1,9,1,
64,57,1,9,1,
90,91,1,9,1,
65,29,1,9,1,
65,51,1,9,1,
95,97,1,9,1,
22,93,1,9,1,
28,16,1,9,1,
66,34,1,9,1,
66,43,1,9,1,
66,47,1,9,1,
68,61,1,9,1,
66,80,1,9,1,
66,90,1,9,1,
42,41,1,9,1,
67,75,1,9,1,
67,92,1,9,1,
68,27,1,9,1,
68,28,1,9,1,
68,31,1,9,1,
37,2,1,9,1,
68,50,1,9,1,
63,91,1,9,1,
38,18,1,9,1,
68,82,1,9,1,
30,62,1,9,1,
69,15,1,9,1,
69,33,1,9,1,
69,41,1,9,1,
36,38,1,9,1,
2,83,1,9,1,
69,57,1,9,1,
69,63,1,9,1,
69,82,1,9,1,
48,98,1,9,1,
16,48,1,9,1,
69,99,1,9,1,
50,24,1,9,1,
82,1,1,9,1,
82,19,1,9,1,
82,42,1,9,1,
19,84,1,17,1,
13,96,1,17,1,
57,64,1,17,1,
2,36,1,17,1,
57,85,1,17,1,
57,86,1,17,1,
66,46,1,17,1,
55,14,1,17,1,
18,0,1,17,1,
60,31,1,17,1,
60,33,1,17,1,
54,20,1,17,1,
60,49,1,17,1,
0,99,1,17,1,
60,64,1,17,1,
60,68,1,17,1,
68,30,1,17,1,
14,25,1,17,1,
61,2,1,17,1,
61,11,1,17,1,
12,39,1,17,1,
62,13,1,17,1,
39,84,1,17,1,
47,55,1,17,1,
83,69,1,17,1,
16,21,1,17,1,
62,50,1,17,1,
62,52,1,17,1,
71,48,1,17,1,
62,63,1,17,1,
47,28,1,17,1,
62,78,1,17,1,
91,29,1,17,1,
63,15,1,17,1,
19,42,1,9,1,
82,84,1,9,1,
83,39,1,9,1,
84,20,1,9,1,
84,24,1,9,1,
39,98,1,9,1,
62,14,1,9,1,
20,3,1,9,1,
44,70,1,9,1,
84,53,1,9,1,
85,8,1,9,1,
85,22,1,9,1,
85,36,1,9,1,
86,0,1,9,1,
86,25,1,9,1,
12,98,1,9,1,
98,40,1,9,1,
98,44,1,9,1,
98,46,1,9,1,
98,50,1,9,1,
75,53,1,9,1,
98,63,1,9,1,
8,24,1,9,1,
33,45,1,9,1,
24,45,1,9,1,
98,91,1,9,1,
99,5,1,9,1,
9,15,1,9,1,
99,18,1,9,1,
87,80,1,9,1,
87,83,1,9,1,
87,84,1,9,1,
87,92,1,9,1,
87,98,1,9,1,
88,23,1,9,1,
88,33,1,9,1,
88,38,1,9,1,
88,41,1,9,1,
33,46,1,9,1,
75,20,1,9,1,
88,60,1,9,1,
35,31,1,9,1,
88,85,1,9,1,
88,95,1,9,1,
89,1,1,9,1,
89,21,1,9,1,
89,51,1,9,1,
89,70,1,9,1,
89,81,1,9,1,
90,0,1,9,1,
90,18,1,9,1,
90,46,1,9,1,
90,54,1,9,1,
15,54,1,9,1,
65,25,1,9,1,
90,94,1,9,1,
91,9,1,9,1,
91,12,1,9,1,
91,24,1,9,1,
91,27,1,9,1,
69,8,1,9,1,
91,36,1,9,1,
91,39,1,9,1,
91,56,1,9,1,
92,41,1,9,1,
92,72,1,9,1,
50,99,1,9,1,
93,26,1,9,1,
93,99,1,9,1,
18,46,1,9,1,
95,4,1,9,1,
95,23,1,9,1,
10,51,1,9,1,
95,46,1,9,1,
95,49,1,9,1,
95,52,1,9,1,
95,55,1,9,1,
95,66,1,9,1,
56,89,1,9,1,
96,19,1,9,1,
96,62,1,9,1,
43,47,1,17,1,
90,29,1,17,1,
90,39,1,17,1,
90,44,1,17,1,
90,45,1,17,1,
72,52,1,17,1,
90,55,1,17,1,
90,66,1,17,1,
19,22,1,17,1,
94,66,1,17,1,
6,50,1,17,1,
45,87,1,17,1,
1,11,1,17,1,
6,66,1,17,1,
6,73,1,17,1,
86,33,1,17,1,
6,76,1,17,1,
6,77,1,17,1,
17,11,1,17,1,
6,85,1,17,1,
6,87,1,17,1,
29,16,1,17,1,
6,98,1,17,1,
76,52,1,17,1,
73,96,1,17,1,
7,22,1,17,1,
7,32,1,17,1,
7,49,1,17,1,
7,52,1,17,1,
95,14,1,17,1,
8,4,1,17,1,
98,71,1,17,1,
8,12,1,17,1,
13,64,1,17,1,
36,56,1,17,1,
8,20,1,17,1,
47,97,1,17,1,
8,35,1,17,1,
8,41,1,17,1,
81,9,1,17,1,
8,53,1,17,1,
98,34,1,17,1,
8,67,1,17,1,
80,95,1,17,1,
8,74,1,17,1,
76,59,1,17,1,
30,41,1,17,1,
0,38,1,17,1,
24,7,1,17,1,
24,9,1,17,1,
24,17,1,17,1,
24,32,1,17,1,
24,47,1,17,1,
48,35,1,17,1,
52,24,1,17,1,
52,39,1,17,1,
52,41,1,17,1,
52,61,1,17,1,
52,64,1,17,1,
52,74,1,17,1,
52,94,1,17,1,
53,14,1,17,1,
53,44,1,17,1,
53,58,1,17,1,
54,0,1,17,1,
60,78,1,17,1,
54,17,1,17,1,
60,40,1,17,1,
54,24,1,17,1,
54,25,1,17,1,
25,54,1,17,1,
99,4,1,17,1,
66,9,1,17,1,
72,99,1,17,1,
96,93,1,9,1,
97,0,1,9,1,
97,1,1,9,1,
97,3,1,9,1,
97,5,1,9,1,
75,57,1,9,1,
35,58,1,9,1,
97,45,1,9,1,
62,96,1,9,1,
0,2,1,9,1,
74,77,1,9,1,
97,96,1,9,1,
45,35,1,9,1,
97,99,1,9,1,
98,4,1,9,1,
42,63,1,2,1,
46,93,1,2,1,
48,79,1,2,1,
52,84,1,2,1,
55,96,1,2,1,
56,91,1,2,1,
56,96,1,2,1,
58,43,1,2,1,
59,31,1,2,1,
60,87,1,2,1,
62,27,1,2,1,
65,72,1,2,1,
65,82,1,2,1,
66,65,1,2,1,
66,96,1,2,1,
20,12,1,2,1,
69,0,1,2,1,
69,68,1,2,1,
71,67,1,2,1,
71,90,1,2,1,
72,51,1,2,1,
74,12,1,2,1,
75,72,1,2,1,
79,85,1,2,1,
80,29,1,2,1,
81,68,1,2,1,
90,68,1,2,1,
99,51,1,9,1,
99,72,1,9,1,
99,84,1,9,1,
99,85,1,9,1,
99,97,1,9,1,
99,98,1,9,1,
0,17,1,17,1,
92,31,1,17,1,
68,75,1,17,1,
66,76,1,17,1,
0,52,1,17,1,
0,59,1,17,1,
0,64,1,17,1,
68,73,1,17,1,
22,61,1,17,1,
0,70,1,17,1,
6,82,1,17,1,
0,87,1,17,1,
0,90,1,17,1,
0,91,1,17,1,
68,54,1,17,1,
90,28,1,17,1,
1,2,1,17,1,
12,50,1,17,1,
47,87,1,17,1,
66,2,1,17,1,
41,86,1,17,1,
66,16,1,17,1,
19,78,1,17,1,
48,89,1,17,1,
33,89,1,17,1,
2,28,1,17,1,
2,29,1,17,1,
57,71,1,17,1,
2,48,1,17,1,
2,56,1,17,1,
73,18,1,17,1,
2,63,1,17,1,
4,3,1,17,1,
35,70,1,17,1,
2,73,1,17,1,
2,77,1,17,1,
2,79,1,17,1,
56,35,1,17,1,
99,47,1,9,1,
60,75,1,17,1,
65,42,1,17,1,
38,53,1,17,1,
75,15,1,17,1,
3,66,1,17,1,
29,38,1,17,1,
3,72,1,17,1,
37,77,1,17,1,
3,82,1,17,1,
3,83,1,17,1,
2,57,1,17,1,
38,49,1,17,1,
36,52,1,17,1,
4,16,1,17,1,
33,43,1,17,1,
4,23,1,17,1,
4,34,1,17,1,
45,29,1,17,1,
4,70,1,17,1,
4,71,1,17,1,
4,73,1,17,1,
4,80,1,17,1,
34,21,1,17,1,
4,95,1,17,1,
5,18,1,17,1,
47,50,1,9,1,
39,22,1,9,1,
63,0,1,9,1,
16,8,1,9,1,
47,88,1,9,1,
47,91,1,9,1,
47,93,1,9,1,
47,99,1,9,1,
56,60,1,9,1,
74,16,1,9,1,
19,49,1,9,1,
48,11,1,9,1,
48,31,1,9,1,
48,63,1,9,1,
48,67,1,9,1,
48,71,1,9,1,
48,72,1,9,1,
35,84,1,9,1,
48,76,1,9,1,
48,82,1,9,1,
39,7,1,9,1,
48,94,1,9,1,
69,86,1,9,1,
49,70,1,9,1,
34,19,1,9,1,
50,15,1,9,1,
50,18,1,9,1,
50,19,1,9,1,
80,63,1,9,1,
0,50,1,9,1,
50,40,1,9,1,
14,40,1,9,1,
50,53,1,9,1,
50,58,1,9,1,
73,72,1,9,1,
73,75,1,9,1,
97,42,1,9,1,
74,10,1,9,1,
74,14,1,9,1,
56,76,1,9,1,
74,26,1,9,1,
2,21,1,9,1,
13,94,1,9,1,
74,56,1,9,1,
88,51,1,9,1,
74,94,1,9,1,
74,99,1,9,1,
75,0,1,9,1,
75,4,1,9,1,
75,18,1,9,1,
46,52,1,9,1,
50,43,1,9,1,
44,48,1,9,1,
50,62,1,9,1,
75,58,1,9,1,
75,78,1,9,1,
38,92,1,9,1,
97,86,1,9,1,
75,90,1,9,1,
76,19,1,9,1,
76,24,1,9,1,
76,29,1,9,1,
76,58,1,9,1,
76,61,1,9,1,
4,10,1,9,1,
77,12,1,9,1,
77,34,1,9,1,
77,60,1,9,1,
77,72,1,9,1,
77,81,1,9,1,
78,68,1,9,1,
69,94,1,9,1,
71,74,1,9,1,
10,57,1,9,1,
50,63,1,9,1,
50,64,1,9,1,
54,88,1,9,1,
98,5,1,9,1,
5,20,1,17,1,
16,90,1,17,1,
73,74,1,17,1,
73,78,1,17,1,
73,80,1,17,1,
82,59,1,17,1,
73,84,1,17,1,
72,93,1,9,1,
73,22,1,9,1,
45,62,1,9,1,
73,30,1,9,1,
73,49,1,9,1,
73,69,1,9,1,
73,70,1,9,1,
80,23,1,9,1,
80,25,1,9,1,
80,47,1,9,1,
75,32,1,17,1,
78,92,1,17,1,
41,97,1,17,1,
15,0,1,17,0,
75,42,1,17,1,
35,75,1,17,1,
93,88,1,17,1,
27,64,1,17,1,
97,67,1,17,1,
98,83,1,17,1,
33,96,1,17,1,
22,81,1,17,1,
28,2,1,17,1,
28,8,1,17,1,
28,9,1,17,1,
28,12,1,17,1,
56,10,1,17,1,
28,78,1,17,1,
98,0,1,17,0,
28,95,1,17,1,
1,36,1,17,1,
13,68,1,17,1,
38,0,1,17,0,
66,67,1,17,1,
19,46,1,17,1,
29,33,1,17,1,
3,67,1,17,1,
66,19,1,17,1,
19,52,1,17,1,
73,98,1,17,1,
30,15,1,17,1,
38,52,1,17,1,
30,27,1,17,1,
32,23,1,17,1,
1,21,1,17,1,
56,12,1,17,1,
23,76,1,17,1,
0,36,1,17,0,
11,23,1,17,1,
75,80,1,17,1,
75,89,1,17,1,
75,91,1,17,1,
13,20,1,17,1,
76,4,1,17,1,
16,44,1,17,1,
57,47,1,17,1,
60,54,1,17,1,
52,19,1,17,1,
42,51,1,17,1,
25,14,1,17,1,
50,28,1,17,1,
77,16,1,17,1,
43,88,1,17,1,
77,55,1,17,1,
77,59,1,17,1,
37,99,1,17,1,
5,23,1,17,1,
73,92,1,17,1,
7,21,1,17,1,
19,12,1,17,1,
30,8,1,17,1,
74,23,1,17,1,
74,32,1,17,1,
72,73,1,5,1,
72,77,1,5,1,
72,95,1,5,1,
72,98,1,5,1,
73,21,1,5,1,
73,95,1,5,1,
47,57,1,5,1,
40,39,1,5,1,
48,61,1,5,1,
75,43,1,5,1,
75,61,1,5,1,
75,67,1,5,1,
75,85,1,5,1,
75,92,1,5,1,
78,89,1,5,1,
82,64,1,5,1,
82,79,1,5,1,
83,34,1,5,1,
83,85,1,5,1,
33,19,1,5,1,
96,66,1,17,1,
36,0,1,17,0,
81,49,1,17,1,
65,40,1,17,1,
45,53,1,17,1,
82,72,1,17,1,
68,57,1,17,1,
90,79,1,17,1,
90,85,1,17,1,
3,93,1,17,1,
90,89,1,17,1,
91,2,1,17,1,
25,60,1,17,1,
91,23,1,17,1,
8,93,1,17,1,
91,44,1,17,1,
91,57,1,17,1,
99,26,1,9,1,
99,28,1,9,1,
71,16,1,9,1,
99,39,1,9,1,
33,38,1,9,1,
99,43,1,9,1,
10,59,1,2,1,
12,37,1,2,1,
13,45,1,2,1,
13,58,1,2,1,
14,10,1,2,1,
18,31,1,2,1,
18,42,1,2,1,
19,65,1,2,1,
20,46,1,2,1,
68,40,1,2,1,
22,64,1,2,1,
24,16,1,2,1,
24,26,1,2,1,
24,42,1,2,1,
24,43,1,2,1,
24,54,1,2,1,
25,37,1,2,1,
33,93,1,2,1,
34,43,1,2,1,
36,32,1,2,1,
36,99,1,2,1,
38,90,1,2,1,
42,8,1,2,1,
86,37,1,9,1,
86,62,1,9,1,
86,70,1,9,1,
87,5,1,9,1,
87,15,1,9,1,
87,33,1,9,1,
87,67,1,9,1,
87,71,1,9,1,
91,64,1,17,1,
74,57,1,17,1,
75,13,1,17,1,
67,46,1,17,1,
3,63,1,17,1,
75,27,1,17,1,
27,77,1,17,1,
70,59,1,9,1,
70,67,1,9,1,
70,77,1,9,1,
71,10,1,9,1,
71,15,1,9,1,
99,35,1,9,1,
71,24,1,9,1,
71,31,1,9,1,
79,44,1,9,1,
33,0,1,9,1,
71,51,1,9,1,
71,59,1,9,1,
71,66,1,9,1,
71,35,1,9,1,
13,84,1,9,1,
71,87,1,9,1,
71,99,1,9,1,
72,11,1,9,1,
72,12,1,9,1,
72,16,1,9,1,
72,23,1,9,1,
72,30,1,9,1,
3,34,1,9,1,
40,82,1,9,1,
72,68,1,9,1,
72,74,1,9,1,
8,94,1,9,1,
5,25,1,17,1,
5,27,1,17,1,
5,91,1,17,1,
10,27,1,17,1,
96,6,1,17,1,
6,29,1,17,1,
6,30,1,17,1,
8,80,1,17,1,
8,85,1,17,1,
80,57,1,17,1,
8,99,1,17,1,
43,46,1,17,1,
9,28,1,17,1,
0,97,1,17,0,
9,40,1,17,1,
30,23,1,17,1,
9,55,1,17,1,
80,89,1,17,1,
9,70,1,17,1,
9,74,1,17,1,
97,81,1,17,1,
9,98,1,17,1,
73,24,1,17,1,
51,16,1,17,1,
41,56,1,17,1,
68,46,1,17,1,
10,81,1,17,1,
71,81,1,17,1,
17,76,1,17,1,
56,50,1,17,1,
11,15,1,17,1,
30,45,1,17,1,
69,43,1,17,1,
14,55,1,17,1,
43,82,1,17,1,
57,21,1,17,1,
36,75,1,17,1,
22,17,1,17,1,
14,79,1,17,1,
47,5,1,17,1,
99,61,1,17,1,
14,91,1,17,1,
14,93,1,17,1,
12,95,1,17,1,
43,86,1,17,1,
15,3,1,17,1,
15,18,1,17,1,
30,31,1,17,1,
43,69,1,17,1,
44,43,1,17,1,
15,79,1,17,1,
15,94,1,17,1,
10,97,1,17,1,
16,9,1,17,1,
76,71,1,17,1,
16,15,1,17,1,
14,17,1,17,1,
16,33,1,17,1,
36,89,1,17,1,
62,43,1,17,1,
69,12,1,17,1,
78,82,1,17,1,
16,51,1,17,1,
16,68,1,17,1,
16,69,1,17,0,
16,77,1,17,0,
12,92,1,17,1,
47,82,1,17,1,
43,50,1,17,1,
17,10,1,17,1,
44,76,1,17,1,
17,18,1,17,1,
17,26,1,17,1,
36,1,1,17,1,
17,55,1,17,1,
98,82,1,17,1,
99,96,1,17,1,
17,85,1,17,1,
17,89,1,17,1,
54,34,1,17,1,
31,69,1,17,1,
49,68,1,17,1,
18,45,1,17,1,
18,60,1,17,1,
71,26,1,17,1,
18,92,1,17,1,
18,95,1,17,1,
75,73,1,17,1,
19,6,1,17,1,
66,72,1,17,1,
19,20,1,17,1,
90,72,1,17,1,
19,26,1,17,1,
19,31,1,17,1,
29,32,1,17,1,
95,45,1,17,1,
19,53,1,17,1,
19,56,1,17,1,
19,57,1,17,0,
19,58,1,17,0,
19,63,1,17,0,
1,65,1,17,1,
6,49,1,17,1,
19,98,1,17,0,
20,0,1,17,0,
20,6,1,17,1,
69,1,1,17,1,
95,69,1,17,1,
15,64,1,17,1,
20,35,1,17,1,
20,49,1,17,1,
20,55,1,17,1,
73,20,1,17,1,
36,13,1,17,1,
21,75,1,17,0,
39,57,1,17,1,
22,16,1,17,0,
14,67,1,17,1,
22,25,1,17,1,
83,18,1,17,1,
22,29,1,17,1,
66,79,1,17,1,
81,95,1,17,1,
22,44,1,17,1,
22,49,1,17,1,
0,66,1,17,0,
22,66,1,17,1,
27,67,1,17,1,
22,70,1,17,1,
22,76,1,17,1,
27,92,1,17,1,
68,99,1,17,1,
22,83,1,17,1,
22,91,1,17,1,
44,63,1,17,1,
99,40,1,17,1,
23,74,1,17,1,
83,11,1,17,1,
83,13,1,17,1,
73,64,1,17,1,
42,13,1,17,1,
84,21,1,17,1,
95,77,1,17,1,
84,27,1,17,1,
84,29,1,17,1,
50,57,1,17,1,
96,68,1,17,1,
33,49,1,17,1,
84,79,1,17,1,
86,1,1,17,1,
33,37,1,17,1,
56,93,1,17,1,
86,21,1,17,1,
15,20,1,17,1,
6,75,1,17,0,
86,43,1,17,1,
2,70,1,17,1,
9,52,1,17,1,
3,10,1,17,1,
50,98,1,17,1,
38,64,1,17,1,
1,44,1,17,1,
38,77,1,17,1,
38,78,1,17,1,
38,82,1,17,1,
38,89,1,17,1,
22,43,1,17,1,
65,57,1,17,1,
39,70,1,17,1,
28,75,1,17,0,
62,23,1,17,1,
40,14,1,17,1,
40,30,1,17,1,
48,88,1,17,1,
99,58,1,17,1,
41,43,1,17,1,
10,71,1,17,1,
41,63,1,17,1,
41,78,1,17,1,
43,24,1,17,0,
75,35,1,17,0,
42,3,1,17,1,
42,12,1,17,1,
62,26,1,17,1,
42,16,1,17,0,
43,68,1,17,0,
