src,dst,spec,core_src,core_dst,#core,used_slot,tfk_slot
0,8,4.0,2,2,1,2,1.0
0,9,0.0,1,0,1,13,12.0
0,10,0.0,1,0,1,17,16.0
0,13,45.0,2,0,1,13,12.0
0,17,34.0,0,1,2,2,1.0
0,28,26.0,0,2,1,16,15.0
0,39,78.0,0,1,2,2,2.0
0,41,73.0,2,2,1,7,6.0
0,42,63.0,2,2,1,10,9.0
0,47,0.0,0,2,1,11,10.0
0,49,43.0,2,2,1,2,1.0
0,53,6.0,2,2,1,18,17.0
0,55,20.0,0,1,2,9,15.0
0,59,0.0,0,0,1,17,16.0
0,64,30.0,1,2,1,5,4.0
0,66,0.0,1,0,1,12,11.0
0,80,58.0,1,1,2,5,8.0
0,83,24.0,2,0,1,19,18.0
1,8,0.0,1,1,1,7,6.0
1,13,0.0,1,0,1,8,7.0
1,19,0.0,0,1,1,9,8.0
1,34,0.0,0,1,1,2,1.0
1,52,78.0,0,2,1,2,1.0
1,65,48.0,2,2,1,2,1.0
1,78,74.0,1,1,2,6,10.0
1,91,75.0,0,2,1,5,4.0
1,98,0.0,1,0,1,11,10.0
2,10,0.0,0,0,1,7,6.0
2,55,62.0,1,1,2,2,1.0
2,56,51.0,1,0,2,8,13.0
3,17,50.0,2,2,1,12,11.0
3,20,0.0,1,1,1,9,8.0
3,21,0.0,0,1,2,10,17.0
3,30,0.0,1,2,1,13,12.0
3,48,66.0,2,0,1,14,13.0
3,55,0.0,0,1,2,9,16.0
3,59,0.0,2,1,1,27,26.0
3,66,56.0,0,2,1,8,7.0
3,82,32.0,0,2,1,10,9.0
4,2,0.0,0,1,1,11,10.0
4,7,0.0,0,1,1,2,1.0
4,14,25.0,1,1,2,7,11.0
4,19,29.0,1,2,1,13,12.0
4,24,0.0,0,0,1,9,8.0
4,25,0.0,0,0,1,13,12.0
4,29,0.0,0,2,1,19,18.0
4,37,76.0,2,2,1,2,1.0
4,49,2.0,2,2,1,16,15.0
4,56,52.0,1,0,2,8,14.0
4,73,78.0,2,2,1,2,1.0
4,83,32.0,2,1,1,9,8.0
4,94,0.0,2,1,1,2,1.0
4,96,0.0,0,1,1,2,1.0
5,88,0.0,0,1,1,2,1.0
5,99,78.0,1,1,2,2,1.0
6,0,0.0,1,0,1,8,7.0
6,2,0.0,0,0,1,9,8.0
6,15,0.0,1,0,1,7,6.0
6,24,0.0,0,1,1,2,1.0
6,37,55.0,2,1,1,20,19.0
6,38,0.0,1,1,1,2,1.0
6,40,65.0,0,2,1,9,8.0
6,41,0.0,0,0,1,4,3.0
6,45,0.0,0,1,1,2,1.0
6,47,31.0,2,2,1,24,23.0
6,50,0.0,0,1,1,8,7.0
6,52,15.0,2,2,1,16,15.0
6,60,0.0,2,2,1,15,14.0
6,62,0.0,1,0,1,10,9.0
6,68,75.0,2,0,1,5,4.0
6,78,0.0,0,1,1,14,13.0
7,50,0.0,1,0,1,12,11.0
7,54,0.0,2,2,1,16,15.0
7,64,0.0,1,1,1,2,1.0
7,71,67.0,1,1,2,2,1.0
7,72,0.0,0,0,1,13,12.0
7,73,0.0,1,0,1,4,3.0
7,75,71.0,0,0,3,6,14.0
7,77,24.0,1,2,1,14,13.0
7,83,77.0,1,1,2,3,3.0
7,84,42.0,2,2,1,13,12.0
7,91,55.0,1,1,2,5,7.0
7,94,16.0,2,2,1,24,23.0
8,17,28.0,1,0,2,5,7.0
