Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
9044,9044,9044,0,8973,8967,9008,0,9044,9044,9044,0,9044,
9569,9569,9569,0,9484,9451,9516,0,9569,9569,9569,0,9569,
9285,9285,9285,0,9260,9253,9275,0,9285,9285,9285,0,9285,
9318,9318,9318,0,9271,9267,9293,0,9318,9318,9318,0,9318,
10142,10142,10142,0,10020,9973,10060,0,10142,10142,10142,0,10142,
9385,9385,9385,0,9304,9295,9345,0,9385,9385,9385,0,9385,
9699,9699,9699,0,9645,9631,9667,0,9699,9699,9699,0,9699,
9594,9594,9594,0,9546,9538,9570,0,9594,9594,9594,0,9594,
9068,9068,9068,0,9058,9054,9060,0,9068,9068,9068,0,9068,
9011,9011,9011,0,8986,8984,9002,0,9011,9011,9011,0,9011,
9363,9363,9363,0,9341,9337,9349,0,9363,9363,9363,0,9363,
9324,9324,9324,0,9269,9245,9289,0,9324,9324,9324,0,9324,
8642,8642,8642,0,8620,8616,8635,0,8642,8642,8642,0,8642,
9120,9120,9120,0,9085,9071,9098,0,9120,9120,9120,0,9120,
8712,8712,8712,0,8696,8691,8705,0,8712,8712,8712,0,8712,
9102,9102,9102,0,9050,9045,9078,0,9102,9102,9102,0,9102,
8862,8862,8862,0,8846,8842,8856,0,8862,8862,8862,0,8862,
9241,9241,9241,0,9129,9117,9182,0,9241,9241,9241,0,9241,
8852,8852,8852,0,8817,8813,8838,0,8852,8852,8852,0,8852,
8807,8807,8807,0,8777,8772,8789,0,8807,8807,8807,0,8807,
