Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
10826,10826,10826,0,9984,9974,10460,0,10826,10826,10826,0,10826,
11862,11862,11862,0,10375,10309,11188,0,11862,11862,11862,0,11862,
10835,10835,10835,0,9972,9978,10462,0,10835,10835,10835,0,10835,
11279,11279,11279,0,10224,10217,10798,0,11279,11279,11279,0,11279,
11063,11063,11063,0,10257,10237,10669,0,11063,11063,11063,0,11063,
11853,11853,11853,0,10432,10380,11224,0,11853,11853,11853,0,11853,
11045,11045,11045,0,10134,10100,10613,0,11045,11045,11045,0,11045,
11618,11618,11618,0,10399,10357,11050,0,11618,11618,11618,0,11618,
11063,11063,11063,0,10411,10409,10740,0,11063,11063,11063,0,11063,
11428,11428,11428,0,10461,10448,10991,0,11428,11428,11428,0,11428,
10619,10619,10619,0,9852,9839,10293,0,10619,10619,10619,0,10619,
11065,11065,11065,0,10236,10238,10704,0,11065,11065,11065,0,11065,
11347,11347,11347,0,10342,10266,10888,0,11347,11347,11347,0,11347,
10875,10875,10875,0,10030,9991,10497,0,10875,10875,10875,0,10875,
11180,11180,11180,0,10086,10031,10691,0,11180,11180,11180,0,11180,
10983,10983,10983,0,10055,10014,10599,0,10983,10983,10983,0,10983,
10838,10838,10838,0,9924,9928,10446,0,10838,10838,10838,0,10838,
11205,11205,11205,0,10300,10260,10776,0,11205,11205,11205,0,11205,
11757,11757,11757,0,10494,10529,11207,0,11757,11757,11757,0,11757,
10870,10870,10870,0,9846,9834,10432,0,10870,10870,10870,0,10870,
