Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
13140,13140,13140,0,10308,10334,11903,0,13140,13140,13140,0,13140,
14009,14009,14009,0,10276,10348,12346,0,14009,14009,14009,0,14009,
14153,14153,14153,0,10627,10626,12568,0,14153,14153,14153,0,14153,
14557,14557,14557,0,10484,10548,12739,0,14557,14557,14557,0,14557,
14294,14294,14294,0,10631,10660,12637,0,14294,14294,14294,0,14294,
13061,13061,13061,0,10452,10427,11880,0,13061,13061,13061,0,13061,
14561,14557,14561,0,10448,10494,12670,0,14561,14558,14561,0,14561,
11928,11928,11928,0,10093,10078,11130,0,11928,11928,11928,0,11928,
13106,13105,13106,0,10162,10180,11786,0,13106,13106,13106,0,13106,
13745,13740,13745,0,10559,10561,12298,0,13745,13744,13745,0,13745,
12845,12845,12845,0,10360,10344,11725,0,12845,12845,12845,0,12845,
13944,13950,13957,0,10323,10387,12346,0,13944,13952,13957,0,13958,
13025,13025,13025,0,10172,10196,11793,0,13025,13025,13025,0,13025,
14961,14960,14961,0,10735,10812,13062,0,14961,14961,14961,0,14961,
13756,13756,13756,0,10610,10622,12345,0,13756,13756,13756,0,13756,
13552,13552,13552,0,10506,10545,12206,0,13552,13552,13552,0,13552,
12436,12436,12436,0,10243,10218,11460,0,12436,12436,12436,0,12436,
13725,13725,13725,0,10599,10613,12308,0,13725,13725,13725,0,13725,
13174,13174,13174,0,10250,10292,11863,0,13174,13174,13174,0,13174,
13064,13059,13064,0,10268,10287,11815,0,13064,13064,13064,0,13064,
