Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
15366,15366,15372,0,10618,10692,13112,0,15366,15369,15372,0,15373,
14614,14607,14614,0,10448,10504,12689,0,14614,14611,14614,0,14614,
14247,14245,14247,0,10283,10356,12418,0,14247,14247,14247,0,14247,
15106,15086,15106,0,10478,10571,12963,0,15106,15102,15106,0,15106,
14248,14247,14248,0,10320,10346,12441,0,14248,14248,14248,0,14248,
15066,15063,15066,0,10490,10539,12944,0,15066,15066,15066,0,15066,
15142,15137,15142,0,10315,10387,12882,0,15142,15141,15142,0,15142,
14670,14668,14670,0,10199,10279,12584,0,14670,14670,14670,0,14670,
16405,16413,16424,0,10728,10830,13602,0,16405,16414,16422,0,16427,
14520,14503,14520,0,10342,10400,12555,0,14520,14511,14520,0,14520,
15492,15480,15492,0,10425,10544,13112,0,15492,15486,15492,0,15492,
13698,13697,13698,0,10169,10219,12086,0,13698,13698,13698,0,13698,
14225,14225,14225,0,10538,10594,12524,0,14225,14225,14225,0,14225,
14451,14466,14477,0,10484,10528,12613,0,14451,14472,14477,0,14480,
15212,15209,15212,0,10340,10433,12900,0,15212,15210,15212,0,15212,
14386,14385,14386,0,10184,10251,12433,0,14386,14386,14386,0,14386,
14712,14710,14712,0,10337,10395,12716,0,14712,14712,14712,0,14712,
15510,15509,15510,0,10529,10587,13169,0,15510,15510,15510,0,15510,
14137,14135,14137,0,10192,10251,12346,0,14137,14136,14137,0,14137,
15493,15491,15493,0,10569,10685,13148,0,15493,15493,15493,0,15493,
