#cores,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
1.0,9451.0,384745.0,9451.0,0.0,0.0,0.0,8791.0,320445.0,8791.0
2.0,15134.0,1097995.0,15134.0,0.0,0.0,0.0,13925.0,895045.0,13925.0
4.0,22910.0,2660444.0,22910.0,0.0,0.0,0.0,20910.0,2096945.0,20910.0
6.0,27639.0,3974645.0,27639.0,0.0,0.0,0.0,25906.0,3832634.0,25906.0
8.0,30344.0,4825745.0,30344.0,0.0,0.0,0.0,29245.0,4723569.0,29245.0
10.0,31438.0,5177027.0,31438.0,0.0,0.0,0.0,31046.0,5136792.0,31046.0
12.0,31496.0,5196145.0,31496.0,0.0,0.0,0.0,31496.0,5196145.0,31496.0
14.0,31496.0,5196145.0,31496.0,0.0,0.0,0.0,31496.0,5196145.0,31496.0
16.0,31496.0,5196145.0,31496.0,0.0,0.0,0.0,31496.0,5196145.0,31496.0
18.0,31496.0,5196145.0,31496.0,0.0,0.0,0.0,31496.0,5196145.0,31496.0
20.0,31496.0,5196145.0,31496.0,0.0,0.0,0.0,31496.0,5196145.0,31496.0
