beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,858.0,237410.0,858.0,0.0,0.0,0.0,759.0,208790.0,759.0
1e-05,858.0,241380.0,860.4138,0.0,0.0,0.0,750.0,207490.0,752.0749
2e-05,858.0,241770.0,862.8354,0.0,0.0,0.0,742.0,207490.0,746.1498
4e-05,858.0,240450.0,867.618,0.0,0.0,0.0,750.0,208740.0,758.3496
8e-05,858.0,240870.0,877.2696,0.0,0.0,0.0,751.0,207090.0,767.5672
0.0001,858.0,241400.0,882.14,0.0,0.0,0.0,740.0,207770.0,760.777
0.0002,858.0,240480.0,906.096,0.0,0.0,0.0,751.0,209700.0,792.94
0.0004,858.0,241940.0,954.776,0.0,0.0,0.0,744.0,207560.0,827.024
0.0008,858.0,242370.0,1051.896,0.0,0.0,0.0,754.0,210980.0,922.784
0.001,857.0,243220.0,1100.22,0.0,0.0,0.0,749.0,210370.0,959.37
0.002,857.0,244080.0,1345.16,0.0,0.0,0.0,741.0,210190.0,1161.38
0.004,853.0,245770.0,1836.08,0.0,0.0,0.0,745.0,210870.0,1588.48
0.008,849.0,246610.0,2821.88,0.0,0.0,0.0,742.0,210840.0,2428.72
0.01,847.0,246750.0,3314.5,0.0,0.0,0.0,610.0,226600.0,2876.0
0.02,815.0,248530.0,5785.6,0.0,0.0,0.0,610.0,226600.0,5142.0
0.04,738.0,251510.0,10798.4,0.0,0.0,0.0,610.0,226600.0,9674.0
0.08,733.0,251920.0,20886.6,0.0,0.0,0.0,610.0,226600.0,18738.0
0.1,720.0,252260.0,25946.0,0.0,0.0,0.0,610.0,226600.0,23270.0
0.2,708.0,252480.0,51204.0,0.0,0.0,0.0,610.0,226600.0,45930.0
0.4,704.0,252600.0,101744.0,0.0,0.0,0.0,610.0,226600.0,91250.0
1.0,705.0,252680.0,253385.0,0.0,0.0,0.0,610.0,226600.0,227210.0
10.0,711.0,252680.0,2527511.0,0.0,0.0,0.0,610.0,226600.0,2266610.0
