beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,765.0,162812.0,765.0,0.0,0.0,0.0,687.0,160084.0,687.0
1e-05,765.0,164110.0,766.6411,0.0,0.0,0.0,682.0,119412.0,683.19412
2e-05,765.0,164611.0,768.29222,0.0,0.0,0.0,686.0,129612.0,688.59224
4e-05,765.0,164610.0,771.5844,0.0,0.0,0.0,687.0,130012.0,692.20048
8e-05,766.0,164010.0,779.1208,0.0,0.0,0.0,682.0,126612.0,692.12896
0.0001,765.0,164211.0,781.4211,0.0,0.0,0.0,683.0,127212.0,695.7212
0.0002,765.0,169411.0,798.8822,0.0,0.0,0.0,682.0,119412.0,705.8824
0.0004,765.0,171809.0,833.7236,0.0,0.0,0.0,672.0,167215.0,738.886
0.0008,763.0,175712.0,903.5696,0.0,0.0,0.0,655.0,172754.0,793.2032
0.001,761.0,178312.0,939.312,0.0,0.0,0.0,645.0,173543.0,818.543
0.002,751.0,185606.0,1122.212,0.0,0.0,0.0,640.0,176113.0,992.226
0.004,745.0,189394.0,1502.576,0.0,0.0,0.0,627.0,178907.0,1342.628
0.008,625.0,209746.0,2302.968,0.0,0.0,0.0,546.0,192415.0,2085.32
0.01,571.0,215735.0,2728.35,0.0,0.0,0.0,505.0,197221.0,2477.21
0.02,507.0,221178.0,4930.56,0.0,0.0,0.0,470.0,197427.0,4418.54
0.04,500.0,221649.0,9365.96,0.0,0.0,0.0,477.0,199650.0,8463.0
0.08,496.0,221870.0,18245.6,0.0,0.0,0.0,391.0,200235.0,16409.8
0.1,482.0,222060.0,22688.0,0.0,0.0,0.0,469.0,200928.0,20561.8
0.2,492.0,222368.0,44965.6,0.0,0.0,0.0,394.0,201144.0,40622.8
0.4,484.0,222049.0,89303.6,0.0,0.0,0.0,392.0,200164.0,80457.6
1.0,487.0,222155.0,222642.0,0.0,0.0,0.0,390.0,200951.0,201341.0
10.0,485.0,222052.0,2221005.0,0.0,0.0,0.0,385.0,200842.0,2008805.0
