beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,781.0,172413.0,781.0,0.0,0.0,0.0,691.0,167796.0,691.0
1e-05,782.0,174913.0,783.74913,0.0,0.0,0.0,686.0,128713.0,687.28713
2e-05,782.0,177213.0,785.54426,0.0,0.0,0.0,692.0,136613.0,694.73226
4e-05,782.0,174813.0,788.99252,0.0,0.0,0.0,686.0,135413.0,691.41652
8e-05,782.0,177913.0,796.23304,0.0,0.0,0.0,684.0,127613.0,694.20904
0.0001,782.0,174512.0,799.4512,0.0,0.0,0.0,689.0,168307.0,705.8307
0.0002,782.0,184013.0,818.8026,0.0,0.0,0.0,683.0,135613.0,710.1226
0.0004,782.0,184312.0,855.7248,0.0,0.0,0.0,685.0,135212.0,739.0848
0.0008,782.0,184012.0,929.2096,0.0,0.0,0.0,673.0,176806.0,814.4448
0.001,782.0,185113.0,967.113,0.0,0.0,0.0,652.0,179642.0,831.642
0.002,777.0,189810.0,1156.62,0.0,0.0,0.0,644.0,182162.0,1008.324
0.004,767.0,193303.0,1540.212,0.0,0.0,0.0,636.0,184156.0,1372.624
0.008,625.0,215491.0,2348.928,0.0,0.0,0.0,550.0,196995.0,2125.96
0.01,545.0,224788.0,2792.88,0.0,0.0,0.0,394.0,210242.0,2496.42
0.02,485.0,230165.0,5088.3,0.0,0.0,0.0,394.0,210242.0,4598.84
0.04,480.0,230373.0,9694.92,0.0,0.0,0.0,394.0,210242.0,8803.68
0.08,471.0,230446.0,18906.68,0.0,0.0,0.0,394.0,210242.0,17213.36
0.1,472.0,230936.0,23565.6,0.0,0.0,0.0,394.0,210242.0,21418.2
0.2,471.0,230646.0,46600.2,0.0,0.0,0.0,394.0,210242.0,42442.4
0.4,473.0,230956.0,92855.4,0.0,0.0,0.0,394.0,210242.0,84490.8
1.0,473.0,230757.0,231230.0,0.0,0.0,0.0,394.0,210242.0,210636.0
10.0,481.0,230364.0,2304121.0,0.0,0.0,0.0,394.0,210242.0,2102814.0
