beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,809.0,168888.0,809.0,0.0,0.0,0.0,714.0,163887.0,714.0
1e-05,810.0,172086.0,811.72086,0.0,0.0,0.0,717.0,133888.0,718.33888
2e-05,810.0,172887.0,813.45774,0.0,0.0,0.0,714.0,132488.0,716.64976
4e-05,810.0,175387.0,817.01548,0.0,0.0,0.0,716.0,135388.0,721.41552
8e-05,810.0,173187.0,823.85496,0.0,0.0,0.0,711.0,167920.0,724.4336
0.0001,810.0,173387.0,827.3387,0.0,0.0,0.0,708.0,124187.0,720.4187
0.0002,808.0,180286.0,844.0572,0.0,0.0,0.0,707.0,132488.0,733.4976
0.0004,810.0,181286.0,882.5144,0.0,0.0,0.0,696.0,175760.0,766.304
0.0008,810.0,182684.0,956.1472,0.0,0.0,0.0,714.0,134888.0,821.9104
0.001,807.0,185474.0,992.474,0.0,0.0,0.0,681.0,178579.0,859.579
0.002,805.0,187682.0,1180.364,0.0,0.0,0.0,669.0,177882.0,1024.764
0.004,796.0,191765.0,1563.06,0.0,0.0,0.0,650.0,184321.0,1387.284
0.008,609.0,220470.0,2372.76,0.0,0.0,0.0,551.0,198619.0,2139.952
0.01,516.0,232477.0,2840.77,0.0,0.0,0.0,382.0,217143.0,2553.43
0.02,449.0,237158.0,5192.16,0.0,0.0,0.0,382.0,217143.0,4724.86
0.04,444.0,238024.0,9964.96,0.0,0.0,0.0,382.0,217143.0,9067.72
0.08,439.0,237948.0,19474.84,0.0,0.0,0.0,382.0,217143.0,17753.44
0.1,437.0,237769.0,24213.9,0.0,0.0,0.0,382.0,217143.0,22096.3
0.2,441.0,237884.0,48017.8,0.0,0.0,0.0,382.0,217143.0,43810.6
0.4,439.0,238434.0,95812.6,0.0,0.0,0.0,382.0,217143.0,87239.2
1.0,441.0,238155.0,238596.0,0.0,0.0,0.0,382.0,217143.0,217525.0
10.0,442.0,237939.0,2379832.0,0.0,0.0,0.0,382.0,217143.0,2171812.0
