beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,792.0,158678.0,792.0,0.0,0.0,0.0,724.0,157266.0,724.0
1e-05,793.0,161877.0,794.61877,0.0,0.0,0.0,719.0,157000.0,720.57
2e-05,794.0,164077.0,797.28154,0.0,0.0,0.0,712.0,128278.0,714.56556
4e-05,794.0,163277.0,800.53108,0.0,0.0,0.0,711.0,124677.0,715.98708
8e-05,794.0,161877.0,806.95016,0.0,0.0,0.0,708.0,159670.0,720.7736
0.0001,793.0,163075.0,809.3075,0.0,0.0,0.0,709.0,126278.0,721.6278
0.0002,791.0,178776.0,826.7552,0.0,0.0,0.0,706.0,132878.0,732.5756
0.0004,792.0,177677.0,863.0708,0.0,0.0,0.0,705.0,123278.0,754.3112
0.0008,792.0,180277.0,936.2216,0.0,0.0,0.0,707.0,134878.0,814.9024
0.001,793.0,179778.0,972.778,0.0,0.0,0.0,678.0,174365.0,852.365
0.002,788.0,187076.0,1162.152,0.0,0.0,0.0,659.0,180553.0,1020.106
0.004,770.0,193668.0,1544.672,0.0,0.0,0.0,625.0,185370.0,1366.48
0.008,637.0,214299.0,2351.392,0.0,0.0,0.0,553.0,193508.0,2101.064
0.01,579.0,221806.0,2797.06,0.0,0.0,0.0,514.0,200729.0,2521.29
0.02,483.0,229642.0,5075.84,0.0,0.0,0.0,394.0,210288.0,4599.76
0.04,474.0,229952.0,9672.08,0.0,0.0,0.0,394.0,210288.0,8805.52
0.08,475.0,229841.0,18862.28,0.0,0.0,0.0,394.0,210288.0,17217.04
0.1,473.0,229849.0,23457.9,0.0,0.0,0.0,394.0,210288.0,21422.8
0.2,471.0,230348.0,46540.6,0.0,0.0,0.0,394.0,210288.0,42451.6
0.4,469.0,229961.0,92453.4,0.0,0.0,0.0,394.0,210288.0,84509.2
1.0,466.0,230058.0,230524.0,0.0,0.0,0.0,394.0,210288.0,210682.0
10.0,468.0,229862.0,2299088.0,0.0,0.0,0.0,394.0,210288.0,2103274.0
