beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,840.0,217893.0,840.0,0.0,0.0,0.0,772.0,0.0,772.0
1e-05,840.0,220193.0,842.20193,0.0,0.0,0.0,772.0,1.70593,773.70593
2e-05,840.0,219893.0,844.39786,0.0,0.0,0.0,772.0,3.41186,775.41186
4e-05,840.0,219693.0,848.78772,0.0,0.0,0.0,772.0,6.82372,778.82372
8e-05,841.0,223093.0,858.84744,0.0,0.0,0.0,772.0,13.64744,785.64744
0.0001,841.0,221593.0,863.1593,0.0,0.0,0.0,772.0,17.0593,789.0593
0.0002,841.0,222793.0,885.5586,0.0,0.0,0.0,772.0,34.1186,806.1186
0.0004,840.0,227193.0,930.8772,0.0,0.0,0.0,772.0,68.2372,840.2372
0.0008,840.0,228993.0,1023.1944,0.0,0.0,0.0,772.0,136.4744,908.4744
0.001,838.0,231993.0,1069.993,0.0,0.0,0.0,772.0,170.593,942.593
0.002,833.0,236591.0,1306.182,0.0,0.0,0.0,772.0,341.186,1113.186
0.004,831.0,237792.0,1782.168,0.0,0.0,0.0,661.0,210750.0,1504.0
0.008,818.0,240192.0,2739.536,0.0,0.0,0.0,633.0,210240.0,2314.92
0.01,819.0,240690.0,3225.9,0.0,0.0,0.0,637.0,211719.0,2754.19
0.02,805.0,241877.0,5642.54,0.0,0.0,0.0,622.0,213303.0,4888.06
0.04,750.0,244920.0,10546.8,0.0,0.0,0.0,582.0,214709.0,9170.36
0.08,638.0,248664.0,20531.12,0.0,0.0,0.0,484.0,215812.0,17748.96
0.1,638.0,248265.0,25464.5,0.0,0.0,0.0,508.0,21543.2,22051.2
0.2,628.0,248541.0,50336.2,0.0,0.0,0.0,488.0,217122.0,43912.4
0.4,627.0,248173.0,99896.2,0.0,0.0,0.0,508.0,86172.8,86680.8
1.0,622.0,248941.0,249563.0,0.0,0.0,0.0,508.0,215432.0,215940.0
10.0,608.0,248808.0,2488688.0,0.0,0.0,0.0,470.0,218368.0,2184150.0
