beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,896.0,223678.0,896.0,0.0,0.0,0.0,821.0,0.0,821.0
1e-05,897.0,227478.0,899.27478,0.0,0.0,0.0,821.0,1.72678,822.72678
2e-05,897.0,230878.0,901.61756,0.0,0.0,0.0,821.0,3.45356,824.45356
4e-05,896.0,230478.0,905.21912,0.0,0.0,0.0,821.0,6.90712,827.90712
8e-05,897.0,226078.0,915.08624,0.0,0.0,0.0,821.0,13.81424,834.81424
0.0001,897.0,226078.0,919.6078,0.0,0.0,0.0,821.0,17.2678,838.2678
0.0002,896.0,232078.0,942.4156,0.0,0.0,0.0,821.0,34.5356,855.5356
0.0004,896.0,235678.0,990.2712,0.0,0.0,0.0,821.0,69.0712,890.0712
0.0008,895.0,237678.0,1085.1424,0.0,0.0,0.0,821.0,138.1424,959.1424
0.001,894.0,240278.0,1134.278,0.0,0.0,0.0,821.0,172.678,993.678
0.002,890.0,242778.0,1375.556,0.0,0.0,0.0,821.0,345.356,1166.356
0.004,882.0,247277.0,1871.108,0.0,0.0,0.0,670.0,216893.0,1537.572
0.008,876.0,248474.0,2863.792,0.0,0.0,0.0,554.0,1869.624,2423.624
0.01,868.0,248873.0,3356.73,0.0,0.0,0.0,554.0,2337.03,2891.03
0.02,839.0,252244.0,5883.88,0.0,0.0,0.0,554.0,4674.06,5228.06
0.04,789.0,254016.0,10949.64,0.0,0.0,0.0,554.0,9348.12,9902.12
0.08,639.0,258499.0,21318.92,0.0,0.0,0.0,554.0,18696.24,19250.24
0.1,624.0,259083.0,26532.3,0.0,0.0,0.0,554.0,23370.3,23924.3
0.2,622.0,258578.0,52337.6,0.0,0.0,0.0,554.0,46740.6,47294.6
0.4,613.0,258898.0,104172.2,0.0,0.0,0.0,554.0,93481.2,94035.2
1.0,609.0,259469.0,260078.0,0.0,0.0,0.0,554.0,233703.0,234257.0
10.0,612.0,258787.0,2588482.0,0.0,0.0,0.0,554.0,2337030.0,2337584.0
