beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,974.0,229234.0,974.0,0.0,0.0,0.0,875.0,0.0,875.0
1e-05,974.0,232434.0,976.32434,0.0,0.0,0.0,875.0,1.80034,876.80034
2e-05,973.0,227834.0,977.55668,0.0,0.0,0.0,875.0,3.60068,878.60068
4e-05,974.0,229834.0,983.19336,0.0,0.0,0.0,875.0,7.20136,882.20136
8e-05,974.0,229834.0,992.38672,0.0,0.0,0.0,875.0,14.40272,889.40272
0.0001,973.0,232734.0,996.2734,0.0,0.0,0.0,875.0,18.0034,893.0034
0.0002,973.0,235434.0,1020.0868,0.0,0.0,0.0,875.0,36.0068,911.0068
0.0004,970.0,241234.0,1066.4936,0.0,0.0,0.0,875.0,72.0136,947.0136
0.0008,970.0,242434.0,1163.9472,0.0,0.0,0.0,875.0,144.0272,1019.0272
0.001,969.0,243834.0,1212.834,0.0,0.0,0.0,875.0,180.034,1055.034
0.002,964.0,247833.0,1459.666,0.0,0.0,0.0,875.0,360.068,1235.068
0.004,960.0,250634.0,1962.536,0.0,0.0,0.0,742.0,218946.0,1617.784
0.008,950.0,252532.0,2970.256,0.0,0.0,0.0,730.0,223135.0,2515.08
0.01,948.0,252625.0,3474.25,0.0,0.0,0.0,575.0,2370.98,2945.98
0.02,899.0,257464.0,6048.28,0.0,0.0,0.0,575.0,4741.96,5316.96
0.04,836.0,259505.0,11216.2,0.0,0.0,0.0,575.0,9483.92,10058.92
0.08,644.0,265601.0,21892.08,0.0,0.0,0.0,575.0,18967.84,19542.84
0.1,649.0,265095.0,27158.5,0.0,0.0,0.0,575.0,23709.8,24284.8
0.2,629.0,265470.0,53723.0,0.0,0.0,0.0,575.0,47419.6,47994.6
0.4,629.0,265270.0,106737.0,0.0,0.0,0.0,575.0,94839.2,95414.2
1.0,632.0,264868.0,265500.0,0.0,0.0,0.0,575.0,237098.0,237673.0
10.0,624.0,265365.0,2654274.0,0.0,0.0,0.0,575.0,2370980.0,2371555.0
