beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,3953.0,482850.0,3953.0,3579.0,438875.0,3579.0
0.005,3950.0,492125.0,6410.625,3542.0,441800.0,5751.0
0.01,3945.0,493500.0,8880.0,3546.0,443900.0,7985.0
0.015,3946.0,493025.0,11341.375,3549.0,443650.0,10203.75
0.02,3935.0,495100.0,13837.0,3527.0,444475.0,12416.5
0.025,3934.0,494625.0,16299.625,3537.0,445050.0,14663.25
0.03,3908.0,496700.0,18809.0,3535.0,445675.0,16905.25
0.035,3908.0,496700.0,21292.5,3532.0,444350.0,19084.25
0.04,3177.0,514750.0,23767.0,3059.0,457150.0,21345.0
0.045,1261.0,566950.0,26773.75,2045.0,507475.0,24881.375
0.05,1272.0,566100.0,29577.0,2050.0,509025.0,27501.25
0.055,1227.0,568950.0,32519.25,2114.0,506375.0,29964.625
0.06,1242.0,567750.0,35307.0,2031.0,508675.0,32551.5
0.065,1297.0,565525.0,38056.125,2141.0,503225.0,34850.625
0.07,1282.0,565100.0,40839.0,2114.0,504300.0,37415.0
0.075,1272.0,565850.0,43710.75,2200.0,501550.0,39816.25
0.08,1259.0,566225.0,46557.0,2105.0,507175.0,42679.0
0.085,1288.0,565400.0,49347.0,2081.0,502550.0,44797.75
0.09,1258.0,566800.0,52270.0,2089.0,506750.0,47696.5
0.095,1269.0,566175.0,55055.625,2184.0,500775.0,49757.625
0.1,1245.0,566925.0,57937.5,2113.0,504225.0,52535.5
0.15,1242.0,567175.0,86318.25,2058.0,506475.0,78029.25
0.2,1263.0,565850.0,114433.0,2132.0,502450.0,102622.0
0.25,1300.0,564750.0,142487.5,2156.0,501100.0,127431.0
0.3,1274.0,565625.0,170961.5,2203.0,500825.0,152450.5
0.35,1241.0,566625.0,199559.75,2099.0,503375.0,178280.25
0.4,1252.0,566500.0,227852.0,2075.0,505325.0,204205.0
0.45,1286.0,565525.0,255772.25,2166.0,502150.0,228133.5
0.5,1228.0,567400.0,284928.0,2021.0,509700.0,256871.0
0.55,1235.0,566775.0,312961.25,2116.0,499850.0,277033.5
0.6,1221.0,567825.0,341916.0,2063.0,508475.0,307148.0
0.65,1238.0,566775.0,369641.75,2069.0,505725.0,330790.25
0.7,1239.0,567150.0,398244.0,2121.0,503925.0,354868.5
0.75,1221.0,568150.0,427333.5,2101.0,505000.0,380851.0
0.8,1243.0,566775.0,454663.0,2123.0,502225.0,403903.0
0.85,1230.0,567525.0,483626.25,2116.0,505925.0,432152.25
0.9,1271.0,565275.0,510018.5,2074.0,502525.0,454346.5
0.95,1228.0,567475.0,540329.25,2135.0,505000.0,481885.0
1.0,1235.0,567050.0,568285.0,2082.0,506550.0,508632.0
10.0,1227.0,567625.0,5677477.0,2091.0,504525.0,5047341.0
20.0,1222.0,567725.0,11355722.0,2046.0,505800.0,10118046.0
30.0,1246.0,566900.0,17008246.0,2115.0,505900.0,15179115.0
40.0,1246.0,566375.0,22656246.0,2144.0,502150.0,20088144.0
50.0,1230.0,567550.0,28378730.0,2022.0,508200.0,25412022.0
60.0,1228.0,567650.0,34060228.0,2022.0,508625.0,30519522.0
70.0,1233.0,567525.0,39727983.0,2063.0,505425.0,35381813.0
80.0,1251.0,566175.0,45295251.0,2095.0,505125.0,40412095.0
90.0,1225.0,567700.0,51094225.0,2118.0,506275.0,45566868.0
100.0,1235.0,567575.0,56758735.0,2084.0,506700.0,50672084.0
