beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.08,0.1
610,604
251491.0,251581.0
20729.28,25762.1
577,0,567,0
240290.0,0,244877.0,0
19800.2,0,25054.7,0
528,528
225936.0,225936.0
18602.88,23121.6
