src,dst,spec,core_src,core_dst,#core,used_slot,tfk_slot
13,80,55.0,0,1,1,20,19.0
13,85,67.0,2,0,1,13,12.0
13,90,24.0,2,0,1,16,15.0
13,95,18.0,0,1,1,17,16.0
14,5,34.0,1,0,1,13,12.0
14,17,32.0,1,0,1,2,1.0
14,18,74.0,0,0,1,2,1.0
14,24,56.0,1,1,1,7,6.0
14,62,7.0,2,2,1,27,26.0
14,77,47.0,0,0,1,23,22.0
14,92,2.0,0,1,1,2,1.0
14,93,4.0,0,0,2,7,12.0
14,99,36.0,2,2,1,13,12.0
15,9,0.0,0,1,1,7,6.0
15,14,0.0,2,2,1,2,1.0
15,18,78.0,1,0,1,2,1.0
15,26,19.0,0,2,1,8,7.0
15,30,7.0,0,1,2,12,22.0
15,50,2.0,1,0,1,2,1.0
15,80,0.0,1,0,1,2,1.0
15,86,31.0,1,2,1,9,8.0
16,82,8.0,0,0,1,2,1.0
16,89,64.0,0,2,1,16,15.0
17,98,68.0,0,0,1,12,11.0
18,3,76.0,0,1,1,2,1.0
18,11,73.0,1,0,1,5,4.0
18,13,0.0,0,0,1,15,14.0
18,17,60.0,2,0,1,8,7.0
18,37,57.0,0,0,1,2,1.0
18,78,37.0,0,1,2,4,6.0
18,79,28.0,2,2,1,32,31.0
18,81,0.0,1,0,1,2,1.0
18,84,2.0,1,0,1,10,9.0
19,10,60.0,0,0,1,3,2.0
19,15,53.0,2,1,1,7,6.0
19,63,45.0,1,1,1,14,13.0
19,65,4.0,2,2,1,19,18.0
19,81,63.0,0,1,1,17,16.0
20,1,5.0,2,0,1,15,14.0
20,16,78.0,0,1,1,2,1.0
20,22,7.0,1,0,1,5,4.0
20,51,67.0,0,2,1,2,1.0
20,56,0.0,1,0,1,7,6.0
20,59,46.0,0,0,1,21,20.0
20,70,30.0,0,1,1,13,12.0
20,72,18.0,1,1,1,8,7.0
20,74,15.0,0,1,1,14,13.0
20,79,15.0,1,0,1,2,1.0
20,80,40.0,2,1,1,15,14.0
20,82,12.0,1,1,1,2,1.0
21,16,44.0,2,0,1,14,13.0
