src,dst,spec,core_src,core_dst,#core,used_slot,tfk_slot
0,8,55.0,2,0,1,2,1.0
0,9,11.0,1,2,1,13,12.0
0,10,40.0,1,0,1,17,16.0
0,13,40.0,2,0,1,13,12.0
0,17,24.0,0,1,2,2,1.0
0,28,45.0,0,2,1,16,15.0
0,39,26.0,0,1,2,2,2.0
0,41,0.0,2,2,1,7,6.0
0,42,7.0,2,2,1,10,9.0
0,47,62.0,0,1,2,6,10.0
0,49,53.0,2,2,1,2,1.0
0,53,62.0,2,2,1,18,17.0
0,55,71.0,0,1,2,9,15.0
0,64,5.0,1,2,1,5,4.0
0,66,28.0,1,0,1,12,11.0
0,80,57.0,1,1,2,5,8.0
0,83,21.0,2,0,1,19,18.0
1,8,58.0,1,0,1,7,6.0
1,13,35.0,1,1,1,8,7.0
1,19,69.0,0,1,1,9,8.0
1,34,51.0,0,1,1,2,1.0
1,52,78.0,0,2,1,2,1.0
1,65,76.0,2,2,1,2,1.0
1,78,52.0,1,1,2,6,10.0
1,91,0.0,0,1,1,5,4.0
1,98,19.0,1,2,1,11,10.0
2,10,57.0,0,0,1,7,6.0
2,55,10.0,1,1,2,2,1.0
2,56,56.0,1,1,2,8,13.0
3,17,66.0,2,2,1,12,11.0
3,20,16.0,1,0,1,9,8.0
3,21,62.0,0,1,2,10,17.0
3,48,10.0,2,0,1,14,13.0
3,55,38.0,0,1,2,9,16.0
3,59,24.0,2,1,1,27,26.0
3,66,72.0,0,0,1,8,7.0
3,82,0.0,0,2,1,10,9.0
4,7,14.0,0,1,1,2,1.0
4,14,29.0,1,1,2,7,11.0
4,19,63.0,1,2,1,13,12.0
4,24,55.0,0,0,1,9,8.0
4,25,0.0,0,0,1,13,12.0
4,29,35.0,0,2,1,19,18.0
4,37,0.999999999998,2,2,1,2,1.0
4,49,37.0,2,2,1,16,15.0
4,56,6.0,1,0,2,8,14.0
4,73,78.0,2,2,1,2,1.0
4,83,20.0,1,1,1,9,8.0
4,94,3.0,2,1,1,2,1.0
4,96,18.0,0,1,1,2,1.0
5,88,69.0,0,1,1,2,1.0
5,99,78.0,1,1,2,2,1.0
6,0,37.0,1,0,1,8,7.0
6,2,20.0,2,0,1,9,8.0
6,15,60.0,1,0,1,7,6.0
6,24,58.0,0,1,1,2,1.0
6,37,0.0,2,1,1,20,19.0
6,38,14.0,0,1,1,2,1.0
6,40,71.0,2,2,1,9,8.0
6,41,53.0,2,0,1,4,3.0
6,45,67.0,1,1,1,2,1.0
6,47,29.0,2,2,1,24,23.0
6,50,72.0,1,1,1,8,7.0
6,52,42.0,0,0,1,16,15.0
6,60,0.0,1,2,1,15,14.0
6,62,60.0,0,0,1,10,9.0
6,68,60.0,2,0,1,5,4.0
6,78,16.0,0,1,1,14,13.0
7,50,53.0,1,0,1,12,11.0
7,54,24.0,2,2,1,16,15.0
7,64,48.0,1,1,1,2,1.0
7,71,70.0,1,1,2,2,1.0
7,72,20.0,0,2,1,13,12.0
7,73,16.0,1,2,1,4,3.0
7,75,58.0,0,2,1,15,14.0
7,77,34.0,1,2,1,14,13.0
7,83,77.0,1,1,2,3,3.0
7,84,20.0,1,2,1,13,12.0
7,91,65.0,1,1,2,5,7.0
7,94,0.0,2,2,1,24,23.0
