src,dst,spec,core_src,core_dst,#core,used_slot,tfk_slot
0,8,78.0,1,0,1,2,1.0
0,9,0.0,1,1,1,13,12.0
0,10,63.0,0,0,1,17,16.0
0,13,67.0,2,2,1,13,12.0
0,17,41.0,1,1,2,2,1.0
0,28,23.0,0,0,1,16,15.0
0,39,43.0,1,1,2,2,2.0
0,41,33.0,1,2,1,7,6.0
0,42,23.0,1,2,1,10,9.0
0,47,56.0,2,2,1,11,10.0
0,49,58.0,0,1,2,2,1.0
0,53,23.0,2,2,1,18,17.0
0,55,2.0,2,2,1,16,15.0
0,59,39.0,0,1,1,17,16.0
0,64,60.0,0,1,2,3,4.0
0,66,66.0,1,2,1,12,11.0
0,80,4.0,0,2,1,9,8.0
0,83,13.0,0,1,2,10,18.0
1,8,54.0,2,1,1,7,6.0
1,13,0.0,1,0,1,8,7.0
1,19,17.0,0,1,1,9,8.0
1,34,78.0,1,2,1,2,1.0
1,52,0.0,2,2,1,2,1.0
1,65,34.0,2,2,1,2,1.0
1,78,36.0,1,1,2,6,10.0
1,91,73.0,1,2,1,5,4.0
1,98,69.0,2,0,1,11,10.0
2,55,78.0,1,1,2,2,1.0
2,56,64.0,2,2,1,14,13.0
3,17,68.0,2,2,1,12,11.0
3,20,1.4832579609e-13,0,1,1,9,8.0
3,21,19.0,0,1,2,10,17.0
3,30,47.0,1,1,2,7,12.0
3,48,66.0,1,2,1,14,13.0
3,55,54.0,0,1,2,9,16.0
3,66,44.0,0,0,1,8,7.0
3,82,9.0,0,2,1,10,9.0
4,2,35.0,1,1,2,6,10.0
4,7,63.0,0,2,1,2,1.0
4,14,23.0,2,2,1,12,11.0
4,19,45.0,1,1,1,13,12.0
4,24,65.0,2,2,1,9,8.0
4,25,67.0,0,0,1,13,12.0
4,29,4.0,2,1,1,19,18.0
4,37,76.0,2,2,1,2,1.0
4,56,41.0,2,2,1,15,14.0
4,73,74.0,2,2,1,2,1.0
4,83,58.0,1,1,2,5,8.0
4,94,63.0,1,1,2,2,1.0
4,96,56.0,2,1,1,2,1.0
5,88,74.0,0,2,1,2,1.0
5,99,76.0,0,1,1,2,1.0
6,0,45.0,0,1,1,8,7.0
6,2,41.0,2,2,1,9,8.0
6,15,52.0,1,1,1,7,6.0
6,24,78.0,2,1,1,2,1.0
6,34,76.0,2,2,1,2,1.0
6,37,51.0,2,1,1,20,19.0
6,38,1.0,1,0,1,2,1.0
6,40,0.0,0,0,1,9,8.0
6,41,30.0,0,0,2,3,3.0
6,45,39.0,2,0,1,2,1.0
6,50,44.0,1,1,1,8,7.0
6,52,8.0,2,0,1,16,15.0
6,60,60.0,1,2,1,15,14.0
6,62,33.0,0,1,1,10,9.0
6,68,71.0,2,1,1,5,4.0
6,78,16.0,1,0,1,14,13.0
7,50,0.0,1,0,1,12,11.0
7,54,0.0,2,0,1,16,15.0
7,64,70.0,2,1,1,2,1.0
7,71,28.0,1,1,2,2,1.0
7,72,63.0,0,1,1,13,12.0
7,73,76.0,2,2,1,4,3.0
7,75,34.0,0,1,1,15,14.0
7,77,14.0,1,1,1,14,13.0
7,83,30.0,2,1,1,4,3.0
7,84,67.0,1,2,1,13,12.0
7,91,59.0,1,2,1,8,7.0
