arch4_connections_lb,arch4_connections_ub,arch4_throughput_lb,arch4_throughput_ub,arch1_connections,arch1_throughput,arch2_connections_lb,arch2_connections_ub,arch2_throughput_lb,arch2_throughput_ub,arch5_connections_lb,arch5_connections_ub,arch5_throughput_lb,arch5_throughput_ub,total_cnk
535.0,578.0,193325.0,233725.0,147.0,144100.0,1146.0,1254.0,218400.0,263000.0,629.0,1259.0,127125.0,261825.0,1836.0
