beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb
0.0,1349.0,248475.0,1349.0,1220.0,222925.0,1220.0
0.005,1340.0,261750.0,2648.75,1191.0,228425.0,2333.125
0.01,1334.0,262150.0,3955.5,1184.0,227300.0,3457.0
0.015,1325.0,263400.0,5276.0,1182.0,229400.0,4623.0
0.02,1319.0,263850.0,6596.0,1171.0,228575.0,5742.5
0.025,1310.0,264450.0,7921.25,1167.0,228200.0,6872.0
0.03,1313.0,264350.0,9243.5,1183.0,228150.0,8027.5
0.035,1306.0,264550.0,10565.25,1169.0,228225.0,9156.875
0.04,1149.0,268400.0,11885.0,1116.0,234950.0,10514.0
0.045,676.0,280925.0,13317.625,899.0,247325.0,12028.625
0.05,697.0,280375.0,14715.75,917.0,247800.0,13307.0
0.055,714.0,280025.0,16115.375,914.0,246550.0,14474.25
0.06,696.0,280525.0,17527.5,890.0,248700.0,15812.0
0.065,668.0,281400.0,18959.0,863.0,248650.0,17025.25
0.07,680.0,281575.0,20390.25,904.0,247250.0,18211.5
0.075,716.0,280325.0,21740.375,912.0,244475.0,19247.625
0.08,679.0,281500.0,23199.0,899.0,248775.0,20801.0
0.085,658.0,281775.0,24608.875,891.0,247075.0,21892.375
0.09,667.0,281325.0,25986.25,869.0,249325.0,23308.25
0.095,662.0,281500.0,27404.5,884.0,247825.0,24427.375
0.1,677.0,281150.0,28792.0,875.0,246800.0,25555.0
0.15,666.0,281925.0,42954.75,870.0,248975.0,38216.25
0.2,665.0,281575.0,56980.0,906.0,248100.0,50526.0
0.25,678.0,281875.0,71146.75,871.0,246650.0,62533.5
0.3,665.0,281800.0,85205.0,857.0,247375.0,75069.5
0.35,664.0,281675.0,99250.25,914.0,246825.0,87302.75
0.4,659.0,282000.0,113459.0,901.0,247775.0,100011.0
0.45,662.0,281775.0,127460.75,880.0,251300.0,113965.0
0.5,655.0,281950.0,141630.0,884.0,245925.0,123846.5
0.55,662.0,281800.0,155652.0,879.0,249400.0,138049.0
0.6,649.0,281900.0,169789.0,883.0,249200.0,150403.0
0.65,660.0,282025.0,183976.25,903.0,248925.0,162704.25
0.7,652.0,282225.0,198209.5,881.0,250100.0,175951.0
0.75,667.0,281675.0,211923.25,904.0,245200.0,184804.0
0.8,658.0,282000.0,226258.0,916.0,246775.0,198336.0
0.85,673.0,281925.0,240309.25,874.0,250025.0,213395.25
0.9,663.0,281700.0,254193.0,871.0,249000.0,224971.0
0.95,658.0,281800.0,268368.0,866.0,249675.0,238057.25
1.0,654.0,282050.0,282704.0,901.0,246975.0,247876.0
10.0,653.0,281900.0,2819653.0,885.0,249850.0,2499385.0
20.0,663.0,282175.0,5644163.0,892.0,249150.0,4983892.0
30.0,654.0,282325.0,8470404.0,899.0,247125.0,7414649.0
40.0,666.0,282025.0,11281666.0,898.0,248725.0,9949898.0
50.0,665.0,281950.0,14098165.0,902.0,245475.0,12274652.0
60.0,658.0,281750.0,16905658.0,916.0,244250.0,14655916.0
70.0,656.0,282100.0,19747656.0,901.0,244800.0,17136901.0
80.0,648.0,282075.0,22566648.0,891.0,247125.0,19770891.0
90.0,657.0,281900.0,25371657.0,886.0,246575.0,22192636.0
100.0,645.0,281975.0,28198145.0,844.0,247700.0,24770844.0
